capture,actorId,instanceName,baseClass,classPath,zoneTag,x,y,z,rotation,hadInstantiate,hadAddActor
gridania_to_coerthas.pcapng,0x50e0f470,hareStd_fst0Fld03_Sd@09800,HareStandard,/Chara/Npc/Monster/Lemming/HareStandard,fst0Fld03,-1538.210,32.170,-1759.280,0.0000,true,true
gridania_to_coerthas.pcapng,0x50e0f472,monkeyLesse_fst0Fld03_2p@09800,MonkeyLesserStandard,/Chara/Npc/Monster/Monkey/MonkeyLesserStandard,fst0Fld03,-1528.166,32.076,-1852.704,2.5904,true,true
gridania_to_coerthas.pcapng,0x50e0f473,hareStd_fst0Fld03_12@09800,HareStandard,/Chara/Npc/Monster/Lemming/HareStandard,fst0Fld03,-1520.590,33.233,-1729.384,2.0747,true,true
gridania_to_coerthas.pcapng,0x50e0f477,monkeyLesse_fst0Fld03_2x@09800,MonkeyLesserStandard,/Chara/Npc/Monster/Monkey/MonkeyLesserStandard,fst0Fld03,-1553.417,21.761,-1869.705,-1.2435,true,true
gridania_to_coerthas.pcapng,0x50e0f479,monkeyLesse_fst0Fld03_1S@09800,MonkeyLesserStandard,/Chara/Npc/Monster/Monkey/MonkeyLesserStandard,fst0Fld03,-1553.313,21.239,-1881.984,2.4526,true,true
gridania_to_coerthas.pcapng,0x50e0f47a,pplStd_fst0Fld03_0c@09800,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Fld03,-1590.053,21.373,-1863.274,-0.1077,true,true
gridania_to_coerthas.pcapng,0x50e0f482,monkeyLesse_fst0Fld03_2x@09800,MonkeyLesserStandard,/Chara/Npc/Monster/Monkey/MonkeyLesserStandard,fst0Fld03,-1558.654,21.830,-1865.416,-0.2560,true,true
gridania_to_coerthas.pcapng,0x50e0f483,monkeyLesse_fst0Fld03_2p@09800,MonkeyLesserStandard,/Chara/Npc/Monster/Monkey/MonkeyLesserStandard,fst0Fld03,-1553.417,21.761,-1869.705,-1.2435,true,true
gridania_to_coerthas.pcapng,0x50e0f484,monkeyLesse_fst0Fld03_2M@09800,MonkeyLesserStandard,/Chara/Npc/Monster/Monkey/MonkeyLesserStandard,fst0Fld03,-1599.699,22.552,-1894.561,-1.6644,true,true
gridania_to_coerthas.pcapng,0x50e0f486,hareStd_fst0Fld03_Wg@09800,HareStandard,/Chara/Npc/Monster/Lemming/HareStandard,fst0Fld03,-1581.072,21.756,-1906.418,1.8827,true,true
gridania_to_coerthas.pcapng,0x50e0f487,objRegionJu_fst0Fld03_0h@09800,ObjectRegionJump,/Chara/Npc/Object/ObjectRegionJump,fst0Fld03,-1551.971,21.600,-1901.522,1.7636,true,true
gridania_to_coerthas.pcapng,0x50e0f488,hareStd_fst0Fld03_Wg@09800,HareStandard,/Chara/Npc/Monster/Lemming/HareStandard,fst0Fld03,-1528.166,32.076,-1852.704,2.5904,true,true
gridania_to_coerthas.pcapng,0x50e0f48c,miningPoint_fst0Fld03_0w@09800,MiningPoint,/Chara/Npc/Object/MiningPoint,fst0Fld03,-1525.670,32.340,-1929.130,0.0000,true,true
gridania_to_coerthas.pcapng,0x50e0f48f,miningPoint_fst0Fld03_0C@09800,MiningPoint,/Chara/Npc/Object/MiningPoint,fst0Fld03,-1577.630,32.400,-1982.460,0.0000,true,true
gridania_to_coerthas.pcapng,0x50e0f499,@$serowFemale_roc0Fld03_2j@09100,SerowFemaleStandard,/Chara/Npc/Monster/Serow/SerowFemaleStandard,roc0Fld03,1836.945,148.000,1741.299,-2.3500,true,true
harvest.pcapng,0x50e10131,,,,,386.120,5.850,-423.330,0.0000,false,false
harvest.pcapng,0x50e10143,,,,,385.840,4.340,-434.020,0.0000,false,false
local_leve_complete.pcapng,0x50e0fd0f,hareStd_fst0Fld01_PJ@09600,HareStandard,/Chara/Npc/Monster/Lemming/HareStandard,fst0Fld01,346.312,5.017,-512.499,2.3490,true,true
local_leve_complete.pcapng,0x50e0fd76,hareStd_fst0Fld01_Mz@09600,HareStandard,/Chara/Npc/Monster/Lemming/HareStandard,fst0Fld01,338.164,5.469,-509.113,-1.2353,true,true
login.pcapng,0x50e0e838,pplStd_prv0Inn01_06@0F400,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,prv0Inn01,157.550,0.000,165.050,-1.5300,true,true
move_around_gridania.pcapng,0x50e0ec97,marketEntr_fst0Twn01a_2B@0CE00,MarketEntrance,/Chara/Npc/Object/MarketEntrance,fst0Twn01a,-192.570,23.480,-1407.580,0.0000,true,true
move_around_gridania.pcapng,0x50e0ec98,pplStd_fst0Twn01a_1L@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,-195.300,23.960,-1410.340,0.9800,true,true
move_around_gridania.pcapng,0x50e0ec9b,bgKeepout_fst0Twn01a_2G@0CE00,BgKeepout,/Chara/Npc/Object/BgKeepout,fst0Twn01a,-207.500,24.990,-1408.390,0.0000,true,true
move_around_gridania.pcapng,0x50e0ec9f,pplShopSal_fst0Twn01a_24@0CE00,PopulaceShopSalesman,/Chara/Npc/Populace/Shop/PopulaceShopSalesman,fst0Twn01a,-202.690,20.000,-1456.360,-2.6900,true,true
move_around_gridania.pcapng,0x50e0eca0,pplStd_fst0Twn01a_0T@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,-206.500,20.500,-1454.970,-2.6400,true,true
move_around_gridania.pcapng,0x50e0eca2,doorStd_fst0Twn01a_31@0CE00,DoorStandard,/Chara/Npc/MapObj/DoorStandard,fst0Twn01a,-200.760,20.000,-1465.800,-1.1500,true,true
move_around_gridania.pcapng,0x50e0eca4,pplStd_fst0Twn01a_2r@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,-202.910,18.090,-1477.510,-1.4200,true,true
move_around_gridania.pcapng,0x50e0eca5,pplStd_fst0Twn01a_1p@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,-211.760,18.100,-1473.520,1.8600,true,true
move_around_gridania.pcapng,0x50e0eca6,objEventDo_fst0Twn01a_2y@0CE00,ObjectEventDoor,/Chara/Npc/Object/ObjectEventDoor,fst0Twn01a,-212.970,18.200,-1477.500,0.0000,true,true
move_around_gridania.pcapng,0x50e0eca8,pplStd_fst0Twn01a_26@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,-200.330,18.250,-1484.970,-2.4900,true,true
move_around_gridania.pcapng,0x50e0ecad,pplStd_fst0Twn01a_1I@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,-119.340,16.240,-1340.910,-0.1100,true,true
move_around_gridania.pcapng,0x50e0ecae,pplStd_fst0Twn01a_2D@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,-110.960,16.960,-1342.490,-0.6600,true,true
move_around_gridania.pcapng,0x50e0ecaf,pplStd_fst0Twn01a_27@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,-106.590,17.140,-1341.730,-2.6200,true,true
move_around_gridania.pcapng,0x50e0ecb0,pplStd_fst0Twn01a_1J@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,-112.200,16.080,-1334.290,-1.6100,true,true
move_around_gridania.pcapng,0x50e0ecb1,aetheryteP_fst0Twn01a_2R@0CE00,AetheryteParent,/Chara/Npc/Object/Aetheryte/AetheryteParent,fst0Twn01a,-130.630,16.080,-1323.990,0.0000,true,true
move_around_gridania.pcapng,0x50e0ecb7,doorStd_fst0Twn01a_2W@0CE00,DoorStandard,/Chara/Npc/MapObj/DoorStandard,fst0Twn01a,-70.000,19.000,-1474.000,0.0000,true,true
move_around_gridania.pcapng,0x50e0ecb9,pplShopSal_fst0Twn01a_0g@0CE00,PopulaceShopSalesman,/Chara/Npc/Populace/Shop/PopulaceShopSalesman,fst0Twn01a,-61.500,19.000,-1479.400,-1.1000,true,true
move_around_gridania.pcapng,0x50e0ecba,pplStd_fst0Twn01a_29@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,-82.660,19.060,-1500.240,-2.2700,true,true
move_around_gridania.pcapng,0x50e0ecd9,pplStd_fst0Twn01a_2I@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,-63.560,18.130,-1565.320,0.0000,true,true
move_around_gridania.pcapng,0x50e0ecdb,pplStd_fst0Twn01a_2C@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,-70.850,17.430,-1577.220,0.0000,true,true
move_around_gridania.pcapng,0x50e0ece2,pplStd_fst0Twn01a_1F@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,2.690,22.130,-1566.290,0.0000,true,true
move_around_gridania.pcapng,0x50e0ece4,instanceRa_fst0Twn01a_25@0CE00,InstanceRaidGuide,/Chara/Npc/Populace/InstanceRaidGuide/InstanceRaidGuide,fst0Twn01a,16.620,22.240,-1560.960,-2.5300,true,true
move_around_gridania.pcapng,0x50e0ece6,pplStd_fst0Twn01a_0U@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,-1.750,21.340,-1597.880,-0.0700,true,true
move_out_of_room.pcapng,0x50e0e9db,pplStd_fst0Twn01_0k@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,58.920,4.000,-1219.070,0.5200,true,true
move_out_of_room.pcapng,0x50e0e9f1,pplStd_fst0Twn01_0D@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,62.330,4.000,-1194.060,-2.5300,true,true
move_out_of_room.pcapng,0x50e0e9f2,pplStd_fst0Twn01_0o@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,58.080,3.800,-1183.330,2.9300,true,true
move_out_of_room.pcapng,0x50e0e9f3,pplStd_fst0Twn01_0x@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,54.040,-7.000,-1218.460,-0.5900,true,true
move_out_of_room.pcapng,0x50e0e9f4,pplStd_fst0Twn01_0s@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,75.400,4.200,-1220.130,-1.4300,true,true
move_out_of_room.pcapng,0x50e0e9f5,pplStd_fst0Twn01_0c@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,67.660,4.200,-1223.570,-0.5800,true,true
move_out_of_room.pcapng,0x50e0e9f8,pplStd_fst0Twn01_0x@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,53.550,-7.000,-1216.540,1.6100,true,true
moving_around_gridania.pcapng,0x50e0f0cc,taskBoard_fst0Twn01_0P@09B00,TaskBoard,/Chara/Npc/Object/TaskBoard,fst0Twn01,75.730,5.500,-1201.370,0.0000,true,true
moving_around_gridania.pcapng,0x50e0f0cd,pplStd_fst0Twn01_0c@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,75.400,4.200,-1220.130,-1.4300,true,true
moving_around_gridania.pcapng,0x50e0f0ce,pplStd_fst0Twn01_0o@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,58.080,3.800,-1183.330,2.9300,true,true
moving_around_gridania.pcapng,0x50e0f0cf,pplStd_fst0Twn01_0y@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,53.550,-7.000,-1216.540,1.6100,true,true
moving_around_gridania.pcapng,0x50e0f0d2,pplStd_fst0Twn01_0x@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,38.890,-10.000,-1185.370,1.5400,true,true
moving_around_gridania.pcapng,0x50e0f0d3,pplStd_fst0Twn01_0v@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,65.260,-6.750,-1217.680,0.5000,true,true
moving_around_gridania.pcapng,0x50e0f0d4,pplStd_fst0Twn01_0b@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,65.150,4.200,-1219.570,2.4200,true,true
moving_around_gridania.pcapng,0x50e0f0d6,pplStd_fst0Twn01_0s@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,75.400,4.200,-1220.130,-1.4300,true,true
moving_around_gridania.pcapng,0x50e0f0d9,pplStd_fst0Twn01_0c@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,67.660,4.200,-1223.570,-0.5800,true,true
moving_around_gridania.pcapng,0x50e0f0da,pplStd_fst0Twn01_0y@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,53.550,-7.000,-1216.540,1.6100,true,true
moving_around_gridania.pcapng,0x50e0f0db,pplStd_fst0Twn01_0x@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,54.040,-7.000,-1218.460,-0.5900,true,true
moving_around_gridania.pcapng,0x50e0f0dd,pplStd_fst0Twn01_0D@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,66.940,4.000,-1194.130,-2.3200,true,true
moving_around_gridania.pcapng,0x50e0f0de,pplStd_fst0Twn01_0k@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,62.330,4.000,-1194.060,-2.5300,true,true
moving_around_gridania.pcapng,0x50e0f0e0,pplStd_fst0Twn01_0o@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,58.080,3.800,-1183.330,2.9300,true,true
moving_around_gridania.pcapng,0x50e0f0e2,pplStd_fst0Twn01_0c@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,67.660,4.200,-1223.570,-0.5800,true,true
moving_around_gridania.pcapng,0x50e0f0e3,pplStd_fst0Twn01_0A@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,38.890,-10.000,-1185.370,1.5400,true,true
moving_around_gridania.pcapng,0x50e0f0e4,pplStd_fst0Twn01_0y@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,53.550,-7.000,-1216.540,1.6100,true,true
moving_around_gridania.pcapng,0x50e0f0e6,pplStd_fst0Twn01_0b@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,65.150,4.200,-1219.570,2.4200,true,true
moving_around_gridania.pcapng,0x50e0f0e7,pplStd_fst0Twn01_0v@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,65.260,-6.750,-1217.680,0.5000,true,true
moving_around_gridania.pcapng,0x50e0f0e8,pplStd_fst0Twn01_0s@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,75.400,4.200,-1220.130,-1.4300,true,true
moving_around_gridania.pcapng,0x50e0f0e9,pplStd_fst0Twn01_0c@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,67.660,4.200,-1223.570,-0.5800,true,true
moving_around_gridania.pcapng,0x50e0f0ea,pplStd_fst0Twn01_0E@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,98.770,3.590,-1213.670,2.4700,true,true
moving_around_gridania.pcapng,0x50e0f0ec,pplStd_fst0Twn01_0x@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,54.040,-7.000,-1218.460,-0.5900,true,true
moving_around_gridania.pcapng,0x50e0f0ef,pplStd_fst0Twn01_0z@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,53.820,-7.000,-1213.100,1.5700,true,true
moving_around_gridania.pcapng,0x50e0f0f0,pplStd_fst0Twn01_0o@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,162.790,-1.480,-1153.320,1.9400,true,true
moving_around_gridania.pcapng,0x50e0f0f1,openingTown_fst0Twn01_0K@09B00,OpeningTownEventKeeper,/Chara/Npc/Object/OpeningTownEventKeeper,fst0Twn01,175.380,-1.210,-1156.510,0.0000,true,true
moving_around_gridania.pcapng,0x50e0f0f5,pplStd_fst0Twn01_0v@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,65.260,-6.750,-1217.680,0.5000,true,true
moving_around_gridania.pcapng,0x50e0f0f6,pplStd_fst0Twn01_0w@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,64.180,-6.800,-1217.460,0.6000,true,true
moving_around_gridania.pcapng,0x50e0f0f7,pplStd_fst0Twn01_0k@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,62.330,4.000,-1194.060,-2.5300,true,true
moving_around_gridania.pcapng,0x50e0f0fa,pplStd_fst0Twn01_0x@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,54.040,-7.000,-1218.460,-0.5900,true,true
moving_around_gridania.pcapng,0x50e0f0fc,pplStd_fst0Twn01_0y@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,53.550,-7.000,-1216.540,1.6100,true,true
moving_around_gridania.pcapng,0x50e0f0fd,pplStd_fst0Twn01_0z@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,53.820,-7.000,-1213.100,1.5700,true,true
moving_around_gridania.pcapng,0x50e0f0ff,pplStd_fst0Twn01a_1c@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,87.002,10.774,-1250.970,-2.6672,true,true
moving_around_gridania.pcapng,0x50e0f101,pplStd_fst0Twn01a_1P@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,22.840,10.900,-1306.830,1.0600,true,true
moving_around_gridania.pcapng,0x50e0f102,pplShopSal_fst0Twn01a_0j@0CE00,PopulaceShopSalesman,/Chara/Npc/Populace/Shop/PopulaceShopSalesman,fst0Twn01a,28.100,12.050,-1318.000,0.6800,true,true
moving_around_gridania.pcapng,0x50e0f10f,pplBlackMa_fst0Twn01a_2h@0CE00,PopulaceBlackMarketeer,/Chara/Npc/Populace/PopulaceBlackMarketeer,fst0Twn01a,198.600,25.210,-1341.660,2.7900,true,true
moving_around_gridania.pcapng,0x50e0f111,pplShopSal_fst0Twn01a_0a@0CE00,PopulaceShopSalesman,/Chara/Npc/Populace/Shop/PopulaceShopSalesman,fst0Twn01a,185.000,27.700,-1374.500,1.3000,true,true
moving_around_gridania.pcapng,0x50e0f112,pplShopSal_fst0Twn01a_08@0CE00,PopulaceShopSalesman,/Chara/Npc/Populace/Shop/PopulaceShopSalesman,fst0Twn01a,196.700,28.160,-1370.250,-1.9700,true,true
moving_around_gridania.pcapng,0x50e0f113,pplShopSal_fst0Twn01a_0d@0CE00,PopulaceShopSalesman,/Chara/Npc/Populace/Shop/PopulaceShopSalesman,fst0Twn01a,187.800,27.700,-1382.000,1.3000,true,true
moving_around_gridania.pcapng,0x50e0f114,pplShopSal_fst0Twn01a_20@0CE00,PopulaceShopSalesman,/Chara/Npc/Populace/Shop/PopulaceShopSalesman,fst0Twn01a,222.790,12.000,-1275.950,0.7700,true,true
moving_around_gridania.pcapng,0x50e0f116,pplShopSal_fst0Twn01a_06@0CE00,PopulaceShopSalesman,/Chara/Npc/Populace/Shop/PopulaceShopSalesman,fst0Twn01a,190.300,27.700,-1389.600,1.2000,true,true
moving_around_gridania.pcapng,0x50e0f117,pplStd_fst0Twn01a_1N@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,180.420,25.820,-1400.370,2.7800,true,true
moving_around_gridania.pcapng,0x50e0f118,rtnFurnitu_fst0Twn01a_2T@0CE00,RetainerFurniture,/Chara/Npc/Object/RetainerFurniture,fst0Twn01a,190.950,27.500,-1401.980,-2.7100,true,true
moving_around_gridania.pcapng,0x50e0f11a,pplStd_fst0Twn01a_2n@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,201.500,27.500,-1410.050,1.1100,true,true
moving_around_gridania.pcapng,0x50e0f11b,pplStd_fst0Twn01a_1A@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,179.740,25.820,-1415.510,-1.0700,true,true
moving_around_gridania.pcapng,0x50e0f11e,pplShopSal_fst0Twn01a_0e@0CE00,PopulaceShopSalesman,/Chara/Npc/Populace/Shop/PopulaceShopSalesman,fst0Twn01a,190.200,27.700,-1426.300,1.8900,true,true
moving_around_gridania.pcapng,0x50e0f121,pplShopSal_fst0Twn01a_0e@0CE00,PopulaceShopSalesman,/Chara/Npc/Populace/Shop/PopulaceShopSalesman,fst0Twn01a,190.200,27.700,-1426.300,1.8900,true,true
moving_around_gridania.pcapng,0x50e0f122,pplShopSal_fst0Twn01a_0i@0CE00,PopulaceShopSalesman,/Chara/Npc/Populace/Shop/PopulaceShopSalesman,fst0Twn01a,202.100,28.150,-1430.700,-1.1800,true,true
moving_around_gridania.pcapng,0x50e0f124,pplShopSal_fst0Twn01a_07@0CE00,PopulaceShopSalesman,/Chara/Npc/Populace/Shop/PopulaceShopSalesman,fst0Twn01a,204.210,27.700,-1438.260,-1.5000,true,true
moving_around_gridania.pcapng,0x50e0f125,pplShopSal_fst0Twn01a_09@0CE00,PopulaceShopSalesman,/Chara/Npc/Populace/Shop/PopulaceShopSalesman,fst0Twn01a,196.900,27.700,-1445.800,-1.2000,true,true
moving_around_gridania.pcapng,0x50e0f137,pplStd_fst0Twn01a_1O@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,108.780,20.000,-1467.610,0.0000,true,true
moving_around_gridania.pcapng,0x50e0f139,pplStd_fst0Twn01a_19@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,106.260,20.000,-1472.570,0.0400,true,true
moving_around_gridania.pcapng,0x50e0f13a,pplStd_fst0Twn01a_0o@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,136.010,25.000,-1530.800,-3.1300,true,true
moving_around_gridania.pcapng,0x50e0f13b,pplStd_fst0Twn01a_0q@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,100.790,21.100,-1466.960,-2.1000,true,true
moving_around_gridania.pcapng,0x50e0f13c,doorStd_fst0Twn01a_2Y@0CE00,DoorStandard,/Chara/Npc/MapObj/DoorStandard,fst0Twn01a,136.000,25.000,-1542.000,0.0000,true,true
moving_around_gridania.pcapng,0x50e0f13d,pplStd_fst0Twn01a_2b@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,163.750,25.060,-1558.300,-1.1700,true,true
moving_around_gridania.pcapng,0x50e0f13e,pplStd_fst0Twn01a_0q@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,100.330,20.220,-1482.500,-0.5000,true,true
moving_around_gridania.pcapng,0x50e0f141,pplStd_fst0Twn01a_2s@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,172.800,27.500,-1574.930,-1.9500,true,true
moving_around_gridania.pcapng,0x50e0f142,pplStd_fst0Twn01a_0G@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,179.150,27.500,-1579.220,-1.6600,true,true
moving_around_gridania.pcapng,0x50e0f143,pplStd_fst0Twn01a_0P@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,196.180,27.900,-1582.290,1.5500,true,true
moving_around_gridania.pcapng,0x50e0f144,pplStd_fst0Twn01a_1C@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,203.500,29.500,-1585.410,-1.4900,true,true
moving_around_gridania.pcapng,0x50e0f145,pplStd_fst0Twn01a_1g@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,190.090,27.500,-1595.320,-0.0700,true,true
moving_around_gridania.pcapng,0x50e0f150,pplStd_fst0Twn01a_1B@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,92.740,24.920,-1573.540,1.9700,true,true
moving_around_gridania.pcapng,0x50e0f152,pplStd_fst0Twn01a_1B@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,92.740,24.920,-1573.540,1.9700,true,true
moving_around_gridania.pcapng,0x50e0f15f,pplStd_fst0Twn01a_1B@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,92.740,24.920,-1573.540,1.9700,true,true
moving_around_gridania.pcapng,0x50e0f161,pplStd_fst0Twn01a_1B@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,92.740,24.920,-1573.540,1.9700,true,true
moving_around_gridania.pcapng,0x50e0f178,pplStd_fst0Twn01a_18@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,106.660,22.000,-1483.730,-0.7400,true,true
moving_around_gridania.pcapng,0x50e0f179,pplStd_fst0Twn01a_1a@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,100.330,20.220,-1482.500,-0.5000,true,true
moving_around_gridania.pcapng,0x50e0f17a,pplStd_fst0Twn01a_16@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,93.630,20.000,-1482.870,0.8000,true,true
moving_around_gridania.pcapng,0x50e0f17c,pplStd_fst0Twn01a_19@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,106.260,20.000,-1472.570,0.0400,true,true
moving_around_gridania.pcapng,0x50e0f184,instanceRa_fst0Twn01a_25@0CE00,InstanceRaidGuide,/Chara/Npc/Populace/InstanceRaidGuide/InstanceRaidGuide,fst0Twn01a,16.620,22.240,-1560.960,-2.5300,true,true
moving_around_gridania.pcapng,0x50e0f185,pplStd_fst0Twn01a_1M@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,59.410,28.320,-1656.060,0.3800,true,true
moving_around_gridania.pcapng,0x50e0f188,pplStd_fst0Twn01a_2J@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,2.690,22.130,-1566.290,0.0000,true,true
moving_around_gridania.pcapng,0x50e0f189,pplStd_fst0Twn01a_0U@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,-1.750,21.340,-1597.880,-0.0700,true,true
moving_around_gridania.pcapng,0x50e0f18e,bgKeepout_fst0Twn01a_2F@0CE00,BgKeepout,/Chara/Npc/Object/BgKeepout,fst0Twn01a,63.830,30.980,-1679.510,0.0000,true,true
moving_around_gridania.pcapng,0x50e0f198,pplStd_fst0Twn01a_2I@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,-63.560,18.130,-1565.320,0.0000,true,true
moving_around_gridania.pcapng,0x50e0f199,pplStd_fst0Twn01a_2C@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,-70.850,17.430,-1577.220,0.0000,true,true
moving_around_gridania.pcapng,0x50e0f1a4,pplShopSal_fst0Twn01a_0g@0CE00,PopulaceShopSalesman,/Chara/Npc/Populace/Shop/PopulaceShopSalesman,fst0Twn01a,-61.500,19.000,-1479.400,-1.1000,true,true
