ge_page_title,ge_revision_id,ge_revision_timestamp,removed_before_arr,npc_name,race,clan,gender,occupation,affiliation,zones,locations,map_coords,npc_type,sells,source
Erik,86253,2012-06-01T23:51:05Z,0,Erik,Hyur,Midlander,Male,,Ul'dah,Ul'dah,Merchant Strip,7-3,,,ge-npc-pages
Ermiance,501832,2010-09-06T19:46:08Z,0,Ermiance,Elezen,,Female,,,,Falcon's Nest,,,,ge-npc-pages
Esperaunce,21296,2012-05-26T07:10:24Z,0,Esperaunce,Hyur,Midlander,Male,,Ul'dah,Ul'dah,Eshtaime's Lapidaries,6-6,Instance,,ge-npc-pages
Estrilda,376619,2012-05-04T19:56:16Z,0,Estrilda,Hyur,Midlander,Female,,Limsa Lominsa,Limsa Lominsa,"The Drowning Wench, Mizzenmast Inn, Upper Decks",5-7,,,ge-npc-pages
Etgar (1.0),337045,2012-04-28T22:11:08Z,0,Etgar,Hyur,Midlander,Male,Merchant,Ul'dah,Ul'dah,The Hourglass,6-4,,"{{Sells|Weathered Gladius|600}} {{Sells|Bronze Dagger|2,700}} {{Sells|Bronze Spatha|7,956}} {{Sells|Weathered Hora|636}} {{Sells|Bone Hora|3,180}} {{Sells|Bronze Knuckles|8,665}} {{Sells|Weathered War Axe|840}} {{Sells|Bronze War Axe|4,200}} {{Sells|Bronze Labrys|11,456}} {{Sells|Weathered Shortbow|816}} {{Sells|Maple Shortbow|4,080}} {{Sells|Wrapped Maple Longbow|11,138}} {{Sells|Warped Arrow|2}} {{Sells|Weathered Spear|840}} {{Sells|Bone Harpoon|4,080}} {{Sells|Iron Spear|13,641}} {{Sells|Square Maple Shield|3,300}} {{Sells|Bronze Buckler|11,916}} {{Sells|Weathered Cane|840}} {{Sells|Maple Wand|2,940}} {{Sells|Budding Maple Wand|6,554}} {{Sells|Weathered Scepter|696}} {{Sells|Bone Staff|4,260}} {{Sells|Brass Cudgel|9,900}} {{Sells|Weathered Pickaxe|600}} {{Sells|Plumed Bronze Pickaxe|8,512}} {{Sells|Weathered Sledgehammer|480}} {{Sells|Weathered Hatchet|636}} {{Sells|Iron Hatchet|9,540}} {{Sells|Weathered Scythe|504}} {{Sells|Weathered Fishing Rod|660}} {{Sells|Elm Fishing Rod|9,900}} {{Sells|Weathered Gig|468}} {{Sells|Bloodworm|3}} {{Sells|Weathered Saw|660}} {{Sells|Chocobotail Saw|9,744}} {{Sells|Weathered Cross-pein Hammer|600}} {{Sells|Birdsbeak Hammer|8,512}} {{Sells|Weathered Doming Hammer|624}} {{Sells|Bronze Raising Hammer|8,512}} {{Sells|Weathered Chaser Hammer|636}} {{Sells|Bronze Ornamental Hammer|8,512}} {{Sells|Weathered Head Knife|588}} {{Sells|Brass Head Knife|8,341}} {{Sells|Rusty Needle|432}} {{Sells|Bat Fang Needle|6,236}} {{Sells|Weathered Alembic|612}} {{Sells|Brass Alembic|9,180}} {{Sells|Weathered Skillet|624}} {{Sells|Iron Skillet|9,360}}",ge-npc-pages
Ethelinda,509983,2012-05-20T18:05:53Z,0,Ethelinda,Hyur,Midlanders,Female,Wood Wailer,Gridania,South Shroud,Quarrymill,44-47,,,ge-npc-pages
Eugenaire,501430,2012-05-09T17:05:00Z,0,Eugenaire,Elezen,Duskwight Elezen,Male,,Gridania,Gridania,,5-5,,,ge-npc-pages
Eugennoix (1.x),376695,2012-05-04T03:01:16Z,0,Eugennoix,Elezen,Wildwood Elezen,Male,,Limsa Lominsa,Limsa Lominsa,Aetheryte Plaza,8-6,,,ge-npc-pages
Eustace,474983,2010-11-14T14:50:20Z,0,Eustace,Hyur,Midlander,Male,Local Guildleve Master,Ul'dah,Ul'dah,The Quicksand,6-4,,,ge-npc-pages
Evrardoux,510077,2012-05-20T18:12:41Z,0,Evrardoux,Elezen,Wildwood Elezen,Male,,Gridania,South Shroud,Quarrymill,45-46,,,ge-npc-pages
Eyriguht,58832,2011-08-02T20:27:48Z,0,Eyriguht,Roegadyn,Hellsguard,Male,,,Eastern La Noscea,Wineport,31-18,,,ge-npc-pages
F'abodji,447346,2012-05-06T17:31:33Z,0,F'abodji,Miqo'te,Seekers of the Sun,Female,,Limsa Lominsa,Limsa Lominsa,Lower Decks,6-7,,,ge-npc-pages
F'hobhas,261556,2012-05-08T21:45:15Z,0,F'hobhas,Miqo'te,Seekers of the Sun,Female,Cauldron Carrier,,Central Thanalan,Black Brush,29-20,,,ge-npc-pages
F'lhaminn,473892,2012-06-01T23:34:03Z,0,F'lhaminn,Miqo'te,Seekers of the Sun,Female,Songstress of Ul'dah,Ul'dah,,,,Instance,,ge-npc-pages
F'ongho,285052,2012-05-13T20:00:37Z,0,F'ongho,Miqo'te,Seekers of the Sun,Female,,Limsa Lominsa,Lower La Noscea,Moraby Bay,28-33,,,ge-npc-pages
F'zhumii,376773,2012-08-15T18:40:18Z,0,F'zhumii,Miqo'te,Seekers of the Sun,Female,,Limsa Lominsa,Limsa Lominsa,Bulwark Hall,7-4,,,ge-npc-pages
Fabrellet,470395,2012-03-17T02:20:32Z,0,Fabrellet,Elezen,Duskwight Elezen,Male,Merchant,Ul'dah,Ul'dah,Ruby Road Exchange,6-4,,{{Sells|Weathered War Axe|840}} {{Sells|Round Shield|18000}} {{Sells|Salt Cod|84}} {{Sells|Fish Soup|6502}} {{Sells|La Noscean Orange|120}} {{Sells|Lowland Grapes|34}} {{Sells|Thyme|2009}},ge-npc-pages
Faezbroes,252871,2012-05-01T01:56:49Z,0,Faezbroes,Roegadyn,,Male,Highwind Skyways Representative,Limsa Lominsa,Limsa Lominsa,Airship Landing,1-1,,,ge-npc-pages
Faezghim,148082,2012-05-06T18:19:31Z,0,Faezghim,Roegadyn,Sea Wolves,Male,Merchant,Limsa Lominsa,Armorfitters Ward,Market Wards,1-1,,"{{Sells|Dodoskin Pot Helm|6,027}} {{Sells|Leather Pot Helm|14,397}} {{Sells|Hempen Acton|8,611}} {{Sells|Dodoskin Harness|16,156}} {{Sells|Cotton Tabard|15,590}} {{Sells|Cotton Acton|20,567}} {{Sells|Leather Jacket|26,250}} {{Sells|Bronze Mitt Gauntlets|5,654}} {{Sells|Leather Armguards|9,187}} {{Sells|Iron-plated Jackboots|7,862}}",ge-npc-pages
Fafana,510150,2010-09-10T23:35:44Z,0,Fafana,Lalafell,,Female,,,Mor Dhona,Camp Revenant's Toll,6-10,,,ge-npc-pages
Faine,57295,2011-08-02T17:58:52Z,0,Faine,Elezen,Wildwood Elezen,Female,Botanist,,Western La Noscea,Halfstone,7-20,,,ge-npc-pages
Faire Chaperone (Gridania),41796,2012-03-08T04:46:16Z,0,Faire Chaperone,Hyur,,Male,,,Gridania,,6-5,,,ge-npc-pages
Faire Chaperone (Limsa Lominsa),41874,2012-03-08T04:46:53Z,0,Faire Chaperone,Hyur,,Male,,,Limsa Lominsa,,7-6,,,ge-npc-pages
Faire Chaperone (Ul'dah),41698,2012-03-08T04:45:48Z,0,Faire Chaperone,Hyur,,Male,,,Ul'dah,,5-3,,,ge-npc-pages
Familiar-looking Child,322656,2012-06-01T04:05:49Z,0,Familiar-looking Child,Lalafell,,Male,,Ala Mhigo,Western Thanalan,The Silver Bazaar,13-35,Instance,,ge-npc-pages
Famushi Dumushi,512712,2011-08-01T00:16:33Z,0,Famushi Dumushi,Lalafell,Plainsfolk,Male,,Gridania,North Shroud,Hyrstmill,24-13,,,ge-npc-pages
Faucullien,377007,2011-12-12T18:25:33Z,0,Faucullien,Elezen,Wildwood Elezen,Male,Guild Merchant,Limsa Lominsa,Limsa Lominsa,Fisherman's Bottom,6-6,,,ge-npc-pages
Fawkes,191166,2012-06-23T01:09:30Z,0,Fawkes,,,,Merchant,,Coerthas Eastern Highlands,Camp Crooked Fork,48-9,,"{{Sells|Warped Arrow|2}} {{Sells|Moth Pupa|2}} {{Sells|Lugworm|2}} {{Sells|Mineral Water|60}} {{Sells|Knight's Bread|4,411}} {{Sells|Mustard Eggs|2,227}} {{Sells|Grade 1 Dark Matter|50}} {{Sells|Grade 2 Dark Matter|300}} {{Sells|Grade 3 Dark Matter|700}} {{Sells|Grade 4 Dark Matter|1,500}} {{Sells|Grade 5 Dark Matter|3,500}}",ge-npc-pages
Fenana,241085,2011-10-17T03:03:22Z,0,Fenana,Lalafell,,Male,,,Ul'dah,Merchant Wards,4-4,Cutscene,,ge-npc-pages
Ferdillaix (1.0),377084,2011-07-18T17:44:33Z,0,Ferdillaix,Elezen,,Male,,Limsa Lominsa,Limsa Lominsa,Upper Decks,7-6,,,ge-npc-pages
Ferry Steersman,253587,2012-05-05T16:52:29Z,0,Ferry Steersman,Hyur,Midlander,Male,Ferryman,,Ferry,,1--1,,,ge-npc-pages
Fhlae,37444,2012-03-06T05:52:43Z,0,Fhlae,Hyur,Midlander,Female,Event NPC,Limsa Lominsa,Limsa Lominsa,,7-6,,,ge-npc-pages
Fiachre,474072,2010-10-02T18:10:05Z,0,Fiachre,Hyur,Midlander,Female,,,Western Thanalan,Ferry Docks Western Thanalan,5-26,,,ge-npc-pages
Fickle Beggar,446414,2012-05-04T20:37:17Z,0,Fickle Beggar,Hyur,Midlander,Male,,Limsa Lominsa,Limsa Lominsa,Upper Decks,6-3,,,ge-npc-pages
Fierce-looking Warrior,322576,2012-06-01T04:03:35Z,0,Fierce-looking Warrior,Hyur,Highlander,Male,,Ala Mhigo,Western Thanalan,The Silver Bazaar,13-35,Instance,,ge-npc-pages
Fifilo,484197,2012-04-29T15:25:58Z,0,Fifilo,Lalafell,,Female,Miner,Ul'dah,Ul'dah,Amajina & Sons Mineral Concern,6-6,,,ge-npc-pages
Figgy,37910,2012-03-28T19:46:47Z,0,Figgy,,,,Event NPC,,Ul'dah,,5-3,,,ge-npc-pages
Fineco Romanecco,491470,2012-04-29T03:29:26Z,0,Fineco Romanecco,Lalafell,,Male,,Ul'dah,Ul'dah,The Coliseum,5-5,,,ge-npc-pages
Firmien (1.x),510212,2010-09-10T22:40:03Z,0,Firmien,Elezen,,Male,,,Coerthas Central Lowlands,Camp Ever Lakes,33-35,,,ge-npc-pages
Flame Captain (NPC),346719,2012-06-07T04:45:05Z,0,Flame Captain,Hyur,Highlander,Male,Flame Captain,Ul'dah,Ul'dah,The Fragrant Chamber,1-1,Instance,,ge-npc-pages
Flame Commander Ashdale,365495,2012-06-05T19:21:25Z,0,Ashdale,Hyur,Midlander,Male,Flame Commander,Ul'dah,Eastern Thanalan,Halatali,40-32,,,ge-npc-pages
Flame Commander Bomptond,245549,2012-04-29T02:38:01Z,0,Flame Commander Bomptond,Elezen,Wildwood Elezen,Male,Flame Commander,Ul'dah,Ul'dah,Hall of Flames,1-1,,,ge-npc-pages
Flame Commander Ryder,354666,2012-06-08T22:25:50Z,0,Flame Commander Ryder,Hyur,Midlander,Male,Flame Commander,Ul'dah,Mor Dhona,Jagged Crest Cave,9-13,,,ge-npc-pages
Flame Lieutenant Aubrey,245520,2012-04-29T02:31:11Z,0,Flame Lieutenant Aubrey,Hyur,Highlander,Male,Company Officer,Ul'dah,Ul'dah,Hall of Flames,1-1,,,ge-npc-pages
Flame Lieutenant Lannis,245658,2012-04-29T02:50:38Z,0,Flame Lieutenant Lannis,Hyur,Midlander,Male,Flame Lieutenant,Ul'dah,Ul'dah,Hall of Flames,1-1,,,ge-npc-pages
Flame Private Allen,245739,2012-04-29T03:03:40Z,0,Flame Private Allen,Hyur,Midlander,Male,Flame Private,Ul'dah,Ul'dah,Merchant Strip,5-5,,,ge-npc-pages
Flame Private Covey,246123,2012-04-29T04:19:33Z,0,Flame Private Covey,Hyur,Midlander,Female,Flame Private,Ul'dah,Ul'dah,Merchant Strip,6-6,,,ge-npc-pages
Flame Private Dhavha,354608,2012-06-08T22:21:28Z,0,Flame Private Dhavha,Miqo'te,Keepers of the Moon,Female,Flame Private,Ul'dah,Mor Dhona,Jagged Crest Cave,9-13,,,ge-npc-pages
Flame Private Greave,176067,2012-06-01T22:02:01Z,0,Flame Private Greave,Hyur,Midlander,Male,Flame Private,Ul'dah,Northern Thanalan,Bluefog,27-14,,,ge-npc-pages
Flame Private Hanskalsyn,176016,2012-06-01T22:03:17Z,0,Flame Private Hanskalsyn,Roegadyn,Sea Wolves,Male,Flame Private,Ul'dah,Northern Thanalan,Bluefog,27-14,,,ge-npc-pages
Flame Private Morning,247060,2012-04-29T16:38:50Z,0,Flame Private Morning,Hyur,,Male,Flame Private,Ul'dah,Ul'dah,Scholar's Walk,5-5,,,ge-npc-pages
Flame Private Newton,244434,2012-04-29T17:47:31Z,0,Flame Private Newton,Hyur,Midlander,Male,Flame Private,Ul'dah,Ul'dah,Merchant Strip,5-3,,,ge-npc-pages
Flame Private Nonoku Noku,245608,2012-04-29T02:46:25Z,0,Flame Private Nonoku Noku,Lalafell,,Female,Flame Private,Ul'dah,Ul'dah,Hall of Flames,1-1,,,ge-npc-pages
Flame Private Pakipo Tabkipo,245687,2012-04-29T02:56:05Z,0,Flame Private Pakipo Tabkipo,Lalafell,,Male,Flame Private,Ul'dah,Ul'dah,Hall of Flames,1-1,,,ge-npc-pages
Flame Private Sompt,354556,2012-06-08T22:20:31Z,0,Flame Private Sompt,Elezen,Wildwood Elezen,Male,Flame Private,Ul'dah,Mor Dhona,Jagged Crest Cave,9-13,,,ge-npc-pages
Flame Private Stark,176119,2012-06-01T22:04:58Z,0,Flame Private Stark,Hyur,Midlander,Female,Flame Private,Ul'dah,Northern Thanalan,Bluefog,27-14,,,ge-npc-pages
Flame Private Tanner,244663,2012-04-29T17:47:57Z,0,Flame Private Tanner,Hyur,Midlander,Female,Flame Private,Ul'dah,Ul'dah,Merchant Strip,6-3,,,ge-npc-pages
Flame Private Yar,241640,2012-06-01T23:36:06Z,0,Flame Private Yar,Hyur,,Female,Flame Private,Ul'dah,Ul'dah,Merchant Strip,4-5,,,ge-npc-pages
Flame Sergeant Byrne,102415,2012-05-21T21:25:34Z,0,Flame Sergeant Byrne,Hyur,Highlander,Male,Flame Sergeant,Ul'dah,Nanawa Mines,,6-6,,,ge-npc-pages
Flame Sergeant Cotter,284406,2012-05-12T02:46:08Z,0,Flame Sergeant Cotter,Hyur,Highlander,Male,Flame Sergeant,Ul'dah,Ul'dah,Merchant Strip,7-4,,,ge-npc-pages
Flame Sergeant Dalvag (1.X),102598,2012-05-29T01:06:05Z,0,Flame Sergeant Dalvag,Hyur,Highlander,Male,Flame Sergeant,Ul'dah,Eastern Thanalan,Halatali,42-38,,,ge-npc-pages
Flame Sergeant Fouillel,365561,2012-05-21T22:36:22Z,0,Flame Sergeant Fouillel,Elezen,Wildwood Elezen,Male,Flame Sergeant,Ul'dah,Southern Thanalan,Broken Water,43-40,,,ge-npc-pages
Flame Sergeant Rahz,245463,2012-06-21T04:16:52Z,0,Flame Sergeant Rahz,Miqo'te,Keepers of the Moon,Female,Flame Sergeant,Ul'dah,Ul'dah,Hall of Flames,1-1,,"{{Sells|Dried Prunes|Quantity=10|20 Flame Seals}} {{Sells|Ginger Cookie|Quantity=10|30 Flame Seals}} {{Sells|Kiss of the Morning Meadow|50 Flame Seals}} {{Sells|Blood Drops|Quantity=20|10 Flame Seals}} {{Sells|Dawn Drops|Quantity=10|15 Flame Seals}} {{Sells|Throat Drops|Quantity=5|60 Flame Seals}} {{Sells|Spine Drops|Quantity=5|100 Flame Seals}} {{Sells|Hi-potion of Piety|Quantity=5|50 Flame Seals}} {{Sells|Hi-potion of Vitality|Quantity=5|50 Flame Seals}} {{Sells|Company-issue Expectorant|15 Flame Seals}} {{Sells|Company-issue Tonic|200 Flame Seals}} {{Sells|Company-issue Engineering Manual|200 Flame Seals}} {{Sells|Company-issue Survival Manual|200 Flame Seals}} {{Sells|Grade 1 Dark Matter|Quantity=20|5 Flame Seals}} {{Sells|Grade 2 Dark Matter|Quantity=20|25 Flame Seals}} {{Sells|Grade 3 Dark Matter|Quantity=20|45 Flame Seals}} {{Sells|Grade 4 Dark Matter|Quantity=20|100 Flame Seals}} {{Sells|Grade 5 Dark Matter|Quantity=20|150 Flame Seals}} {{Sells|Iron Throwing Dagger|Quantity=99|85 Flame Seals}} {{Sells|Iron Chakram|Quantity=99|120 Flame Seals}} {{Sells|Iron Francisca|Quantity=99|120 Flame Seals}} {{Sells|Bronze Azagai|Quantity=99|85 Flame Seals}} {{Sells|Bronze Arrow|Quantity=999|25 Flame Seals}} {{Sells|Iron Arrow|Quantity=999|70 Flame Seals}} {{Sells|Steel Arrow|Quantity=999|115 Flame Seals}} {{Sells|Levinstone|Quantity=99|75 Flame Seals}} {{Sells|Firepot|Quantity=99|90 Flame Seals}} {{Sells|Midge Basket|Quantity=20|20 Flame Seals}} {{Sells|Rat Tail|Quantity=20|30 Flame Seals}} {{Sells|Brass Gladius|400 Flame Seals}} {{Sells|Ul'dahn Spatha|1,000 Flame Seals}} {{Sells|Steel Longsword|1,600 Flame Seals}} {{Sells|Cobalt Shamshir|3,200 Flame Seals}} {{Sells|Ul'dahn Scimitar|4,000 Flame Seals}} {{Sells|Elm Velocity Bow|550 Flame Seals}} {{Sells|Ul'dahn Bow|1,000 Flame Seals}} {{Sells|Oak Longbow|1,500 Flame Seals}} {{Sells|Ul'dahn Longbow|4,000 Flame Seals}} {{Sells|Iron Hoplon|450 Flame Seals}} {{Sells|Ul'dahn Shield|1,000 Flame Seals}} {{Sells|Bladed Lantern Shield|1,900 Flame Seals}} {{Sells|Ul'dahn Scutum|4,000 Flame Seals}} {{Sells|Ul'dahn Robe|750 Flame Seals}} {{Sells|Ul'dahn Gown|750 Flame Seals}} {{Sells|Ul'dahn Jerkin|750 Flame Seals}} {{Sells|Ul'dahn Harness|750 Flame Seals}} {{Sells|Silver Ring|900 Flame Seals}} {{Sells|Pearl Ring|1,900 Flame Seals}} {{Sells|Fluorite Choker|950 Flame Seals}} {{Sells|Mythril Gorget|1,500 Flame Seals}} {{Sells|Flame Tracer|Quantity=20|5 Flame Seals}} {{Sells|Ul'dahn Soldier's Cap|1,000 Flame Seals}} {{Sells|Ul'dahn Soldier's Overcoat|1,000 Flame Seals}} {{Sells|Ul'dahn Soldier's Gloves|1,000 Flame Seals}} {{Sells|Ul'dahn Soldier's Boots|1,000 Flame Seals}} {{Sells|Ul'dahn Subligar|1,200 Flame Seals}} {{Sells|Ul'dahn Tights|1,200 Flame Seals}} {{Sells|Ul'dahn Chausses|1,200 Flame Seals}} {{Sells|Ul'dahn Culottes|1,200 Flame Seals}} {{Sells|Ul'dahn Sash|1,200 Flame Seals}} {{Sells|Patriot's Choker|1,000 Flame Seals}} {{Sells|Flame Chocobo Issuance|3,000 Flame Seals}} {{Sells|Ul'dahn Falchion|2,500 Flame Seals}} {{Sells|Ul'dahn Hora|2,500 Flame Seals}} {{Sells|Ul'dahn Bhuj|2,500 Flame Seals}} {{Sells|Ul'dahn Halberd|2,500 Flame Seals}} {{Sells|Ul'dahn Shortbow|2,500 Flame Seals}} {{Sells|Ul'dahn Wand|2,500 Flame Seals}} {{Sells|Ul'dahn Brand|2,500 Flame Seals}} {{Sells|Ul'dahn Round Shield|2,000 Flame Seals}} {{Sells|Company-issue Engineering Manual II|400 Flame Seals}} {{Sells|Company-issue Survival Manual II|400 Flame Seals}} {{Sells|Flame Private's Pot Helm|3,000 Flame Seals}} {{Sells|Flame Private's Shirt|3,000 Flame Seals}} {{Sells|Flame Private's Halfgloves|3,000 Flame Seals}} {{Sells|Flame Private's Sarouel|3,000 Flame Seals}} {{Sells|Flame Private's Crakows|3,000 Flame Seals}} {{Sells|Ul'dahn Aetherpass|3,000 Flame Seals}} {{Sells|Ul'dahn Winglet|4,500 Flame Seals}} {{Sells|Ul'dahn Himantes|4,500 Flame Seals}} {{Sells|Ul'dahn Bardiche|4,500 Flame Seals}} {{Sells|Ul'dahn Guisarme|4,500 Flame Seals}} {{Sells|Ul'dahn Composite Bow|4,500 Flame Seals}} {{Sells|Ul'dahn Crook|4,500 Flame Seals}} {{Sells|Ul'dahn Cudgel|4,500 Flame Seals}} {{Sells|Ul'dahn Hoplon|4,000 Flame Seals}} {{Sells|Flame Sergeant's Pot Helm|5,000 Flame Seals}} {{Sells|Flame Sergeant's Shirt|5,000 Flame Seals}} {{Sells|Flame Sergeant's Halfgloves|5,000 Flame Seals}} {{Sells|Flame Sergeant's Skirt|5,000 Flame Seals}} {{Sells|Flame Sergeant's Sarouel|5,000 Flame Seals}} {{Sells|Flame Sergeant's Thighboots|5,000 Flame Seals}} {{Sells|Flame Sergeant's Crakows|5,000 Flame Seals}} {{Sells|Flame Sergeant's Sash|5,000 Flame Seals}} {{Sells|Flamebringer's Ring|1,000 Flame Seals}} {{Sells|Flamecarrier's Ring|1,000 Flame Seals}} {{Sells|Patriot's Bracelet|1,000 Flame Seals}} {{Sells|Ul'dahn Half Barding|2,000 Flame Seals}} {{Sells|Ul'dahn Barding|3,000 Flame Seals}} {{Sells|Ul'dahn Crested Barding|4,000 Flame Seals}} {{Sells|Flame Sergeant's Targe|5,500 Flame Seals}} {{Sells|Flame Sergeant's Circlet|5,500 Flame Seals}} {{Sells|Flame Sergeant's Tabard|5,500 Flame Seals}} {{Sells|Flame Sergeant's Hose|5,500 Flame Seals}} {{Sells|Flame Sergeant's Mitts|5,500 Flame Seals}} {{Sells|Flame Sergeant's Earrings|5,500 Flame Seals}} {{Sells|Flame Sergeant's Ring|5,500 Flame Seals}} {{Sells|Flame Sergeant's Mask|6,000 Flame Seals}} {{Sells|Flame Sergeant's Beret|6,000 Flame Seals}} {{Sells|Flame Sergeant's Apron|6,000 Flame Seals}} {{Sells|Flame Sergeant's Shortgloves|6,000 Flame Seals}} {{Sells|Flame Sergeant's Jackboots|6,000 Flame Seals}} {{Sells|Flame Sergeant's Choker|6,000 Flame Seals}} {{Sells|Flame Sergeant's Bracelets|6,000 Flame Seals}} {{Sells|Flame Sergeant's Shield|6,500 Flame Seals}} {{Sells|Flame Sergeant's Patas|6,500 Flame Seals}} {{Sells|Flame Sergeant's Axe|6,500 Flame Seals}} {{Sells|Flame Sergeant's Spear|6,500 Flame Seals}} {{Sells|Flame Sergeant's Bow|6,500 Flame Seals}} {{Sells|Flame Sergeant's Radical|6,500 Flame Seals}} {{Sells|Flame Sergeant's Cudgel|6,500 Flame Seals}} {{Sells|On the Properties of Beastmen|25,000 Flame Seals}} {{Sells|Flame Lieutenant's Jamadhars|25,000 Flame Seals}} {{Sells|Flame Lieutenant's Katzbalger|25,000 Flame Seals}} {{Sells|Flame Lieutenant's Axe|25,000 Flame Seals}} {{Sells|Flame Lieutenant's Bow|25,000 Flame Seals}} {{Sells|Flame Lieutenant's Spear|25,000 Flame Seals}} {{Sells|Flame Lieutenant's Cudgel|25,000 Flame Seals}} {{Sells|Flame Lieutenant's Wand|25,000 Flame Seals}} {{Sells|Ul'dahn Officer's Cap|6,000 Flame Seals}} {{Sells|Ul'dahn Officer's Overcoat|6,000 Flame Seals}} {{Sells|Ul'dahn Officer's Gloves|6,000 Flame Seals}} {{Sells|Ul'dahn Officer's Boots|6,000 Flame Seals}}",ge-npc-pages
Flavielle,474403,2011-04-25T01:04:31Z,0,Flavielle,Elezen,Wildwood Elezen,Female,,Gridania,Gridania,Carline Canopy,6-6,,,ge-npc-pages
Flaxio,426286,2012-06-01T23:46:45Z,0,Flaxio,Sylphs,,,,,East Shroud,,,Instance,,ge-npc-pages
Fluffy Moogle,502741,2010-09-22T20:03:28Z,0,Fluffy Moogle,Moogle,,,,,,,,Cutscene,,ge-npc-pages
Foforyo,502377,2010-10-11T18:52:51Z,0,Foforyo,Lalafell,,Male,,Gridania,Gridania,Stillglade Fane,2-1,,,ge-npc-pages
Foinine,496470,2012-06-01T23:39:03Z,0,Foinine,Elezen,Wildwood Elezen,Female,Merchant,Gridania,Gridania,Rosewood Stalls,7-4,,"{{Sells|Rusty Needle|432}} {{Sells|Maple Spinning Wheel|16,896}} {{Sells|Undyed Hempen Cloth|960}} {{Sells|Undyed Cotton Cloth|3,200}} {{Sells|Undyed Velveteen|6,720}} {{Sells|Hempen Yarn|312}} {{Sells|Cotton Yarn|1,242}} {{Sells|Dew Thread|2,772}} {{Sells|Cock Feather|115}} {{Sells|Crow Feather|604}} {{Sells|Dodo Feather|316}} {{Sells|Wildfowl Feather|979}}",ge-npc-pages
Folcard,191092,2012-06-23T01:10:49Z,0,Folcard,,,,Merchant,,Coerthas Eastern Lowlands,Camp Glory,29-52,,"{{Sells|Warped Arrow|2}} {{Sells|Moth Pupa|2}} {{Sells|Lugworm|2}} {{Sells|Mineral Water|60}} {{Sells|Knight's Bread|4,411}} {{Sells|Mustard Eggs|2,227}} {{Sells|Grade 1 Dark Matter|50}} {{Sells|Grade 2 Dark Matter|300}} {{Sells|Grade 3 Dark Matter|700}} {{Sells|Grade 4 Dark Matter|1,500}} {{Sells|Grade 5 Dark Matter|3,500}}",ge-npc-pages
Forchetaix,284897,2012-05-13T19:39:04Z,0,Forchetaix,Elezen,Wildwood Elezen,Male,,Limsa Lominsa,Lower La Noscea,Moraby Bay,28-33,,,ge-npc-pages
Fousquenet (1.0),333196,2012-04-21T18:54:44Z,0,Fousquenet,Elezen,,Male,Merchant,Limsa Lominsa,Limsa Lominsa,West Hawkers' Alley,5-5,,"{{Sells|Moko Grass|145}} {{Sells|Cotton Boll|579}} {{Sells|Flax|2,287}} {{Sells|Beehive Chip|307}} {{Sells|Carnation|1,331}} {{Sells|Mugwort|2009}} {{Sells|Gridanian Chestnut|302}}",ge-npc-pages
Foxe,21900,2012-08-01T12:02:08Z,0,Foxe,,,,,Ishgard,Coerthas Eastern Lowlands,Owl's Nest,63-34,,,ge-npc-pages
Frageorloix,148780,2012-04-29T00:20:32Z,0,{{PAGENAME}},Elezen,Duskwight Elezen,Male,Merchant,Ul'dah,Lower Tailors Row,Merchants Ward,1-1,,"{{Sells|Hempen Coif|546}} {{Sells|Straw Hat|3,600}} {{Sells|Cotton Scarf|4,455}} {{Sells|Dodoskin Skullcap|7,539}} {{Sells|Hempen Dalmatica|780}} {{Sells|Hempen Tunic|780}} {{Sells|Hempen Kurta|780}} {{Sells|Hempen Doublet Vest|11,016}} {{Sells|Cotton Shepherd's Tunic|13,613}}",ge-npc-pages
Frailoise,377168,2011-10-10T16:30:13Z,0,Frailoise,Hyur,Midlanders,Male,,Limsa Lominsa,Limsa Lominsa,The Bismarck,7-3,,,ge-npc-pages
Frances,447729,2011-12-12T18:25:41Z,0,Frances,Hyur,Midlander,Female,Guild Merchant,,Gridania,The Oak Atrium,6-5,,,ge-npc-pages
Francis,502918,2011-03-05T01:29:31Z,0,Francis,Hyur,Midlander,Male,,Gridania,Gridania,Wailing Barracks,8-2,,,ge-npc-pages
Frandelont Raimdelle,169325,2010-07-22T15:13:35Z,0,Frandelont Raimdelle,,,,,,,,,Historical Figure,,ge-npc-pages
Frediswitha,476848,2010-10-19T18:15:12Z,0,Frediswitha,Hyur,Midlander,Female,Quartermaster,Ul'dah,Eastern Thanalan,Camp Drybone,39-25,,,ge-npc-pages
Fretful Farmhand,471115,2010-09-24T16:05:34Z,0,Fretful Farmhand,Hyur,Midlander,Male,,Ul'dah,Ul'dah Opening,Sapphire Avenue Exchange,4-7,Instance,,ge-npc-pages
Fretful Moogle,248328,2012-04-30T00:02:26Z,0,Fretful Moogle,Moogle,,,,,West Shroud,Turning Leaf,41-18,,,ge-npc-pages
Frightened Moogle,248360,2012-04-30T00:03:19Z,0,Frightened Moogle,Moogle,,,,,West Shroud,Turning Leaf,41-18,,,ge-npc-pages
Frilaix,36116,2012-03-05T06:41:03Z,0,Frilaix,Elezen,Duskwight Elezen,Female,Event NPC,Gridania,Gridania,,6-5,,,ge-npc-pages
Friont,380831,2012-01-21T06:06:46Z,0,Friont,Elezen,Duskwight,Female,,Limsa Lominsa,Eastern La Noscea,Camp Bloodshore,36-20,,,ge-npc-pages
