mob_name,ge_page_title,join_pass,client_display_name,mob_range_actor_ids,other_range_actor_ids,client_race_id,client_race_name,client_race_block,client_plural,spawn_container,client_leve,client_quest,client_proper_name,ge_family,removed_before_arr,notorious_monster,level_low,level_high,hp_low,hp_high
Cliffdiver,Cliffdiver,exact,cliffdiver,2201209,1001982,1012,Vulture,,cliffdivers,leve-or-quest,,,0,Vulture,0,,53,,,
Clipper,Clipper,exact,clipper,2107611 2107612 2107623 2107624,,1076,Crab,,clippers,persistent,,,0,Crab,0,,70,79,4333,5173
Cloud Hippocerf,Cloud Hippocerf,exact,cloud hippocerf,2100403 2100404,,1004,Hippogryph,,cloud hippocerfs,persistent,,,0,Hippogryph,0,,46,49,,
Cochineal Cactuar,Cochineal Cactuar,exact,cochineal cactuar,2100903 2100904,,1009,Sabotender,,cochineal cactuars,persistent,,,0,Cactuar,0,,30,39,1188,1524
Cockatrice,Cockatrice (1.x),exact,cockatrice,2102005 2102006 2102012 2202007,,1020,Cockatrice,,cockatrices,persistent | leve-or-quest,All Cracked Up,,0,Cockatrice,0,,45,54,2649,3162
Coiled Adder,Coiled Adder,exact,coiled adder,2280132,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",Coiled Adder,leve-or-quest,Wanted: Coiled Adder,,1,Enemy Humanoid,0,,,,,
Common Cactuar,Common Cactuar,exact,common cactuar,2200901,,1009,Sabotender,,common cactuars,leve-or-quest,,,0,Cactuar,0,,20,32,273,841
Condor,Condor,exact,condor,2101205 2101210 2201206,,1012,Vulture,,condors,persistent | leve-or-quest,,Curious Gorge Goes to the Bazaar,0,Vulture,0,,40,44,1562,1689
Copper Coblyn,Copper Coblyn,exact,copper coblyn,2102101 2102102 2102113 2102114,,1021,Coblyn,,copper coblyns,persistent,,,0,Coblyn,0,,5,14,169,573
Corroded Coblyn,Corroded Coblyn,exact,corroded coblyn,2102127 2102128 2202101,,1021,Coblyn,,corroded coblyns,persistent | leve-or-quest,,,0,Coblyn,0,,1,13,51,625
Corrosive Coblyn,Corrosive Coblyn,exact,corrosive coblyn,2202111,,1021,Coblyn,,corrosive coblyns,leve-or-quest,,,0,Coblyn,0,,20,,682,
Crabfisher,Crabfisher,exact,crabfisher,2204511,,1045,Angler,,crabfishers,leve-or-quest,,,0,Angler,0,,33,33,,
Crapulous Canine,Crapulous Canine,exact,crapulous canine,2201425,,1014,Wolf/Hyena/Hellhound,,crapulous canines,leve-or-quest,,,0,Wolf,0,,30,42,,
Creeping Ivy,Creeping Ivy,exact,creeping ivy,2101003 2101004,,1010,Morbol,,creeping ivies,persistent,,,0,Morbol,0,,75,84,6933,8277
Croft Kalong,Croft Kalong,exact,croft kalong,2204104 2204105 2204106,,1041,Bat,,croft kalongs,leve-or-quest,,,0,Bat,0,,35,39,804,1850
Curious Galago,Curious Galago,exact,curious galago,2100516 2100517 2100518 2200501 2200502,,1005,Opo-opo,,curious galagos,persistent | leve-or-quest,,,0,Opo-opo,0,,15,40,328,1290
Curious Gorge,Curious Gorge (Mob),exact,curious gorge,2289037,1060028,1890,,"named opponents of scripted fights - job-quest champions, coliseum challengers, Grand Company and bandit duel squads; 93 percent of its GE mobs are notorious monsters against a 12 percent baseline, and it sits past a deliberate gap from the 80x faction run",Curious Gorge,leve-or-quest,,Curious Gorge Goes to the Bazaar | Embracing the Beast | How to Quit You,1,Enemy Humanoid,0,Y,55,55,,
Cursed Eye,Cursed Eye,exact,cursed eye,2101711,,1017,Ahriman,,cursed eyes,persistent,,A Knock in the Night,0,Ahriman,0,,35,35,,
Daddy Longlegs,Daddy Longlegs,exact,daddy longlegs,2105513,,1055,Yarzon,,Daddy Longlegs,persistent,,A Time to Kill,1,Yarzon,0,x,42,,"27,489",
Dapper Cadaver,Dapper Cadaver,exact,dapper cadaver,2101815 2101816,,1018,Zombie,,dapper cadavers,persistent,,,0,Fomor,0,,45,45,,
Darkeye Devilet,Darkeye Devilet,exact,darkeye devilet,2202605 2202606,,1026,Imp,,darkeye devilets,leve-or-quest,,,0,Imp,0,,40,68,721,1875
Darkwing Devilet,Darkwing Devilet,exact,darkwing devilet,2202604,,1026,Imp,,darkwing devilets,leve-or-quest,Escape from Cell D72,,0,Imp,0,,35,59,1058,2268
Deadeyes,Deadeyes,exact,deadeyes,2201404,,1014,Wolf/Hyena/Hellhound,,Deadeyes,leve-or-quest,Operation: Shuteye,,1,Wolf,0,,10,60,459,6405
Deathstroke Assassin,Deathstroke Assassin,exact,deathstroke assassin,2180110 2180111 2180112 2180155 2180156 2280115 2280116 2280117,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",Deathstroke assassins,persistent | leve-or-quest,,,1,Enemy Humanoid,0,,20,52,,
Deepground Puk,Deepground Puk,exact,deepground puk,2200103 2200104,,1001,Puk,,deepground puks,leve-or-quest,,,0,Puk,0,,35,59,741,1745
Deepvoid Pikeman,Deepvoid Pikeman,exact,deepvoid pikeman,2101819 2101821,,1018,Zombie,,deepvoid pikemen,persistent,,,0,Fomor,0,,60,,,
Deepvoid Scamp,Deepvoid Scamp,exact,deepvoid scamp,2102612 2102613,,1026,Imp,,deepvoid scamps,persistent,,,0,Imp,0,,60,,,
Deepvoid Sludge,Deepvoid Sludge,exact,deepvoid sludge,2103405 2103406,,1034,Flan,,deepvoid sludges,persistent,,,0,Flan,0,,60,,,
Deepvoid Soul,Deepvoid Soul,exact,deepvoid soul,2104328 2104329,,1043,Ghost,,deepvoid souls,persistent,,,0,Ghost,0,,60,,,
Deepvoid Warrior,Deepvoid Warrior,exact,deepvoid warrior,2101910 2101911,,1019,Wight,,deepvoid warriors,persistent,,,0,Wight,0,,60,,,
Deepvoid Watcher,Deepvoid Watcher,exact,deepvoid watcher,2101714 2101715,,1017,Ahriman,,deepvoid watchers,persistent,,,0,Ahriman,0,,60,,,
Deepvoid Wizard,Deepvoid Wizard,exact,deepvoid wizard,2101820 2101822,,1018,Zombie,,deepvoid wizards,persistent,,,0,Fomor,0,,60,,,
Delta Crab,Delta Crab,exact,delta crab,2207604,,1076,Crab,,delta crabs,leve-or-quest,Crabs in the Cellar,,0,Crab,0,,30,54,549,1423
Desert Peiste,Desert Peiste,exact,desert peiste,2100701 2100702,,1007,Basilisk,,desert peistes,persistent,,,0,Basilisk,0,,45,54,3179,3795
Devilet,Devilet,exact,devilet,2102605 2102606 2102611 2202608,,1026,Imp,,devilets,persistent | leve-or-quest,A Devilet's Best Friend | Ale to the Chief | Corpus Adamance,,0,Imp,0,,40,44,2402,2598
Dew Hare,Dew Hare,exact,dew hare,2104210,,1042,Slug,,dew hares,persistent,,,0,Slug,0,,45,49,4106,4443
Diamond-tooth Hedgemole,Diamond-tooth Hedgemole,exact,diamond-tooth hedgemole,2305701,,1057,Hedgemole,,diamond-tooth hedgemoles,instanced-dungeon,,,0,Mole,0,,52,52,,
Dire Dormouse,Dire Dormouse,exact,dire dormouse,2204012 2204013 2204014 2204015 2204016 2204017,,1040,Rat,,dire dormice,leve-or-quest,,,0,Rodent,0,,35,68,721,1875
Dire Rat,Dire Rat,exact,dire rat,2104004,,1040,Rat,,dire rat,persistent,,,0,Rodent,0,,15,19,1179,1325
Diremite,Diremite,exact,diremite,2101102 2101103 2101114 2101115 2101116 2101120 2201101 2201102,6500025 6500026 6500027 6500028,1011,Crab,,diremites,persistent | leve-or-quest,,,0,Diremite,0,,50,59,2339,2792
Diremite Straggler,Diremite Straggler,exact,diremite straggler,2201115,,1011,Crab,,diremite stragglers,leve-or-quest,,Seeds of Initiative,0,Diremite,0,,35,,,
Dirty Mongrel,Dirty Mongrel,exact,dirty mongrel,2201413,,1014,Wolf/Hyena/Hellhound,,dirty mongrels,leve-or-quest,,,0,Wolf,0,,32,73,1590,2759
Dodo,Dodo (1.x),exact,dodo,2102001 2102002 2102011 2102013 2102014 2102015 2102016 2102017,9020001 9220104 9220202,1020,Cockatrice,,dodos,persistent | leve-or-quest,,,0,Cockatrice,0,,15,24,1179,1533
Dodore,Dodore,exact,dodore,2101710,,1017,Ahriman,,Dodore,persistent,,,1,Ahriman,0,x,60,,32022,
Dodore's Minion,Dodore's Minion,exact,dodore's minion,2101709,,1017,Ahriman,,Dodore's minions,persistent,,,1,Ahriman,0,x,55,,19350,
Doomvoid Guivre,Doomvoid Guivre,exact,doomvoid guivre,2102216,,1022,Drake,,doomvoid guivres,persistent,,,0,Drake,0,,75,79,4781,5173
Dormouse,Dormouse,exact,dormouse,2104014 2104018 2104026 2204021,,1040,Rat,,dormice,persistent | leve-or-quest,What the Devilet Dons,,0,Rodent,0,,40,44,2402,2598
Downcast Hippocerf,Downcast Hippocerf,exact,downcast hippocerf,2200401 2200402,,1004,Hippogryph,,downcast hippocerfs,leve-or-quest,,,0,Hippogryph,0,,30,54,439,1234
Downy Dunstan,Downy Dunstan,exact,downy dunstan,2106017,,1060,Sheep,,Downy Dunstan,persistent,,When Sheep Attack,1,Ram,0,x,42,,17493,
Drake Familiar,Drake Familiar,exact,drake familiar,2202206,6500034,1022,Drake,,drake familiar,leve-or-quest,,,0,Drake,0,,19,,2650,
Dreadwolf,Dreadwolf,exact,dreadwolf,2101403 2201421,,1014,Wolf/Hyena/Hellhound,,dreadwolves,persistent | leve-or-quest,,,0,Wolf,0,,25,29,1421,1597
Dreamtoad,Dreamtoad,exact,dreamtoad,2203101 2203102 2203107,,1031,Gigantoad,,dreamtoads,leve-or-quest,A Toad's Taste | Do Toads Dream,,0,Toad,0,,45,73,1537,3356
Drifting Anemone,Drifting Anemone,exact,drifting anemone,2205404 2205405 2205411,,1054,Jellyfish,,drifting anemones,leve-or-quest,,,0,Aurelia,0,,45,73,1140,2667
Drifting Aurelia,Drifting Aurelia,exact,drifting aurelia,2205402,,1054,Jellyfish,,drifting aurelias,leve-or-quest,,,0,Aurelia,0,,20,48,314,1068
Drifting Dud,Drifting Dud,exact,drifting dud,2101614,,1016,Bomb,,drifting duds,persistent,,,0,Bomb,0,,23,26,497,603
Drunken Dormouse,Drunken Dormouse,exact,drunken dormouse,2204025,,1040,Rat,,drunken dormice,leve-or-quest,,,0,Rodent,0,,30,42,,
Drybone Shrew,Drybone Shrew,exact,drybone shrew,2105707 2105724 2105725 2105726,,1057,Hedgemole,,Drybone shrews,persistent,,,1,Mole,0,,10,14,1121,1260
Dune Bogy,Dune Bogy,exact,dune bogy,2204301 2204303 2204306,,1043,Ghost,,dune bogies,leve-or-quest,,,0,Ghost,0,,,,,
Dusty Devilet,Dusty Devilet,exact,dusty devilet,2202610,,1026,Imp,,dusty devilets,leve-or-quest,,,0,Imp,0,,30,42,,
Dusty Mongrel,Dusty Mongrel,exact,dusty mongrel,2101409,,1014,Wolf/Hyena/Hellhound,,dusty mongrels,persistent,,,0,Wolf,0,,45,49,2385,2580
Dwarf Banemite,Dwarf Banemite,exact,dwarf banemite,2101105,,1011,Crab,,dwarf banemites,persistent,,,0,Diremite,0,,60,64,2847,3081
Dwarf Diremite,Dwarf Diremite,exact,dwarf diremite,2101101,,1011,Crab,,dwarf diremites,persistent,,,0,Diremite,0,,45,49,2120,2293
Earth Elemental,Earth Elemental,exact,earth elemental,2104901 2104902 2104903 2104904 2104905 2104906 2204901 2204902,,1049,Earth Elemental,,earth elementals,persistent | leve-or-quest,,,0,Elemental,0,,30,75,1157,4781
Earthbound Wrath,Earthbound Wrath,exact,earthbound wrath,2204907,1001969,1049,Earth Elemental,,earthbound wrath,leve-or-quest,,,0,Elemental,0,Y,55,,,
Eftstool,Eftstool,exact,eftstool,2305901,1002012,1059,Funguar,,eftstools,instanced-dungeon,,,0,Funguar,0,,55,,,
Elder Longhorn,Elder Longhorn,exact,elder longhorn,2202310,,1023,Aldgoats,,elder longhorns,leve-or-quest,,,0,Aldgoat,0,Y,55,,,
Elder Mosshorn,Elder Mosshorn,exact,elder mosshorn,2102311,,1023,Aldgoats,,elder mosshorns,persistent,,"Mess with the Goat, Get the Horns",0,Aldgoat,0,x,60,,32022,
Elite Bestiarius,Elite Bestiarius,exact,elite bestiarius,2280031 2280047,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",elite bestiarii,leve-or-quest,,,0,Enemy Humanoid,0,,30,50+,,
Elite Eques,Elite Eques,exact,elite eques,2180016 2280067,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",elite equites,persistent | leve-or-quest,,,0,Enemy Humanoid,0,,56,,,
Elite Funditor,Elite Funditor,exact,elite funditor,2280032 2280048,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",elite funditores,leve-or-quest,,,0,Enemy Humanoid,0,x,50+,50+,,
Elite Hoplomachus,Elite Hoplomachus,exact,elite hoplomachus,2180012,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",elite hoplomachi,persistent,,,0,Enemy Humanoid,0,,56,,,
Elite Laquearius,Elite Laquearius,exact,elite laquearius,2180014 2280066,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",elite laquearii,persistent | leve-or-quest,,,0,Enemy Humanoid,0,,56,,,
Elite Medicus,Elite Medicus,exact,elite medicus,2180020 2280069,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",elite medici,persistent | leve-or-quest,,,0,Enemy Humanoid,0,,56,,,
Elite Secutor,Elite Secutor,exact,elite secutor,2180010 2280065,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",elite secutores,persistent | leve-or-quest,,,0,Enemy Humanoid,0,,56,,,
Elite Signifer,Elite Signifer,exact,elite signifer,2180022 2280070,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",elite signiferi,persistent | leve-or-quest,,,0,Enemy Humanoid,0,,56,,,
Elite Speculator,Elite Speculator,exact,elite speculator,2280033 2280049,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",elite speculators,leve-or-quest,,,0,Enemy Humanoid,0,x,50+,50+,,
Elite Triarius,Elite Triarius,exact,elite triarius,2280030 2280046 2280050,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",elite triarii,leve-or-quest,,,0,Enemy Humanoid,0,,30,30,,
Emerald Bee Swarm,Emerald Bee Swarm,exact,emerald bee swarm,2105302,,1053,Swarm,,emerald bee swarms,persistent,,,0,Swarm,0,,10,14,306,688
Emerald Salamander,Emerald Salamander,exact,emerald salamander,2101313 2101314,,1013,Salamander,,emerald salamanders,persistent,,,0,Salamander,0,,75,84,8128,9704
Emperor Apkallu,Emperor Apkallu,exact,emperor apkallu,2102904,,1029,Apkallu,,emperor apkallus,persistent,,,0,Apkallu,0,,65,69,2749,2975
Errant Soul,Errant Soul,exact,errant soul,2104301,,1043,Ghost,,errant souls,persistent,Sly Spirits | Terror in the Pits,,0,Ghost,0,,1,4,433,485
Escaped Goobbue,Escaped Goobbue,exact,escaped goobbue,2203301,,1033,Goobbue,,escaped goobbues,leve-or-quest,,,0,Goobbue,0,x,1,,670,
Estinien Wyrmblood,Estinien Wyrmblood,exact,estinien wyrmblood,2289038,,1890,,"named opponents of scripted fights - job-quest champions, coliseum challengers, Grand Company and bandit duel squads; 93 percent of its GE mobs are notorious monsters against a 12 percent baseline, and it sits past a deliberate gap from the 80x faction run",Estinien Wyrmblood,leve-or-quest,,,1,Enemy Humanoid,0,Yes,,,,
Eurylochus,Eurylochus,exact,eurylochus,2201507,,1015,Boar,,Eurylochus,leve-or-quest,,,1,Boar,0,Y,55,,,
Evenfall Firefly,Evenfall Firefly,exact,evenfall firefly,2205801 2205802 2205803,,1058,Firefly,,evenfall fireflies,leve-or-quest,,,0,Firefly,0,,5,40,202,937
Evil Eye,Evil Eye,exact,evil eye,2101703 2101704,,1017,Ahriman,,evil eyes,persistent,,,0,Ahriman,0,,50,59,3947,4711
Eyetrap,Eyetrap,exact,eyetrap,2102716,,1027,Flytrap,,eyetraps,persistent,,,0,Landtrap,0,,55,59,2258,2443
Fachan,Fachan,exact,fachan,2101712 2201701 2201702 2201703,,1017,Ahriman,,fachan,persistent | leve-or-quest,The All-seeing Eyes,,0,Ahriman,0,,40,68,985,2333
Faerie Funguar,Faerie Funguar,exact,faerie funguar,2105904,,1059,Funguar,,faerie funguars,persistent,,,0,Funguar,0,,15,19,1356,1524
Fallen Archmage,Fallen Archmage,exact,fallen archmage,2101814,,1018,Zombie,,fallen archmages,persistent,,,0,Fomor,0,,75,79,7650,8277
Fallen Captain,Fallen Captain,exact,fallen captain,2101807,,1018,Zombie,,fallen captains,persistent,,,0,Fomor,0,,75,79,7650,8277
Fallen Mage,Fallen Mage,exact,fallen mage,2101810 2101811,,1018,Zombie,,fallen mages,persistent,,,0,Fomor,0,,57,64,5367,6161
Fallen Pikeman,Fallen Pikeman,exact,fallen pikeman,2101805 2101806,,1018,Zombie,,fallen pikemen,persistent,,,0,Fomor,0,,65,74,6284,7501
Fallen Soldier,Fallen Soldier,exact,fallen soldier,2101803 2101804,,1018,Zombie,,fallen soldiers,persistent,,,0,Fomor,0,,55,64,5161,6161
Fallen Wizard,Fallen Wizard,exact,fallen wizard,2101812 2101813,,1018,Zombie,,fallen wizards,persistent,,,0,Fomor,0,,65,74,6284,7501
Fallgourd Funguar,Fallgourd Funguar,exact,fallgourd funguar,2105903,,1059,Funguar,,fallgourd funguars,persistent,,,0,Funguar,0,,10,14,1172,1317
Fat Dodo,Fat Dodo,exact,fat dodo,2102003 2102004,,1020,Cockatrice,,fat dodos,persistent,,,0,Cockatrice,0,,25,34,1578,2054
Fellbite Peiste,Fellbite Peiste,exact,fellbite peiste,2200701,,1007,Basilisk,,fellbite peistes,leve-or-quest,,,0,Basilisk,0,,45,73,1590,3448
Feral Dodo,Feral Dodo,exact,feral dodo,2202003,,1020,Cockatrice,,feral dodos,leve-or-quest,,Best Flower Ever,0,Cockatrice,0,,30,58,549,1540
Feral Watchdog,Feral Watchdog,exact,feral watchdog,2101404 2101424 2101425 2101426,,1014,Wolf/Hyena/Hellhound,,feral watchdog,persistent,,,0,Wolf,0,,30,39,,
Fevered Doe,Fevered Doe,exact,fevered doe,2200302,,1003,Antelope,,fevered does,leve-or-quest,,,0,Antelope,0,,30,54,476,1297
Figgy Pudding,Figgy Pudding,exact,figgy pudding,2203405,,1034,Flan,,figgy puddings,leve-or-quest,,,0,Flan,0,,30,42,,
Fire Bomb,Fire Bomb,exact,fire bomb,2201601,,1016,Bomb,,fire bomb,leve-or-quest,,,0,Bomb,0,,30,54,494,1329
Fire Elemental,Fire Elemental,exact,fire elemental,2104601 2104602 2104603 2104604 2104605 2104606 2204601 2204602,,1046,Fire Elemental,,fire elementals,persistent | leve-or-quest,Secret of the Sewers,Playing with Fire,0,Elemental,0,,30,79,1827,5173
Firebound Wrath,Firebound Wrath,exact,firebound wrath,2204610,1001966,1046,Fire Elemental,,firebound wrath,leve-or-quest,,,0,Elemental,0,Y,55,,,
Firedrake,Firedrake,exact,firedrake,2102205 2102206,,1022,Drake,,firedrakes,persistent,,,0,Drake,0,,60,69,3558,4249
Firefly,Firefly,exact,firefly,2105801 2105805 2205804,,1058,Firefly,,fireflies,persistent | leve-or-quest,,,0,Firefly,0,,5,9,673,785
Firestarter Imp,Firestarter Imp,exact,firestarter imp,2202601 2202602 2202603,1001762,1026,Imp,,firestarter imps,leve-or-quest,,,0,Imp,0,,10,40,276,1009
Flamedrake,Flamedrake,exact,flamedrake,2102203 2102207,,1022,Drake,,flamedrakes,persistent,,,0,Drake,0,,70,74,4333,4688
Flamefist Ahlygg Roh,Flamefist Ahlygg Roh,exact,flamefist ahlygg roh,2162051,,1620,,"a second Amalj'aa roster, named by office and stronghold rather than by job - the Zahar'ak garrison, its clerical titles and the Burned converts; near-disjoint in naming from race 1065, which holds the rest of the Amalj'aa, but overlapping it in both zone and level",Flamefist Ahlygg Roh,persistent,,"Ifrit Bleeds, We Can Kill It",1,Amalj'aa,0,Y,59,59,,
Floating Eye,Floating Eye,exact,floating eye,2101701 2101702,,1017,Ahriman,,floating eyes,persistent,,,0,Ahriman,0,,40,49,3243,3870
Flytrap,Flytrap,exact,flytrap,2102709,,1027,Flytrap,,flytraps,persistent,Fearsome Foliage,,0,Landtrap,0,,40,44,1682,1819
Foraging Doe,Foraging Doe (1.x),exact,foraging doe,2200301 2200303,,1003,Antelope,,foraging does,leve-or-quest,,,0,Antelope,0,,25,68,679,1709
Forest Funguar,Forest Funguar,exact,forest funguar,2105901 2105902 2105917 2105918 2105919,,1059,Funguar,,forest funguars,persistent,Sylph-inflicted Wounds,,0,Funguar,0,,1,9,828,1127
Forest Roseling,Forest Roseling,exact,forest roseling,2202702 2202704,,1027,Flytrap,,forest roselings,leve-or-quest,,,0,Landtrap,0,,10,26,122,399
Forsaken Soul,Forsaken Soul,exact,forsaken soul,2304301,6500036,1043,Ghost,,forsaken souls,instanced-dungeon,,,0,Ghost,0,,52,52,,
Frenzied Aurelia,Frenzied Aurelia,exact,frenzied aurelia,2205403,,1054,Jellyfish,,frenzied aurelias,leve-or-quest,,Shapeless Melody,0,Aurelia,0,,1,,173,
Friar's Lantern,Friar's Lantern,exact,friar's lantern,2109904,,1099,妖火 (仮),,friar's lanterns,persistent,,,0,Wisp,0,,35,39,1693,1876
Frightened Cactuar,Frightened Cactuar,exact,frightened cactuar,2200906,,1009,Sabotender,,frightened cactuars,leve-or-quest,,,0,Cactuar,0,,50,50,,
Frightened Lemur,Frightened Lemur,exact,frightened lemur,2200511,,1005,Opo-opo,,frightened lemurs,leve-or-quest,,,0,Opo-opo,0,,50,,,
Fumbling Funguar,Fumbling Funguar,exact,fumbling funguar,2205902,,1059,Funguar,,fumbling funguars,leve-or-quest,,,0,Funguar,0,,10,31,357,941
Furline Mosstrooper,Furline Mosstrooper,exact,furline mosstrooper,2280158 2280159 2280160 2280161 2280162 2280163,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",Furline mosstroopers,leve-or-quest,,,1,Enemy Humanoid,0,,32,,,
Furryfoot Kupli Kipp,Furryfoot Kupli Kipp,exact,furryfoot kupli kipp,2210403,,1104,モーグリ,,Furryfoot Kupli Kipp,leve-or-quest,,,1,Moogle,0,Yes,50,,,
Gall Gnat,Gall Gnat,exact,gall gnat,2100604,,1006,Gnat,,gall gnats,persistent,,,0,Gnat,0,,45,49,2782,3010
Game Dodo,Game Dodo,exact,game dodo,2202002,,1020,Cockatrice,,game dodos,leve-or-quest,"Fiend in the Flock | Save the Lettuce, Save the World",,0,Cockatrice,0,,20,40,410,1081
Gaoler's Lantern,Gaoler's Lantern,exact,gaoler's lantern,2309901,6500044,1099,妖火 (仮),,gaoler's lanterns,instanced-dungeon,,,0,Wisp,0,,39,39,,
Garuda,Garuda,exact,garuda,2209501 2209502 2209504 2209505 2209516 2209517,1002048,1095,Garuda,,Garuda,leve-or-quest,,A Relic Reborn | In for Garuda Wakening (Gridania) | In for Garuda Wakening (Limsa Lominsa),1,Primal,0,Yes,,,,
Gas Bomb,Gas Bomb,exact,gas bomb,2101604,,1016,Bomb,,gas bombs,persistent,,,0,Bomb,0,,45,49,2385,2580
Ghost Slug,Ghost Slug,exact,ghost slug,2104204,,1042,Slug,,ghost slugs,persistent,,,0,Slug,0,,40,44,3363,3638
Giant Bat,Giant Bat,exact,giant bat,2104105,,1041,Bat,,giant bats,persistent,,,0,Bat,0,,25,29,1263,1420
Giant Crab,Giant Crab,exact,giant crab,2107601 2107620 2107621 2107622,,1076,Crab,,giant crabs,persistent,,Fishing for Answers | Power Struggles,0,Crab,0,,25,29,1578,1774
Giant Gnat,Giant Gnat,exact,giant gnat,2100601 2200606,,1006,Gnat,,giant gnats,persistent | leve-or-quest,,,0,Gnat,0,,32,32,,
Giant Remora,Giant Remora,exact,giant remora,2104514,,1045,Angler,,giant remorae,persistent,,,0,Angler,0,Yes,19,,2695,
Giant Slug,Giant Slug,exact,giant slug,2204201 2204202,,1042,Slug,,giant slugs,leve-or-quest,,,0,Slug,0,,30,54,768,1803
Gigantoad,Gigantoad,exact,gigantoad,2103103 2103104 2103109 2103115 2203103,,1031,Gigantoad,,gigantoads,persistent | leve-or-quest,Great Hoary Toads,,0,Toad,0,,55,64,3709,4428
