client_table,column_index,client_type,rows_populated,distinct_values,field_name,ge_field,confidence,evidence,matching_rows,comparable_rows,match_rate,runner_up,note,top_values
equipment,param:1015016,slot,19,8,Accuracy,,client-named-offset,paramName id 15016 + 1000000,,,,,"consumable on-use effect: 19 carriers, 0 on gear, 0 also carry the flat id; magnitude unit not established, and in the same range as the flat Accuracy bonus on gear",13(6) 11(3) 7(3) 8(2)
equipment,param:1015017,slot,9,5,Evasion,,client-named-offset,paramName id 15017 + 1000000,,,,,"consumable on-use effect: 9 carriers, 0 on gear, 0 also carry the flat id; magnitude unit not established, and in the same range as the flat Evasion bonus on gear",8(2) 6(2) 10(2) 7(2)
equipment,param:1015018,slot,15,8,Attack Power,,client-named-offset,paramName id 15018 + 1000000,,,,,"consumable on-use effect: 15 carriers, 0 on gear, 0 also carry the flat id; magnitude unit not established, and in the same range as the flat Attack Power bonus on gear",11(4) 9(3) 7(2) 22(2)
equipment,param:1015019,slot,15,8,Defense,,client-named-offset,paramName id 15019 + 1000000,,,,,"consumable on-use effect: 15 carriers, 0 on gear, 0 also carry the flat id; magnitude unit not established, and in the same range as the flat Defense bonus on gear",13(4) 11(2) 7(2) 8(2)
equipment,param:1015024,slot,23,8,Attack Magic Potency,,client-named-offset,paramName id 15024 + 1000000,,,,,"consumable on-use effect: 23 carriers, 0 on gear, 0 also carry the flat id; magnitude unit not established, and in the same range as the flat Attack Magic Potency bonus on gear",10(8) 12(4) 8(3) 7(2)
equipment,param:1015025,slot,3,3,Healing Magic Potency,,client-named-offset,paramName id 15025 + 1000000,,,,,"consumable on-use effect: 3 carriers, 0 on gear, 0 also carry the flat id; magnitude unit not established, and in the same range as the flat Healing Magic Potency bonus on gear",24(1) 20(1) 16(1)
equipment,param:1015028,slot,6,5,Magic Accuracy,,client-named-offset,paramName id 15028 + 1000000,,,,,"consumable on-use effect: 6 carriers, 0 on gear, 0 also carry the flat id; magnitude unit not established, and in the same range as the flat Magic Accuracy bonus on gear",7(2) 9(1) 8(1) 11(1)
equipment,param:1015029,slot,16,8,Magic Evasion,,client-named-offset,paramName id 15029 + 1000000,,,,,"consumable on-use effect: 16 carriers, 0 on gear, 0 also carry the flat id; magnitude unit not established, and in the same range as the flat Magic Evasion bonus on gear",6(4) 12(3) 8(3) 7(2)
equipment,param:1015030,slot,7,6,Craftsmanship,,client-named-offset,paramName id 15030 + 1000000,,,,,"consumable on-use effect: 7 carriers, 0 on gear, 0 also carry the flat id; magnitude unit not established, and in the same range as the flat Craftsmanship bonus on gear",18(2) 16(1) 14(1) 12(1)
equipment,param:1015031,slot,6,5,Magic Craftsmanship,,client-named-offset,paramName id 15031 + 1000000,,,,,"consumable on-use effect: 6 carriers, 0 on gear, 0 also carry the flat id; magnitude unit not established, and in the same range as the flat Magic Craftsmanship bonus on gear",12(2) 20(1) 14(1) 16(1)
equipment,param:1015032,slot,16,3,Control,,client-named-offset,paramName id 15032 + 1000000,,,,,"consumable on-use effect: 16 carriers, 0 on gear, 0 also carry the flat id; magnitude unit not established, and in the same range as the flat Control bonus on gear",10(9) 9(4) 8(3)
equipment,param:1015033,slot,9,5,Gathering,,client-named-offset,paramName id 15033 + 1000000,,,,,"consumable on-use effect: 9 carriers, 0 on gear, 0 also carry the flat id; magnitude unit not established, and in the same range as the flat Gathering bonus on gear",16(2) 12(2) 18(2) 14(2)
equipment,param:1015034,slot,13,5,Output,,client-named-offset,paramName id 15034 + 1000000,,,,,"consumable on-use effect: 13 carriers, 0 on gear, 0 also carry the flat id; magnitude unit not established, and in the same range as the flat Output bonus on gear",12(4) 20(3) 16(3) 14(2)
equipment,param:1015035,slot,7,6,Perception,,client-named-offset,paramName id 15035 + 1000000,,,,,"consumable on-use effect: 7 carriers, 0 on gear, 0 also carry the flat id; magnitude unit not established, and in the same range as the flat Perception bonus on gear",18(2) 16(1) 14(1) 11(1)
equipment,param:1015063,slot,247,2,EXP,,client-named-offset,paramName id 15063 + 1000000,,,,,"consumable on-use effect: 247 carriers, 0 on gear, 0 also carry the flat id; percent EXP bonus, 3 on food and 50 on the company-issue manuals",3(243) 50(4)
equipment,param:1016001,slot,12,4,HP Regen,,client-named-offset,paramName id 16001 + 1000000,,,,,"consumable on-use effect: 12 carriers, 0 on gear, 0 also carry the flat id; percent of max HP restored on use",40(7) 20(2) 50(2) 30(1)
equipment,param:1016002,slot,12,3,MP Regen,,client-named-offset,paramName id 16002 + 1000000,,,,,"consumable on-use effect: 12 carriers, 0 on gear, 0 also carry the flat id; percent of max MP restored on use",30(9) 20(2) 40(1)
equipment,hqparam:15001,slot,108,13,HQ bonus: HP,,client-named,"hq slot, xtx_text_paramName id 15001",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,3(21) 4(21) 6(14) 5(12)
equipment,hqparam:15002,slot,71,10,HQ bonus: MP,,client-named,"hq slot, xtx_text_paramName id 15002",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,4(20) 2(15) 3(10) 10(8)
equipment,hqparam:15004,slot,72,5,HQ bonus: Strength,,client-named,"hq slot, xtx_text_paramName id 15004",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(61) 2(6) 3(2) 5(2)
equipment,hqparam:15005,slot,100,5,HQ bonus: Vitality,,client-named,"hq slot, xtx_text_paramName id 15005",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(92) 5(4) 4(2) 2(1)
equipment,hqparam:15006,slot,88,5,HQ bonus: Dexterity,,client-named,"hq slot, xtx_text_paramName id 15006",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(79) 3(3) 2(3) 5(2)
equipment,hqparam:15007,slot,107,4,HQ bonus: Intelligence,,client-named,"hq slot, xtx_text_paramName id 15007",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(103) 2(2) 5(1) 3(1)
equipment,hqparam:15008,slot,114,4,HQ bonus: Mind,,client-named,"hq slot, xtx_text_paramName id 15008",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(106) 2(4) 3(2) 5(2)
equipment,hqparam:15009,slot,76,6,HQ bonus: Piety,,client-named,"hq slot, xtx_text_paramName id 15009",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(71) 5(1) 4(1) 7(1)
equipment,hqparam:15010,slot,3,2,HQ bonus: Fire Resistance,,client-named,"hq slot, xtx_text_paramName id 15010",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(2) 2(1)
equipment,hqparam:15011,slot,3,2,HQ bonus: Ice Resistance,,client-named,"hq slot, xtx_text_paramName id 15011",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(2) 2(1)
equipment,hqparam:15012,slot,3,2,HQ bonus: Wind Resistance,,client-named,"hq slot, xtx_text_paramName id 15012",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(2) 2(1)
equipment,hqparam:15013,slot,3,2,HQ bonus: Earth Resistance,,client-named,"hq slot, xtx_text_paramName id 15013",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(2) 2(1)
equipment,hqparam:15014,slot,3,2,HQ bonus: Lightning Resistance,,client-named,"hq slot, xtx_text_paramName id 15014",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(2) 2(1)
equipment,hqparam:15015,slot,3,2,HQ bonus: Water Resistance,,client-named,"hq slot, xtx_text_paramName id 15015",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(2) 2(1)
equipment,hqparam:15016,slot,72,3,HQ bonus: Accuracy,,client-named,"hq slot, xtx_text_paramName id 15016",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(69) 2(2) 3(1)
equipment,hqparam:15017,slot,80,4,HQ bonus: Evasion,,client-named,"hq slot, xtx_text_paramName id 15017",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(44) 2(34) 3(1) 4(1)
equipment,hqparam:15018,slot,70,6,HQ bonus: Attack Power,,client-named,"hq slot, xtx_text_paramName id 15018",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(61) 15(4) 2(2) 3(1)
equipment,hqparam:15024,slot,43,3,HQ bonus: Attack Magic Potency,,client-named,"hq slot, xtx_text_paramName id 15024",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(37) 2(5) 5(1)
equipment,hqparam:15025,slot,10,3,HQ bonus: Healing Magic Potency,,client-named,"hq slot, xtx_text_paramName id 15025",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,2(5) 1(4) 3(1)
equipment,hqparam:15028,slot,49,4,HQ bonus: Magic Accuracy,,client-named,"hq slot, xtx_text_paramName id 15028",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(35) 2(9) 3(3) 10(2)
equipment,hqparam:15029,slot,33,2,HQ bonus: Magic Evasion,,client-named,"hq slot, xtx_text_paramName id 15029",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(27) 2(6)
equipment,hqparam:15030,slot,102,4,HQ bonus: Craftsmanship,,client-named,"hq slot, xtx_text_paramName id 15030",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(43) 2(29) 3(28) 4(2)
equipment,hqparam:15031,slot,72,6,HQ bonus: Magic Craftsmanship,,client-named,"hq slot, xtx_text_paramName id 15031",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(33) 2(18) 3(7) 4(6)
equipment,hqparam:15032,slot,74,6,HQ bonus: Control,,client-named,"hq slot, xtx_text_paramName id 15032",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(34) 2(20) 3(6) 4(5)
equipment,hqparam:15033,slot,32,5,HQ bonus: Gathering,,client-named,"hq slot, xtx_text_paramName id 15033",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(12) 2(6) 5(5) 3(5)
equipment,hqparam:15034,slot,57,4,HQ bonus: Output,,client-named,"hq slot, xtx_text_paramName id 15034",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(31) 2(13) 3(8) 4(5)
equipment,hqparam:15035,slot,51,5,HQ bonus: Perception,,client-named,"hq slot, xtx_text_paramName id 15035",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(26) 2(8) 3(8) 4(8)
equipment,hqparam:15036,slot,2,2,HQ bonus: Magic Critical Hit Rating,,client-named,"hq slot, xtx_text_paramName id 15036",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,2(1) 3(1)
equipment,hqparam:15037,slot,2,2,HQ bonus: Magic Critical Hit Evasion,,client-named,"hq slot, xtx_text_paramName id 15037",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,2(1) 3(1)
equipment,hqparam:15041,slot,5,1,HQ bonus: Block Rate,,client-named,"hq slot, xtx_text_paramName id 15041",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,2(5)
equipment,hqparam:15043,slot,10,4,HQ bonus: Fire Magic Potency,,client-named,"hq slot, xtx_text_paramName id 15043",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(6) 4(2) 3(1) 5(1)
equipment,hqparam:15044,slot,10,4,HQ bonus: Ice Magic Potency,,client-named,"hq slot, xtx_text_paramName id 15044",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(6) 4(2) 3(1) 5(1)
equipment,hqparam:15045,slot,10,4,HQ bonus: Wind Magic Potency,,client-named,"hq slot, xtx_text_paramName id 15045",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(6) 4(2) 3(1) 5(1)
equipment,hqparam:15046,slot,10,4,HQ bonus: Earth Magic Potency,,client-named,"hq slot, xtx_text_paramName id 15046",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(6) 4(2) 3(1) 5(1)
equipment,hqparam:15047,slot,10,5,HQ bonus: Lightning Magic Potency,,client-named,"hq slot, xtx_text_paramName id 15047",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(5) 4(2) 2(1) 3(1)
equipment,hqparam:15048,slot,10,5,HQ bonus: Water Magic Potency,,client-named,"hq slot, xtx_text_paramName id 15048",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,1(5) 4(2) 2(1) 3(1)
equipment,hqparam:15052,slot,6,4,HQ bonus: Enmity,,client-named,"hq slot, xtx_text_paramName id 15052",,,,,amount the high-quality version adds; GE names the attribute in hq_bonus_attribute but gives no amount,-1(2) 1(2) 5(1) 2(1)
equipment,condparam:15001,slot,9,6,Set bonus: HP,,client-named,"set-bonus slot, xtx_text_paramName id 15001",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",35(3) 30(2) 100(1) 120(1)
equipment,condparam:15002,slot,3,1,Set bonus: MP,,client-named,"set-bonus slot, xtx_text_paramName id 15002",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",70(3)
equipment,condparam:15004,slot,1,1,Set bonus: Strength,,client-named,"set-bonus slot, xtx_text_paramName id 15004",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",7(1)
equipment,condparam:15005,slot,3,2,Set bonus: Vitality,,client-named,"set-bonus slot, xtx_text_paramName id 15005",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",30(2) 40(1)
equipment,condparam:15006,slot,1,1,Set bonus: Dexterity,,client-named,"set-bonus slot, xtx_text_paramName id 15006",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",10(1)
equipment,condparam:15007,slot,7,4,Set bonus: Intelligence,,client-named,"set-bonus slot, xtx_text_paramName id 15007",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",40(2) 7(2) 10(2) 4(1)
equipment,condparam:15008,slot,2,2,Set bonus: Mind,,client-named,"set-bonus slot, xtx_text_paramName id 15008",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",20(1) 7(1)
equipment,condparam:15009,slot,2,2,Set bonus: Piety,,client-named,"set-bonus slot, xtx_text_paramName id 15009",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",35(1) 10(1)
equipment,condparam:15016,slot,10,4,Set bonus: Accuracy,,client-named,"set-bonus slot, xtx_text_paramName id 15016",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",20(4) 30(4) 10(1) 50(1)
equipment,condparam:15018,slot,16,6,Set bonus: Attack Power,,client-named,"set-bonus slot, xtx_text_paramName id 15018",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",30(5) 45(4) 25(3) 10(2)
equipment,condparam:15019,slot,2,2,Set bonus: Defense,,client-named,"set-bonus slot, xtx_text_paramName id 15019",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",70(1) 40(1)
equipment,condparam:15022,slot,6,5,Set bonus: Critical Hit Attack Power,,client-named,"set-bonus slot, xtx_text_paramName id 15022",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",40(2) 75(1) 120(1) 7(1)
equipment,condparam:15024,slot,7,2,Set bonus: Attack Magic Potency,,client-named,"set-bonus slot, xtx_text_paramName id 15024",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",60(6) 25(1)
equipment,condparam:15025,slot,3,2,Set bonus: Healing Magic Potency,,client-named,"set-bonus slot, xtx_text_paramName id 15025",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",9(2) 10(1)
equipment,condparam:15026,slot,1,1,Set bonus: Enhancement Magic Potency,,client-named,"set-bonus slot, xtx_text_paramName id 15026",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",7(1)
equipment,condparam:15028,slot,3,3,Set bonus: Magic Accuracy,,client-named,"set-bonus slot, xtx_text_paramName id 15028",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",43(1) 15(1) 20(1)
equipment,condparam:15030,slot,3,1,Set bonus: Craftsmanship,,client-named,"set-bonus slot, xtx_text_paramName id 15030",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",5(3)
equipment,condparam:15032,slot,3,1,Set bonus: Control,,client-named,"set-bonus slot, xtx_text_paramName id 15032",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",5(3)
equipment,condparam:15036,slot,2,2,Set bonus: Magic Critical Hit Rating,,client-named,"set-bonus slot, xtx_text_paramName id 15036",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",15(1) 30(1)
equipment,condparam:15038,slot,2,1,Set bonus: Magic Critical Hit Potency,,client-named,"set-bonus slot, xtx_text_paramName id 15038",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",15(2)
equipment,condparam:15041,slot,2,2,Set bonus: Block Rate,,client-named,"set-bonus slot, xtx_text_paramName id 15041",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",5(1) 20(1)
equipment,condparam:15043,slot,1,1,Set bonus: Fire Magic Potency,,client-named,"set-bonus slot, xtx_text_paramName id 15043",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",60(1)
equipment,condparam:15044,slot,1,1,Set bonus: Ice Magic Potency,,client-named,"set-bonus slot, xtx_text_paramName id 15044",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",60(1)
equipment,condparam:15046,slot,1,1,Set bonus: Earth Magic Potency,,client-named,"set-bonus slot, xtx_text_paramName id 15046",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",50(1)
equipment,condparam:15052,slot,2,1,Set bonus: Enmity,,client-named,"set-bonus slot, xtx_text_paramName id 15052",,,,,"granted only while the equipment.71/72 condition holds, so it is not a worn stat; GE lists no counterpart",-20(2)
itemData,33,s32,8403,56,wear_durability_points,wear_durability_points,high,numeric,2865,2898,0.9886,,,0(4208) 13900(616) 12510(429) 11120(339)
itemData,35,s32,8403,1126,resale_price_gil,resale_price_gil,high,numeric-dominant,3437,3915,0.8779,,,0(2162) 36(138) 201(125) 840(99)
itemData,36,s32,8403,3631,icon_id,,high,value bands partition by item kind,,,,,"798-82636, set on every one of the 8,403 rows - only an icon is universal, which is what rules out a model id. 2,565 of its 3,631 values are unique to one item; the shared ones group by kind (61346 on all 233 weapon parts, 60747 on the 51 dyes and paints, 60038 on 31 panaceas, 60739 on 1,199 dummy rows, 60000 the fallback). Bands: 00xxx key items, 60xxx misc and consumables plus accessories and ammunition, 70xxx weapons and tools and shields, 80xxx armour. The sharpest single case is 798: all 30 named key items in the 2001000-2001030 block carry it and no other item in the table does",60739(1199) 60000(236) 61346(233) 61352(107)
itemData,40,s32,8403,149,item_category,item_category,high,categorical,5555,5606,0.9909,,,1005(1000) 7016(565) 7021(500) 7027(369)
itemData,41,s32,8403,4,rarity_tier,,high,client value set is exactly the relic list,,,,,"1 ordinary (7,771 items), 2 grand-company and notable gear (517), 3 the artifact tier, 43 primal and Moogle weapons plus 64 job artifact-armour pieces (107), 4 the eight 1.0 relics (Sphairai, Curtana, Bravura, Artemis Bow, Gae Bolg, Holy Shield, Stardust Rod, Thyrus); GE records no rarity",1(7771) 2(517) 3(107) 4(8)
itemData,42,s32,8403,1,,,constant,,,,,,always 0 in 1.23b,0(8403)
itemData,43,s32,8403,2,is_usable_consumable,,high,co-extensive with itemData.63,,,,,1 on exactly the 343 rows where itemData.63 is not -1,0(8060) 1(343)
itemData,44,s32,8403,25,equip_category_group,,high,GE item_category refines it 1:1,,,,,"one value per class's whole kit, coarser than GE's item_category, which is a strict refinement of it: backward purity 1.0000 over 855 joined rows, no GE category ever under two values. 7 is the Archer group (59 bows + 18 arrows), 8 Lancer (58 arms + 6 throwing spears), 41 Fisher (rods, secondary tools, bait, lures), 29-36 and 39-40 one per crafter and gatherer, 10 shields alone. Values 5/6/9/21/24 hold one untranslated arm each - reserved categories 1.23b never shipped",0(7526) 10(85) 3(81) 7(80)
itemData,45,s32,8403,1,,,constant,,,,,,always 0 in 1.23b,0(8403)
itemData,46,s32,8403,2,level_requirement_hard,,high,GE picks required vs optimal level,,,,,"whether the level in itemData.47 is a hard gate or an optimal level. 1 on 1,612 rows. GE splits the same distinction across two fields and never fills both - 0 rows of 5,597 carry required_level and optimal_level together - so which field it fills is the test: 46=1 agrees with required_level being the populated one, and 46=0 with optimal_level, on 5,568 of 5,597 rows (0.9948 against a 0.8081 majority baseline, lift 0.9730). This is the level counterpart of the class bands in itemData.48, and populaceShopSalesman.csv row 226 states the soft case outright: under the optimal level an item can still be equipped, at stats reduced in proportion to the gap. The two gates are independent - 268 rows are hard on level with no class restriction and 640 are hard on class with a soft level. All 29 residuals are GE-side, 7 of them one pattern: the job Souls, where GE records the rank-30 unlock as required_level while itemData.47 is 1",0(6791) 1(1612)
itemData,47,s32,8403,72,optimal_level,optimal_level,high,numeric,1867,1870,0.9984,required_level 0.9935,"colinear GE fields: required_level, required_rank",1(2202) 50(484) 20(289) 41(281)
itemData,48,s32,8403,110,class_affinity,requires_classes,high,value band vs GE suits/favors/requires,1310,1357,0.9654,favors_classes 0.9306,"the class restriction, and the value band says which kind it is - the three renderings populaceShopSalesman.csv rows 223-225 describe. 1001 is all classes with no penalty (GE writes it as suits_classes = All Classes on 1,169 rows, favors_classes = All Classes on 130, and leaves all three blank on 1,971 more); any other 1xxx value is a Favors list, equippable by anyone but at full stats only for the listed classes; a 2xxx value is a Requires list, which cannot be equipped otherwise. 27 1xxx values and 82 2xxx values. The rule holds on 3,504 of the 3,521 joined rows GE annotates, 0.9952; GE cross-check requires_classes 0.9654; colinear GE fields: favors_classes",1001(4999) 2006(160) 2104(145) 2005(143)
itemData,50,float,8403,65,effect_param_a,,low,class-dependent float pair,,,,,"meaning varies by item class, and the two are only a pair on shields: 50 is set on 10 classes (a flat 1 on all food, money and medicine rows, real magnitudes on shields, fractions elsewhere) while 53 is 80 of 85 rows shields. On the 80 shields carrying both, 53 exceeds 50 on 46, equals it on 8 and is lower on 26 - the direction tracks shield type without being fixed by it",0(7913) 1(379) 0.3(7) 0.2(7)
itemData,53,float,8403,59,effect_param_b,,low,class-dependent float pair,,,,,"meaning varies by item class, and the two are only a pair on shields: 50 is set on 10 classes (a flat 1 on all food, money and medicine rows, real magnitudes on shields, fractions elsewhere) while 53 is 80 of 85 rows shields. On the 80 shields carrying both, 53 exceeds 50 on 46, equals it on 8 and is lower on 26 - the direction tracks shield type without being fixed by it",0(8318) 94(4) 22(3) 49(3)
itemData,56,float,8403,1,,,constant,,,,,,always 0 in 1.23b,0(8403)
itemData,59,float,8403,11,duration_seconds,duration_seconds,high,numeric,276,280,0.9857,,,0(8107) 1800(243) 60(15) 30(10)
itemData,61,float,8403,19,recast_seconds,recast_seconds,high,numeric,300,305,0.9836,,,0(8060) 5(269) 240(16) 230(9)
itemData,62,float,8403,1,,,constant,,,,,,always 1 in 1.23b,1(8403)
itemData,63,s8,8403,4,use_effect_kind,,medium,client item class cross-tab,,,,,"1 on 269 rows, 243 of them food; 2 on 73, dominated by medicines and potions; 3 on one row; -1 not a consumable. Reads as the buff family rather than the timing: duration does not track it, since 22 kind-1 rows carry no duration and 40 kind-2 rows do",-1(8060) 1(269) 2(73) 3(1)
itemData,64,s32,8403,9,repair_class,repair_class,medium,categorical,2809,2874,0.9774,,,0(4238) 34(1583) 33(944) 32(571)
itemData,65,s32,8403,18,required_matter_item,materia_catalyst,high,item id of a Catalyst-kind item,254,256,0.9941,,"the matter this item consumes, and it serves two roles that never overlap. On the 3,972 equipment rows it is a Grade 1-5 Dark Matter, the repair material, and the grade is a strict function of the level band in itemData.47: 1-10, 11-20, 21-30, 31-40, 41-50, with no overlap between bands. On the 352 materia rows it is one of the 12 -ized Matter items, the melding catalyst, which is the only side GE documents - so materia_catalyst names the column's minority role and was too narrow a name for it; GE cross-check materia_catalyst 0.9941",0(4079) 10013005(1525) 10013004(823) 10013003(713)
itemData,66,s32,8403,2,is_repairable,,high,co-extensive with itemData.67,,,,,"1 on 4,192 rows, every one of the 4,191 that carry a repair level plus one untranslated row; GE's repair_class is blank on all 2,610 joined rows where this is 0",0(4211) 1(4192)
itemData,67,s32,8403,41,repair_level,repair_level,high,numeric-dominant,690,829,0.8323,,,0(4212) 1(679) 40(381) 38(253)
itemData,68,s32,8403,1,,,constant,,,,,,always 0 in 1.23b,0(8403)
itemData,140,s16,8403,65,materia_row_id,,high,row id into the client's materia.csv,,,,,"nonzero on exactly the 356 materia rows, and it is a key not an enum: materia.csv lists the four grade item ids per row, and 256 of those 260 items carry the matching key. Value 56 is the default for materia with no definition of their own - the 96 items materia.csv never lists, which are 24 lines with no GE page at all, plus Ahriman Gaze, whose row 57 lists its items but carries no parameter. Decoded into materia-decoded.csv and materia-column-map.csv",0(8047) 56(104) 1(4) 2(4)
weapon,92,u16,1161,1,,,constant,,,,,,always 0 in 1.23b,0(1161)
weapon,93,u16,1161,1,,,constant,,,,,,always 0 in 1.23b,0(1161)
weapon,94,u16,1161,45,Craftsmanship,,medium,paramName base-stat id 400,,,,,"base stat of a crafter/gatherer tool, 192 items; within-triple order assumed to follow the id order",0(969) 70(11) 40(9) 9(8)
weapon,95,u16,1161,43,Magic Craftsmanship,,medium,paramName base-stat id 410,,,,,"base stat of a crafter/gatherer tool, 192 items; within-triple order assumed to follow the id order",0(969) 22(11) 48(9) 8(8)
weapon,96,u16,1161,37,Gathering,,medium,paramName base-stat id 500,,,,,"base stat of a crafter/gatherer tool, 75 items; within-triple order assumed to follow the id order",0(1086) 20(6) 69(5) 64(4)
weapon,97,u16,1161,33,Output,,medium,paramName base-stat id 510,,,,,"base stat of a crafter/gatherer tool, 75 items; within-triple order assumed to follow the id order",0(1086) 49(4) 16(3) 36(3)
weapon,98,s8,1161,2,number_of_attacks,number_of_attacks,high,numeric-skew-lift,617,617,1.0000,,skew base 0.9076 lift 1.0000,1(1103) 2(58)
weapon,99,u16,1161,1,,,constant,,,,,,always 0 in 1.23b,0(1161)
weapon,100,u16,1161,1,,,constant,,,,,,always 0 in 1.23b,0(1161)
weapon,101,u16,1161,43,Control,,medium,paramName base-stat id 420,,,,,"base stat of a crafter/gatherer tool, 192 items; within-triple order assumed to follow the id order",0(969) 69(12) 23(9) 7(8)
weapon,102,u16,1161,38,Perception,,medium,paramName base-stat id 520,,,,,"base stat of a crafter/gatherer tool, 75 items; within-triple order assumed to follow the id order",0(1086) 22(5) 24(5) 43(4)
weapon,103,u16,1161,1,,,constant,,,,,,always 0 in 1.23b,0(1161)
weapon,104,u16,1161,1,,,constant,,,,,,always 0 in 1.23b,0(1161)
weapon,105,u16,1161,1,,,constant,,,,,,always 0 in 1.23b,0(1161)
weapon,106,s32,1161,4,,,structural,bonus-slot id (dmgtype),,,,,decoded into the dmgtype:* virtual rows,3(753) 1(199) 4(125) 2(84)
weapon,107,float,1161,1,,,structural,bonus-slot value (dmgtype),,,,,decoded into the dmgtype:* virtual rows,1(1161)
