item_id,item_name_en,client_tables,reason
8012016,Angler's Hat of Dexterity (Blue),_item armor equipment itemData,no-ge-page
8012017,Straw Hat (Black),_item armor equipment itemData,no-ge-page
8012018,Straw Hat (White),_item armor equipment itemData,no-ge-page
8012019,Angler's Hat (Yellow),_item armor equipment itemData,no-ge-page
8012020,Angler's Hat (Blue),_item armor equipment itemData,no-ge-page
8012022,Angler's Hat of Strength (Blue),_item armor equipment itemData,no-ge-page
8012024,Angler's Hat of Dexterity (Yellow),_item armor equipment itemData,no-ge-page
8012309,Linen Deerstalker of Piety (Brown),_item armor equipment itemData,no-ge-page
8012310,Linen Deerstalker of Intelligence (Yellow),_item armor equipment itemData,no-ge-page
8012311,Linen Deerstalker of Dexterity (Blue),_item armor equipment itemData,no-ge-page
8012313,Woolen Deerstalker of Piety (Grey),_item armor equipment itemData,no-ge-page
8012314,Woolen Deerstalker of Intelligence (Red),_item armor equipment itemData,no-ge-page
8012315,Woolen Deerstalker of Dexterity (Black),_item armor equipment itemData,no-ge-page
8012316,Linen Deerstalker (Brown),_item armor equipment itemData,no-ge-page
8012317,Linen Deerstalker (Yellow),_item armor equipment itemData,no-ge-page
8012318,Linen Deerstalker (Blue),_item armor equipment itemData,no-ge-page
8012320,Linen Deerstalker of Piety (Yellow),_item armor equipment itemData,no-ge-page
8012321,Linen Deerstalker of Piety (Blue),_item armor equipment itemData,no-ge-page
8012323,Linen Deerstalker of Intelligence (Brown),_item armor equipment itemData,no-ge-page
8012324,Linen Deerstalker of Intelligence (Blue),_item armor equipment itemData,no-ge-page
8012326,Linen Deerstalker of Dexterity (Brown),_item armor equipment itemData,no-ge-page
8012327,Linen Deerstalker of Dexterity (Yellow),_item armor equipment itemData,no-ge-page
8012328,Woolen Deerstalker (Grey),_item armor equipment itemData,no-ge-page
8012329,Woolen Deerstalker (Red),_item armor equipment itemData,no-ge-page
8012330,Woolen Deerstalker (Black),_item armor equipment itemData,no-ge-page
8012331,Woolen Deerstalker (Purple),_item armor equipment itemData,no-ge-page
8012333,Woolen Deerstalker of Piety (Red),_item armor equipment itemData,no-ge-page
8012334,Woolen Deerstalker of Piety (Black),_item armor equipment itemData,no-ge-page
8012335,Woolen Deerstalker of Piety (Purple),_item armor equipment itemData,no-ge-page
8012337,Woolen Deerstalker of Intelligence (Grey),_item armor equipment itemData,no-ge-page
8012338,Woolen Deerstalker of Intelligence (Black),_item armor equipment itemData,no-ge-page
8012339,Woolen Deerstalker of Intelligence (Purple),_item armor equipment itemData,no-ge-page
8012341,Woolen Deerstalker of Dexterity (Grey),_item armor equipment itemData,no-ge-page
8012342,Woolen Deerstalker of Dexterity (Red),_item armor equipment itemData,no-ge-page
8012343,Woolen Deerstalker of Dexterity (Purple),_item armor equipment itemData,no-ge-page
8012406,Dated Leather Calot (Black),_item armor equipment itemData,no-ge-page
8012407,Dated Leather Calot (Ochre),_item armor equipment itemData,no-ge-page
8012408,Dated Leather Calot (Green),_item armor equipment itemData,no-ge-page
8012409,Dated Leather Calot (Red),_item armor equipment itemData,no-ge-page
8012411,Sheepskin Calot (Brown),_item armor equipment itemData,no-ge-page
8012601,Black Usagi Kabuto,_item armor equipment itemData,no-ge-page
8012602,Silver Usagi Kabuto,_item armor equipment itemData,no-ge-page
8012717,Velveteen Wedge Cap of Crafting (Red),_item armor equipment itemData,no-ge-page
8012718,Velveteen Wedge Cap of Gathering (Yellow),_item armor equipment itemData,no-ge-page
8012720,Linen Wedge Cap of Crafting (Blue),_item armor equipment itemData,no-ge-page
8012721,Linen Wedge Cap of Gathering (Brown),_item armor equipment itemData,no-ge-page
8012722,Velveteen Wedge Cap (Red),_item armor equipment itemData,no-ge-page
8012723,Velveteen Wedge Cap (Yellow),_item armor equipment itemData,no-ge-page
8012725,Velveteen Wedge Cap of Crafting (Yellow),_item armor equipment itemData,no-ge-page
8012727,Velveteen Wedge Cap of Gathering (Red),_item armor equipment itemData,no-ge-page
8012728,Linen Wedge Cap (Blue),_item armor equipment itemData,no-ge-page
8012729,Linen Wedge Cap (Brown),_item armor equipment itemData,no-ge-page
8012730,Linen Wedge Cap (Red),_item armor equipment itemData,no-ge-page
8012731,Linen Wedge Cap (Yellow),_item armor equipment itemData,no-ge-page
8012733,Linen Wedge Cap of Crafting (Brown),_item armor equipment itemData,no-ge-page
8012734,Linen Wedge Cap of Crafting (Red),_item armor equipment itemData,no-ge-page
8012735,Linen Wedge Cap of Crafting (Yellow),_item armor equipment itemData,no-ge-page
8012737,Linen Wedge Cap of Gathering (Blue),_item armor equipment itemData,no-ge-page
8012738,Linen Wedge Cap of Gathering (Red),_item armor equipment itemData,no-ge-page
8012739,Linen Wedge Cap of Gathering (Yellow),_item armor equipment itemData,no-ge-page
8012903,Cobalt Mesail (Red),_item armor equipment itemData,no-ge-page
8012904,Cobalt Mesail (Blue),_item armor equipment itemData,no-ge-page
8013002,Woolen Cavalier's Hat (Purple),_item armor equipment itemData,no-ge-page
8013004,Felt Cavalier's Hat (Brown),_item armor equipment itemData,no-ge-page
8013006,Felt Cavalier's Hat (Green),_item armor equipment itemData,no-ge-page
8013007,Felt Cavalier's Hat (Blue),_item armor equipment itemData,no-ge-page
8013008,Felt Cavalier's Hat (Red),_item armor equipment itemData,no-ge-page
8013102,Dodoskin Skullcap (Black),_item armor equipment itemData,no-ge-page
8013602,Darklight Eyepatch,_item armor equipment itemData,no-ge-page
8013603,Vanya Hat,_item armor equipment itemData,no-ge-page
8013604,Vanya Hat (Yellow),_item armor equipment itemData,no-ge-page
8013605,Vanya Hat (Black),_item armor equipment itemData,no-ge-page
8013606,Vanya Hat (Purple),_item armor equipment itemData,no-ge-page
8013607,Vanya Hat (Red),_item armor equipment itemData,no-ge-page
8030016,Linen Doublet (Blue),_item armor equipment itemData,no-ge-page
8030017,Linen Doublet of Vitality (Blue),_item armor equipment itemData,no-ge-page
8030018,Linen Doublet of Strength (Brown),_item armor equipment itemData,no-ge-page
8030019,Linen Doublet of Dexterity (Yellow),_item armor equipment itemData,no-ge-page
8030021,Woolen Doublet of Vitality (Black),_item armor equipment itemData,no-ge-page
8030022,Woolen Doublet of Strength (Purple),_item armor equipment itemData,no-ge-page
8030023,Woolen Doublet of Dexterity (Red),_item armor equipment itemData,no-ge-page
8030024,Linen Doublet (Brown),_item armor equipment itemData,no-ge-page
8030025,Linen Doublet (Yellow),_item armor equipment itemData,no-ge-page
8030027,Linen Doublet of Vitality (Brown),_item armor equipment itemData,no-ge-page
8030028,Linen Doublet of Vitality (Yellow),_item armor equipment itemData,no-ge-page
8030030,Linen Doublet of Strength (Blue),_item armor equipment itemData,no-ge-page
8030031,Linen Doublet of Strength (Yellow),_item armor equipment itemData,no-ge-page
8030037,Linen Doublet of Dexterity (Blue),_item armor equipment itemData,no-ge-page
8030038,Linen Doublet of Dexterity (Brown),_item armor equipment itemData,no-ge-page
8030039,Woolen Doublet (Black),_item armor equipment itemData,no-ge-page
8030040,Woolen Doublet (Purple),_item armor equipment itemData,no-ge-page
8030041,Woolen Doublet (Red),_item armor equipment itemData,no-ge-page
8030043,Woolen Doublet of Vitality (Purple),_item armor equipment itemData,no-ge-page
8030044,Woolen Doublet of Vitality (Red),_item armor equipment itemData,no-ge-page
8030046,Woolen Doublet of Strength (Black),_item armor equipment itemData,no-ge-page
8030047,Woolen Doublet of Strength (Red),_item armor equipment itemData,no-ge-page
8030049,Woolen Doublet of Dexterity (Black),_item armor equipment itemData,no-ge-page
8030050,Woolen Doublet of Dexterity (Purple),_item armor equipment itemData,no-ge-page
8030110,Steel Cuirass (Blue),_item armor equipment itemData,no-ge-page
8030111,Cobalt Cuirass (Blue),_item armor equipment itemData,no-ge-page
8030114,Cobalt Cuirass (Red),_item armor equipment itemData,no-ge-page
8030115,[en],_item armor equipment itemData,no-english-name
8030116,Darksteel Cuirass,_item armor equipment itemData,no-ge-page
8030117,Darksteel Cuirass (White),_item armor equipment itemData,no-ge-page
8030118,Darksteel Cuirass (Gold),_item armor equipment itemData,no-ge-page
8030119,[en],_item armor equipment itemData,no-english-name
8030221,Linen Robe of the Mind (Red),_item armor equipment itemData,no-ge-page
8030222,Linen Robe of Casting (Blue),_item armor equipment itemData,no-ge-page
8030223,Linen Robe (Red),_item armor equipment itemData,no-ge-page
8030224,Linen Robe (Blue),_item armor equipment itemData,no-ge-page
8030226,Woolen Robe (Purple),_item armor equipment itemData,no-ge-page
8030227,Woolen Robe of Casting (Purple),_item armor equipment itemData,no-ge-page
8030228,Woolen Robe (Grey),_item armor equipment itemData,no-ge-page
8030229,Woolen Robe of the Mind (Grey),_item armor equipment itemData,no-ge-page
8030231,Felt Robe of Casting (Green),_item armor equipment itemData,no-ge-page
8030232,Felt Robe (Green),_item armor equipment itemData,no-ge-page
8030233,Felt Robe of the Mind (Red),_item armor equipment itemData,no-ge-page
8030235,Linen Robe of the Mind (Blue),_item armor equipment itemData,no-ge-page
8030237,Linen Robe of Casting (Red),_item armor equipment itemData,no-ge-page
8030239,Woolen Robe of Casting (Grey),_item armor equipment itemData,no-ge-page
8030241,Woolen Robe of the Mind (Purple),_item armor equipment itemData,no-ge-page
8030242,Felt Robe (Red),_item armor equipment itemData,no-ge-page
8030243,Felt Robe (Blue),_item armor equipment itemData,no-ge-page
8030249,Felt Robe (Brown),_item armor equipment itemData,no-ge-page
8030251,Felt Robe of Casting (Red),_item armor equipment itemData,no-ge-page
8030252,Felt Robe of Casting (Blue),_item armor equipment itemData,no-ge-page
8030253,Felt Robe of Casting (Brown),_item armor equipment itemData,no-ge-page
8030255,Felt Robe of the Mind (Green),_item armor equipment itemData,no-ge-page
8030256,Felt Robe of the Mind (Blue),_item armor equipment itemData,no-ge-page
8030257,Felt Robe of the Mind (Brown),_item armor equipment itemData,no-ge-page
8030321,Steel Chainmail (Yellow),_item armor equipment itemData,no-ge-page
8030322,[en],_item armor equipment itemData,no-english-name
8030323,[en],_item armor equipment itemData,no-english-name
8030324,[en],_item armor equipment itemData,no-english-name
8030325,[en],_item armor equipment itemData,no-english-name
8030326,[en],_item armor equipment itemData,no-english-name
8030327,[en],_item armor equipment itemData,no-english-name
8030328,[en],_item armor equipment itemData,no-english-name
8030329,[en],_item armor equipment itemData,no-english-name
8030330,[en],_item armor equipment itemData,no-english-name
8030331,[en],_item armor equipment itemData,no-english-name
8030332,[en],_item armor equipment itemData,no-english-name
8030333,[en],_item armor equipment itemData,no-english-name
8030334,[en],_item armor equipment itemData,no-english-name
8030335,Felt Tabard,_item armor equipment itemData,no-ge-page
8030336,Felt Tabard (Teal),_item armor equipment itemData,no-ge-page
8030337,Felt Tabard (Blue),_item armor equipment itemData,no-ge-page
8030338,Felt Tabard (Red),_item armor equipment itemData,no-ge-page
8030339,Felt Tabard (Brown),_item armor equipment itemData,no-ge-page
8030340,[en],_item armor equipment itemData,no-english-name
8030341,[en],_item armor equipment itemData,no-english-name
8030342,[en],_item armor equipment itemData,no-english-name
8030343,[en],_item armor equipment itemData,no-english-name
8030344,[en],_item armor equipment itemData,no-english-name
8030345,[en],_item armor equipment itemData,no-english-name
8030346,[en],_item armor equipment itemData,no-english-name
8030347,[en],_item armor equipment itemData,no-english-name
8030348,[en],_item armor equipment itemData,no-english-name
8030415,Hempen Dalmatica (Brown),_item armor equipment itemData,no-ge-page
8030416,Hempen Dalmatica (Red),_item armor equipment itemData,no-ge-page
8030418,Hempen Dalmatica of Casting (Red),_item armor equipment itemData,no-ge-page
8030421,Hempen Dalmatica of Casting (Brown),_item armor equipment itemData,no-ge-page
8030422,Hempen Dalmatica of Toiling (Red),_item armor equipment itemData,no-ge-page
8030424,Cotton Dalmatica of Casting (Yellow),_item armor equipment itemData,no-ge-page
8030425,Cotton Dalmatica of Toiling (Blue),_item armor equipment itemData,no-ge-page
8030426,Hempen Dalmatica of Toiling (Brown),_item armor equipment itemData,no-ge-page
8030427,Cotton Dalmatica (Yellow),_item armor equipment itemData,no-ge-page
8030428,Cotton Dalmatica (Blue),_item armor equipment itemData,no-ge-page
8030430,Cotton Dalmatica of Casting (Blue),_item armor equipment itemData,no-ge-page
8030432,Cotton Dalmatica of Toiling (Yellow),_item armor equipment itemData,no-ge-page
8030433,[en],_item armor equipment itemData,no-english-name
8030434,[en],_item armor equipment itemData,no-english-name
8030435,[en],_item armor equipment itemData,no-english-name
8030436,[en],_item armor equipment itemData,no-english-name
8030437,[en],_item armor equipment itemData,no-english-name
8030438,[en],_item armor equipment itemData,no-english-name
8030439,[en],_item armor equipment itemData,no-english-name
8030440,[en],_item armor equipment itemData,no-english-name
8030441,[en],_item armor equipment itemData,no-english-name
8030442,[en],_item armor equipment itemData,no-english-name
8030443,[en],_item armor equipment itemData,no-english-name
8030444,[en],_item armor equipment itemData,no-english-name
8030446,Weathered Dalmatica (Grey),_item armor equipment itemData,no-ge-page
8030521,Woolen Gown of the Mind (Grey),_item armor equipment itemData,no-ge-page
8030522,Woolen Gown of Vitality (Purple),_item armor equipment itemData,no-ge-page
8030523,Woolen Gown of Intelligence (Black),_item armor equipment itemData,no-ge-page
8030525,Felt Gown of the Mind (Blue),_item armor equipment itemData,no-ge-page
8030526,Felt Gown of Vitality (Red),_item armor equipment itemData,no-ge-page
8030527,Felt Gown of Intelligence (Brown),_item armor equipment itemData,no-ge-page
8030528,Woolen Gown (Grey),_item armor equipment itemData,no-ge-page
8030529,Woolen Gown (Purple),_item armor equipment itemData,no-ge-page
8030530,Woolen Gown (Black),_item armor equipment itemData,no-ge-page
8030532,Woolen Gown of the Mind (Purple),_item armor equipment itemData,no-ge-page
8030533,Woolen Gown of the Mind (Black),_item armor equipment itemData,no-ge-page
8030535,Woolen Gown of Vitality (Grey),_item armor equipment itemData,no-ge-page
8030536,Woolen Gown of Vitality (Black),_item armor equipment itemData,no-ge-page
8030538,Woolen Gown of Intelligence (Grey),_item armor equipment itemData,no-ge-page
8030539,Woolen Gown of Intelligence (Purple),_item armor equipment itemData,no-ge-page
8030540,Felt Gown (Blue),_item armor equipment itemData,no-ge-page
8030541,Felt Gown (Red),_item armor equipment itemData,no-ge-page
8030542,Felt Gown (Brown),_item armor equipment itemData,no-ge-page
8030543,Felt Gown (Green),_item armor equipment itemData,no-ge-page
8030545,Felt Gown of the Mind (Red),_item armor equipment itemData,no-ge-page
8030546,Weathered Gown (Grey),_item armor equipment itemData,no-ge-page
8030547,Weathered Gown (Beige),_item armor equipment itemData,no-ge-page
8030549,Felt Gown of the Mind (Brown),_item armor equipment itemData,no-ge-page
8030550,Felt Gown of the Mind (Green),_item armor equipment itemData,no-ge-page
8030552,Felt Gown of Vitality (Blue),_item armor equipment itemData,no-ge-page
8030553,Felt Gown of Vitality (Brown),_item armor equipment itemData,no-ge-page
8030554,Felt Gown of Vitality (Green),_item armor equipment itemData,no-ge-page
8030556,Felt Gown of Intelligence (Blue),_item armor equipment itemData,no-ge-page
8030557,Felt Gown of Intelligence (Red),_item armor equipment itemData,no-ge-page
8030558,Felt Gown of Intelligence (Green),_item armor equipment itemData,no-ge-page
8030622,Ranger's Tunic (Red),_item armor equipment itemData,no-ge-page
8030624,Rainmaker's Tunic (Blue),_item armor equipment itemData,no-ge-page
8030718,Velveteen Shirt of Slaying (Yellow),_item armor equipment itemData,no-ge-page
8030719,Velveteen Shirt of Invoking (Green),_item armor equipment itemData,no-ge-page
8030721,Linen Shirt of Slaying (Yellow),_item armor equipment itemData,no-ge-page
8030722,Linen Shirt of Invoking (Blue),_item armor equipment itemData,no-ge-page
8030724,Woolen Shirt of Invoking (Purple),_item armor equipment itemData,no-ge-page
8030726,Velveteen Shirt (Yellow),_item armor equipment itemData,no-ge-page
8030727,Velveteen Shirt (Green),_item armor equipment itemData,no-ge-page
8030729,Velveteen Shirt of Slaying (Green),_item armor equipment itemData,no-ge-page
8030731,Velveteen Shirt of Invoking (Yellow),_item armor equipment itemData,no-ge-page
8030732,Linen Shirt (Yellow),_item armor equipment itemData,no-ge-page
8030733,Linen Shirt (Blue),_item armor equipment itemData,no-ge-page
8030735,Linen Shirt of Slaying (Blue),_item armor equipment itemData,no-ge-page
8030737,Linen Shirt of Invoking (Yellow),_item armor equipment itemData,no-ge-page
8030738,Woolen Shirt (Purple),_item armor equipment itemData,no-ge-page
8030739,Woolen Shirt (Red),_item armor equipment itemData,no-ge-page
8030740,Woolen Shirt (Grey),_item armor equipment itemData,no-ge-page
8030742,Woolen Shirt of Invoking (Red),_item armor equipment itemData,no-ge-page
8030743,Woolen Shirt of Invoking (Grey),_item armor equipment itemData,no-ge-page
8030820,Hempen Acton (Grey),_item armor equipment itemData,no-ge-page
8030822,Cotton Acton (Brown),_item armor equipment itemData,no-ge-page
8030921,Leather Jacket (Green),_item armor equipment itemData,no-ge-page
8030923,Toadskin Jacket (Black),_item armor equipment itemData,no-ge-page
8031023,Boarskin Jerkin of Vitality (Red),_item armor equipment itemData,no-ge-page
8031024,Boarskin Jerkin of Strength (Grey),_item armor equipment itemData,no-ge-page
8031025,Boarskin Jerkin of Dexterity (Black),_item armor equipment itemData,no-ge-page
8031027,Raptorskin Jerkin of Vitality (Red),_item armor equipment itemData,no-ge-page
8031028,Raptorskin Jerkin of Strength (Green),_item armor equipment itemData,no-ge-page
8031029,Raptorskin Jerkin of Dexterity (Blue),_item armor equipment itemData,no-ge-page
8031030,Boarskin Jerkin (Red),_item armor equipment itemData,no-ge-page
8031031,Boarskin Jerkin (Grey),_item armor equipment itemData,no-ge-page
8031032,Boarskin Jerkin (Black),_item armor equipment itemData,no-ge-page
8031034,Boarskin Jerkin of Vitality (Grey),_item armor equipment itemData,no-ge-page
8031035,Boarskin Jerkin of Vitality (Black),_item armor equipment itemData,no-ge-page
8031037,Boarskin Jerkin of Strength (Red),_item armor equipment itemData,no-ge-page
8031038,Boarskin Jerkin of Strength (Black),_item armor equipment itemData,no-ge-page
8031040,Boarskin Jerkin of Dexterity (Red),_item armor equipment itemData,no-ge-page
8031041,Boarskin Jerkin of Dexterity (Grey),_item armor equipment itemData,no-ge-page
8031042,Raptorskin Jerkin (Red),_item armor equipment itemData,no-ge-page
8031043,Raptorskin Jerkin (Green),_item armor equipment itemData,no-ge-page
8031044,Raptorskin Jerkin (Blue),_item armor equipment itemData,no-ge-page
8031045,Raptorskin Jerkin (Brown),_item armor equipment itemData,no-ge-page
8031047,Raptorskin Jerkin of Vitality (Green),_item armor equipment itemData,no-ge-page
8031048,Raptorskin Jerkin of Vitality (Blue),_item armor equipment itemData,no-ge-page
8031049,Raptorskin Jerkin of Vitality (Brown),_item armor equipment itemData,no-ge-page
8031051,Raptorskin Jerkin of Strength (Red),_item armor equipment itemData,no-ge-page
8031052,Raptorskin Jerkin of Strength (Blue),_item armor equipment itemData,no-ge-page
8031053,Raptorskin Jerkin of Strength (Brown),_item armor equipment itemData,no-ge-page
8031055,Raptorskin Jerkin of Dexterity (Red),_item armor equipment itemData,no-ge-page
8031056,Raptorskin Jerkin of Dexterity (Green),_item armor equipment itemData,no-ge-page
8031057,Raptorskin Jerkin of Dexterity (Brown),_item armor equipment itemData,no-ge-page
8031122,Cotton Tabard (Green),_item armor equipment itemData,no-ge-page
8031225,Hempen Doublet Vest of Gathering (Grey),_item armor equipment itemData,no-ge-page
8031226,Hempen Doublet Vest of Crafting (Brown),_item armor equipment itemData,no-ge-page
8031228,Cotton Doublet Vest of Gathering (Brown),_item armor equipment itemData,no-ge-page
8031229,Cotton Doublet Vest of Crafting (Yellow),_item armor equipment itemData,no-ge-page
8031231,Velveteen Doublet Vest of Gathering (Green),_item armor equipment itemData,no-ge-page
8031232,Velveteen Doublet Vest of Crafting (Black),_item armor equipment itemData,no-ge-page
8031233,Hempen Doublet Vest (Grey),_item armor equipment itemData,no-ge-page
8031234,Hempen Doublet Vest (Brown),_item armor equipment itemData,no-ge-page
8031236,Hempen Doublet Vest of Gathering (Brown),_item armor equipment itemData,no-ge-page
8031238,Hempen Doublet Vest of Crafting (Grey),_item armor equipment itemData,no-ge-page
8031239,Cotton Doublet Vest (Brown),_item armor equipment itemData,no-ge-page
8031240,Cotton Doublet Vest (Yellow),_item armor equipment itemData,no-ge-page
8031242,Cotton Doublet Vest of Gathering (Yellow),_item armor equipment itemData,no-ge-page
8031244,Cotton Doublet Vest of Crafting (Brown),_item armor equipment itemData,no-ge-page
8031245,Velveteen Doublet Vest (Green),_item armor equipment itemData,no-ge-page
8031246,Velveteen Doublet Vest (Black),_item armor equipment itemData,no-ge-page
8031248,Velveteen Doublet Vest of Gathering (Black),_item armor equipment itemData,no-ge-page
8031250,Velveteen Doublet Vest of Crafting (Green),_item armor equipment itemData,no-ge-page
8031316,Hempen Tunic (Brown),_item armor equipment itemData,no-ge-page
8031418,Cotton Halfrobe (Green),_item armor equipment itemData,no-ge-page
8031420,Velveteen Robe (Black),_item armor equipment itemData,no-ge-page
8031515,Dodoskin Harness (Grey),_item armor equipment itemData,no-ge-page
8031517,Boarskin Harness (Blue),_item armor equipment itemData,no-ge-page
8031519,Peisteskin Harness (Black),_item armor equipment itemData,no-ge-page
8031521,Raptorskin Harness (Blue),_item armor equipment itemData,no-ge-page
8031522,Raptorskin Harness (White),_item armor equipment itemData,no-ge-page
8031523,Raptorskin Harness (Red),_item armor equipment itemData,no-ge-page
8031611,Horn Scale Mail (White),_item armor equipment itemData,no-ge-page
8031613,Tortoiseshell Scale Mail (White),_item armor equipment itemData,no-ge-page
8031721,Mythril Haubergeon (Black),_item armor equipment itemData,no-ge-page
8031723,Cobalt Haubergeon (Red),_item armor equipment itemData,no-ge-page
8031823,Linen Cowl (Brown),_item armor equipment itemData,no-ge-page
8031824,Linen Cowl (Yellow),_item armor equipment itemData,no-ge-page
8031826,Woolen Cowl (Black),_item armor equipment itemData,no-ge-page
8031827,Woolen Cowl (Red),_item armor equipment itemData,no-ge-page
8031828,Woolen Cowl (Grey),_item armor equipment itemData,no-ge-page
8031916,Cotton Shepherd's Tunic (Green),_item armor equipment itemData,no-ge-page
8031917,Cotton Shepherd's Tunic (Yellow),_item armor equipment itemData,no-ge-page
8032010,Linen Smock of the Mind (Brown),_item armor equipment itemData,no-ge-page
8032011,Linen Smock of Piety (Yellow),_item armor equipment itemData,no-ge-page
8032012,Linen Smock of Piety (Blue),_item armor equipment itemData,no-ge-page
8032014,Woolen Smock of the Mind (Grey),_item armor equipment itemData,no-ge-page
8032015,Woolen Smock of Piety (Red),_item armor equipment itemData,no-ge-page
8032016,Woolen Smock of Piety (Black),_item armor equipment itemData,no-ge-page
8032017,Linen Smock (Brown),_item armor equipment itemData,no-ge-page
8032018,Linen Smock (Yellow),_item armor equipment itemData,no-ge-page
8032019,Linen Smock (Blue),_item armor equipment itemData,no-ge-page
8032021,Linen Smock of the Mind (Yellow),_item armor equipment itemData,no-ge-page
8032022,Linen Smock of the Mind (Blue),_item armor equipment itemData,no-ge-page
8032024,Linen Smock of Piety (Brown),_item armor equipment itemData,no-ge-page
8032025,Woolen Smock (Grey),_item armor equipment itemData,no-ge-page
8032026,Woolen Smock (Red),_item armor equipment itemData,no-ge-page
8032027,Woolen Smock (Black),_item armor equipment itemData,no-ge-page
8032028,Woolen Smock (Purple),_item armor equipment itemData,no-ge-page
8032030,Woolen Smock of the Mind (Red),_item armor equipment itemData,no-ge-page
8032031,Woolen Smock of the Mind (Black),_item armor equipment itemData,no-ge-page
8032032,Woolen Smock of the Mind (Purple),_item armor equipment itemData,no-ge-page
8032034,Woolen Smock of Piety (Grey),_item armor equipment itemData,no-ge-page
8032035,Woolen Smock of Piety (Purple),_item armor equipment itemData,no-ge-page
8032222,Velveteen Coatee of Crafting (Red),_item armor equipment itemData,no-ge-page
8032223,Velveteen Coatee of Gathering (Yellow),_item armor equipment itemData,no-ge-page
8032225,Linen Coatee of Crafting (Blue),_item armor equipment itemData,no-ge-page
8032226,Linen Coatee of Gathering (Brown),_item armor equipment itemData,no-ge-page
8032227,Velveteen Coatee (Red),_item armor equipment itemData,no-ge-page
8032228,Velveteen Coatee (Yellow),_item armor equipment itemData,no-ge-page
8032230,Velveteen Coatee of Crafting (Yellow),_item armor equipment itemData,no-ge-page
8032232,Velveteen Coatee of Gathering (Red),_item armor equipment itemData,no-ge-page
8032233,Linen Coatee (Blue),_item armor equipment itemData,no-ge-page
8032234,Linen Coatee (Brown),_item armor equipment itemData,no-ge-page
8032235,Linen Coatee (Red),_item armor equipment itemData,no-ge-page
8032236,Linen Coatee (Yellow),_item armor equipment itemData,no-ge-page
8032238,Linen Coatee of Crafting (Brown),_item armor equipment itemData,no-ge-page
8032239,Linen Coatee of Crafting (Red),_item armor equipment itemData,no-ge-page
8032240,Linen Coatee of Crafting (Yellow),_item armor equipment itemData,no-ge-page
8032242,Linen Coatee of Gathering (Blue),_item armor equipment itemData,no-ge-page
8032243,Linen Coatee of Gathering (Red),_item armor equipment itemData,no-ge-page
8032244,Linen Coatee of Gathering (Yellow),_item armor equipment itemData,no-ge-page
8032304,Woolen Bliaud (Purple),_item armor equipment itemData,no-ge-page
8032306,Felt Bliaud (Brown),_item armor equipment itemData,no-ge-page
8032308,Felt Bliaud (Green),_item armor equipment itemData,no-ge-page
8032309,Felt Bliaud (Blue),_item armor equipment itemData,no-ge-page
8032310,Felt Bliaud (Red),_item armor equipment itemData,no-ge-page
8032502,Hempen Kurta (Grey),_item armor equipment itemData,no-ge-page
8032803,Darklight Corselet,_item armor equipment itemData,no-ge-page
8032804,Darklight Cowl,_item armor equipment itemData,no-ge-page
8032806,Heavy Darksteel Armor (White),_item armor equipment itemData,no-ge-page
8032807,Heavy Darksteel Armor (Red),_item armor equipment itemData,no-ge-page
8032808,Heavy Darksteel Armor (Green),_item armor equipment itemData,no-ge-page
8032809,Heavy Darksteel Armor (Blue),_item armor equipment itemData,no-ge-page
8032811,Gryphonskin Jerkin (White),_item armor equipment itemData,no-ge-page
8032812,Gryphonskin Jerkin (Black),_item armor equipment itemData,no-ge-page
8032813,Gryphonskin Jerkin (Red),_item armor equipment itemData,no-ge-page
8032814,Gryphonskin Jerkin (Yellow),_item armor equipment itemData,no-ge-page
8032815,Vanya Robe,_item armor equipment itemData,no-ge-page
8032816,Vanya Robe (Yellow),_item armor equipment itemData,no-ge-page
8032817,Vanya Robe (Black),_item armor equipment itemData,no-ge-page
8032818,Vanya Robe (Purple),_item armor equipment itemData,no-ge-page
8032819,Vanya Robe (Red),_item armor equipment itemData,no-ge-page
8040016,Hempen Undershirt (Brown),_item armor equipment itemData,no-ge-page
8040018,Hempen Undershirt (Grey),_item armor equipment itemData,no-ge-page
8040019,Hempen Undershirt (Beige),_item armor equipment itemData,no-ge-page
8040020,Hempen Breastcloth (Brown),_item armor equipment itemData,no-ge-page
8040022,Hempen Breastcloth (Grey),_item armor equipment itemData,no-ge-page
8040023,Hempen Breastcloth (Beige),_item armor equipment itemData,no-ge-page
8040024,Hempen Chestband (Brown),_item armor equipment itemData,no-ge-page
8040026,Hempen Chestband (Grey),_item armor equipment itemData,no-ge-page
8040027,Hempen Chestband (Beige),_item armor equipment itemData,no-ge-page
8040028,Hempen Undersleeves (Brown),_item armor equipment itemData,no-ge-page
8040030,Hempen Undersleeves (Grey),_item armor equipment itemData,no-ge-page
8040031,Hempen Undersleeves (Beige),_item armor equipment itemData,no-ge-page
8040032,Hempen Bodice (Brown),_item armor equipment itemData,no-ge-page
8040034,Hempen Bodice (Grey),_item armor equipment itemData,no-ge-page
8040035,Hempen Bodice (Beige),_item armor equipment itemData,no-ge-page
8040036,Hempen Camise (Brown),_item armor equipment itemData,no-ge-page
8040038,Hempen Camise (Grey),_item armor equipment itemData,no-ge-page
8040039,Hempen Camise (Beige),_item armor equipment itemData,no-ge-page
8040040,Hempen Camisole (Brown),_item armor equipment itemData,no-ge-page
8040042,Hempen Camisole (Grey),_item armor equipment itemData,no-ge-page
