client_display_name,client_race_id,client_race_name,actor_ids,name_relation,documented_siblings,id_neighbors,bracket_basis,race_run_position,spawn_container,leve_basis,client_leve,client_quest,leve_candidates,leve_one_sided,band_level_floor,band_zone_hint,level_bracket_low,level_bracket_high,zone_candidates
imperial guy,1070,Imperial,2207003,sibling-prefix,,VIIth Legion Centurion | Imperial Pilus Prior,flanked,0.3333,leve-or-quest,below-band-low,,,,Imperial Invasion,,,52,57,Castrum Novum | Central Shroud | Central Thanalan
impstool,1059,Funguar,2105908,race-documented,,Toadstool | Screecher,flanked,0.2500,persistent,,,,,,,,50,55,Central Shroud | Coerthas Central Highlands | Mor Dhona
isle nettle,1054,Jellyfish,2105416,race-documented,,Cassiopeia | Jellyfish,flanked,0.5556,persistent,,,,,,,,10,20,Cassiopeia Hollow | Eastern La Noscea | Lower La Noscea
ixali boldwing,1064,Ixal,2106441 2106442 2106443,sibling-prefix,,Ixali Boundwing | Ixali Bravewing,flanked,0.3604,persistent,,,,,,,,20,53,Coerthas Central Highlands | South Shroud
ixali bombardier,1064,Ixal,2206403,sibling-prefix,,Ixali Bravo | Ixali Bravo,flanked,0.6757,leve-or-quest,flanked,"Operation: Up, Up, and Away",,Operation: Frame Work | Operation: Scar and Defeather,,,,45,45,Coerthas Central Highlands | East Shroud
ixali cloudwalker,1064,Ixal,2206411,sibling-prefix,,Ixali Bravo | Ixali Scout,flanked,0.7477,leve-or-quest,flanked,,,Doing It the Bard Way | Operation: Frame Work | Operation: Scar and Defeather,,,,45,52,Coerthas Central Highlands | East Shroud | North Shroud
ixali duelist,1064,Ixal,2106403 2106404 2106405 2106406 2106407,sibling-prefix,,Ixali Fencer | Ixali Fencer,flanked,0.0180,persistent,,,,,,,,40,40,North Shroud
ixali fatecaller,1064,Ixal,2106420 2106421 2106422,sibling-prefix,,Ixali Fogcaller | Ixali Squire,flanked,0.1712,persistent,,,,,,,,20,53,Coerthas Central Highlands | South Shroud | The Battle for Hyrstmill
ixali gladiator,1064,Ixal,2106402,sibling-prefix,,Ixali Fencer | Ixali Fencer,flanked,0.0090,persistent,,,,,,,,40,40,North Shroud
ixali limbcutter,1064,Ixal,2206409,sibling-prefix,,Ixali Bravo | Ixali Scout,flanked,0.7297,leve-or-quest,flanked,,,Doing It the Bard Way | Operation: Frame Work | Operation: Scar and Defeather,,,,45,52,Coerthas Central Highlands | East Shroud | North Shroud
ixali point,1064,Ixal,2206418 2206420 2206421,sibling-prefix,,Ixali Fogcaller | Sazel Ciloc the Divine,flanked,0.8108,leve-or-quest,flanked,,,Requiem for the Fallen | The Battle for Hyrstmill,,,,53,59,Coerthas Central Highlands | The Battle for Hyrstmill
ixali soilseer,1064,Ixal,2206410,sibling-prefix,,Ixali Bravo | Ixali Scout,flanked,0.7387,leve-or-quest,flanked,,,Doing It the Bard Way | Operation: Frame Work | Operation: Scar and Defeather,,,,45,52,Coerthas Central Highlands | East Shroud | North Shroud
ixali swiftbeak,1064,Ixal,2106432 2106433 2106434,sibling-prefix,,Ixali Stillbeak | Ixali Strongbeak,flanked,0.2793,persistent,,,,,,,,20,53,Coerthas Central Highlands | South Shroud | The Battle for Hyrstmill
ixali swordfighter,1064,Ixal,2106426 2106427 2106428 2206404,sibling-prefix,,Ixali Squire | Ixali Stillbeak,flanked,0.2252,persistent | leve-or-quest,flanked,,,Operation: Frame Work | Operation: Scar and Defeather,,,,20,20,South Shroud
ixali warrior,1064,Ixal,2106408 2106409 2106410 2206405 2206406 2206407,sibling-prefix,,Ixali Fencer | Ixali Fencer,flanked,0.0631,persistent | leve-or-quest,flanked,Reforesting Nine Ivies,,Operation: Frame Work | Operation: Scar and Defeather,,,,40,40,North Shroud
jackal,1014,Wolf/Hyena/Hellhound,2101415 2201419,sibling-base,Rabid Jackal | Wild Jackal,Bardi | Jackal Pup,flanked,0.2333,persistent | leve-or-quest,flanked,,The Archer's Anthem,Cat Eat Dog | The Call of Nature | Thwack Ye Mole,,,,18,42,Nanawa Mines | Shposhae
karakul,1060,Sheep,2106019 2206016,race-documented,,Downy Dunstan | Lost Lamb,flanked,0.4865,persistent | leve-or-quest,above-band-high,,,,Wanted: Godwin Goodgoat,,,1,42,Coerthas | Coerthas Eastern Lowlands
karakul ram,1060,Sheep,2206008,sibling-base,Raging Ram | Stray Karakul Ram,Karakul Ewe | Stray Karakul Ewe,flanked,0.7838,leve-or-quest,flanked,,,Necrologos: In Shadow Bemantled | Wanted: Godwin Goodgoat,,,,30,30,Central Shroud | Lower La Noscea
kikkiroon irongut,1063,Qiqirn,2206305,race-documented,,Qiqirn Goon | Qiqirn Shirrer,above-race-high,0.9412,leve-or-quest,flanked,,It's a Piece of Cake to Bake a Poison Cake,A Song of Bards and Bowmen | Operation: Bloody Side Up,,,,,,South Shroud | Western Thanalan
kobold cragsman,1066,Kobold,2206606,sibling-prefix,,Kobold Ascetic | Kobold Bedesman,flanked,0.7553,leve-or-quest,flanked,,,Caravan Security | Operation: Kobold as Ice,,,,20,52,Eastern La Noscea | Western La Noscea
kobold foreman,1066,Kobold,2206609 2206611 2206612,sibling-prefix,,Kobold Bedesman | Kobold Ashman,flanked,0.7872,leve-or-quest,flanked,,,Caravan Security,,,,52,52,Western La Noscea
kobold priest,1066,Kobold,2106603 2206618 2206619 2206622 2206629,sibling-prefix,,Kobold Mendicant | Kobold Prelate,flanked,0.0213,persistent | leve-or-quest,flanked,,,Caravan Security,,,,40,50,U'Ghamaro Mines | Upper La Noscea
kobold roundsman,1066,Kobold,2206607,sibling-prefix,,Kobold Ascetic | Kobold Bedesman,flanked,0.7660,leve-or-quest,flanked,,,Caravan Security | Operation: Kobold as Ice,,,,20,52,Eastern La Noscea | Western La Noscea
kobold zealot,1066,Kobold,2206625,sibling-prefix,,Kobold Junkman | Kobold Bedesman,flanked,0.9574,leve-or-quest,flanked,,,Caravan Security,,,,52,53,Western La Noscea
kujata,1008,Buffalo,2100803 2200803,race-documented,,Great Buffalo | Tarbh Uisge,flanked,0.2857,persistent | leve-or-quest,flanked,,,Skirmish | Wanted: Mammoth and Master,,,,60,65,Eastern La Noscea | Western La Noscea
leaping lemur,1005,Opo-opo,2200504 2200505,sibling-base,Frightened Lemur | Lemur | Lunging Lemur,Longclaw Galago | Lemur,flanked,0.7586,leve-or-quest,flanked,,,Caravan Security | Secret of the Sewers,,,,30,40,North Shroud | The Tam-Tara Deepcroft | Western Thanalan
lesser gargoyle,1035,Gargoyle,2203505,race-documented,,Barbatos | Batraal,no-level-bearing-race-mate,0.9000,leve-or-quest,above-band-high,,,,Always Bet on Black,,,,,Southern Thanalan | The Dzemael Darkhold
loam bogy,1043,Ghost,2204302 2204304 2204307,sibling-base,Bloated Bogy | Bogy | Brine Bogy,Dune Bogy | Dune Bogy,flanked,0.6000,leve-or-quest,flanked,,,Flambert's Forgetfulness,,,,30,60,Central Thanalan
loamshell,1076,Crab,2207610,race-documented,,Lake Crab | Territorial Megalocrab,flanked,0.9189,leve-or-quest,flanked,,,Caravan Security | Out of its Shell | Slugging it Out,,,,40,48,East Shroud | North Shroud | Western La Noscea
longnose gnognoroon,1063,Qiqirn,2206302,race-documented,,Qiqirn Goon | Qiqirn Goon,flanked,0.7647,leve-or-quest,flanked,Diamonds in the Rough,,Operation: Bloody Side Up,,,,30,30,Western Thanalan
longtail sebedd gah,1065,Amlaj'aa,2206542,race-documented,,Amalj'aa Shaman | Amalj'aa Bowyer,flanked,0.9432,leve-or-quest,flanked,Operation: Tailspin,,Caravan Security | The Battle for the Golden Bazaar,,,,42,55,Eastern Thanalan | The Battle for the Golden Bazaar
lord of swiftperch,1040,Rat,2204004,race-documented,,Pack Rat | Nutbreaker Squirrel,flanked,0.5741,leve-or-quest,flanked,,,A Beardful of Rats | Missing Teeth | My Very First Adventure,,,,10,20,Lower La Noscea | South Shroud | Western La Noscea
lumber toad,1031,Gigantoad,2103114,sibling-base,Alpha Toad | Toxic Toad,Toxic Toad | Gigantoad,flanked,0.5652,persistent,,,,,,,,45,55,Coerthas Central Highlands | Coerthas Central Lowlands | Coerthas Eastern Lowlands
lynx,1032,Couerl,2103201 2203201,race-documented,,Lone Coeurl,below-race-low,0.0000,persistent | leve-or-quest,no-tagged-band-mate,,,,,,,,,
mad karakul ram,1060,Sheep,2106015 2106016,sibling-base,Raging Ram | Stray Karakul Ram,Mad Karakul Ewe | Downy Dunstan,flanked,0.3784,persistent,,,,,,,,42,45,Coerthas | Coerthas Central Highlands | Coerthas Eastern Lowlands
magitek vanguard f-i,1090,キラーマシン(仮),2209002,sibling-prefix,,Magitek Vanguard | Magitek Vanguard,flanked,0.7000,leve-or-quest,flanked,,,Careless Whispers | Deus ex Machina | Shadow of the Raven,,,,55,55,Castrum Novum | West Shroud | Western La Noscea
magitek vanguard h-i,1090,キラーマシン(仮),2109002 2109004 2109005 2109006 2209004 2209005,sibling-prefix,,Magitek Vanguard | Magitek Vanguard,flanked,0.1000,persistent | leve-or-quest,above-band-high,,,,Careless Whispers | Deus ex Machina | Shadow of the Raven,,,55,55,Castrum Novum | West Shroud | Western La Noscea
marmot,1040,Rat,2104025 2204020,sibling-base,Bristletail Marmot | Nutbiter Marmot | Nutgrabber Marmot,Bristletail Marmot | Dormouse,flanked,0.4444,persistent | leve-or-quest,flanked,Popotoes in Peril | Something in the Water,,Hunter's Moon | Reforesting Humblehearth | What the Devilet Dons,,,,10,40,East Shroud | North Shroud | Upper La Noscea
mature funguar,1059,Funguar,2105916,sibling-base,Faerie Funguar | Fallgourd Funguar | Forest Funguar,Queen Bolete | Forest Funguar,flanked,0.5357,persistent,,,Spores on the Brain,,,,,1,36,Central Shroud | South Shroud
mature megalocrab,1076,Crab,2207605,sibling-base,Megalocrab | Molting Megalocrab | Territorial Megalocrab,Delta Crab | Lake Crab,flanked,0.7838,leve-or-quest,flanked,,,Crabs in the Cellar | Out of its Shell | Slugging it Out,,,,30,40,Central Shroud | East Shroud | North Shroud
megalocrabs,1076,Crab,2207607 2207608,race-documented,,Lake Crab | Territorial Megalocrab,flanked,0.8378,leve-or-quest,flanked,,,Caravan Security | Out of its Shell | Slugging it Out,,,,40,48,East Shroud | North Shroud | Western La Noscea
mesa basilisk,1007,Basilisk,2200709,sibling-base,Basilisk | Rainbow Basilisk,Peiste Familiar | Wadjet,flanked,0.8857,leve-or-quest,flanked,,,Skirmish | The Price of Integrity,,,,19,55,Eastern La Noscea | Turtleback Island
mesa bomb,1016,Bomb,2201609,sibling-base,Bomb | Brimstone Bomb | Fire Bomb,Grenade | Void Flame,flanked,0.8462,leve-or-quest,above-band-high,,,,Preventing the Plague,,,39,60,Central Thanalan | The Thousand Maws of Toto-Rak
mesa djigga,1056,Chigoe,2205614,sibling-base,Buzzing Djigga | Gorged Djigga | Jumping Djigga,Territorial Chiglet | Tainted Louse,flanked,0.9643,leve-or-quest,above-band-high,,,,Caravan Security,,,25,39,South Shroud | The Thousand Maws of Toto-Rak
mesa dodo,1020,Cockatrice,2202010,sibling-base,Dodo | Fat Dodo | Feral Dodo,Moonblind Dodo | Cadaverous Cockatrice,flanked,0.9000,leve-or-quest,flanked,,,A Terrible Thirst | All Cracked Up | The Unheard Horizon,,,,20,40,Southern Thanalan | Western Thanalan
mesa mongrel,1014,Wolf/Hyena/Hellhound,2201426,sibling-base,Blotched Mongrel | Dirty Mongrel | Dusty Mongrel,Crapulous Canine | Territorial Dreadwolf,flanked,0.9333,leve-or-quest,flanked,,,Caravan Security | Sly Spirits,,,,30,46,North Shroud | The Mun-Tuy Cellars
midge swarm,1053,Swarm,2105309 2105315,sibling-base,Emerald Bee Swarm | Honeybee Swarm | Hoverfly Swarm,Hoverfly Swarm | Sun Midge Swarm,flanked,0.3077,persistent,,,,,,,,6,25,Cassiopeia Hollow | Lower La Noscea | Southern Thanalan
midnight creeper,1027,Flytrap,2202713,race-documented,,Alpha Roseling | Territorial Roselet,flanked,0.8372,leve-or-quest,flanked,,,Caravan Security,,,,30,48,North Shroud | South Shroud
minemite,1021,Coblyn,2202106,race-documented,,Cavernulous Coblyn | Corrosive Coblyn,flanked,0.7727,leve-or-quest,flanked,,Calamity Cometh,Culling All Coblyns | The Unheard Horizon,,,,10,20,Central Thanalan | Eastern Thanalan | Western Thanalan
miser's mistress,1010,Morbol,2301001,race-documented,,Morbol,above-race-high,1.0000,instanced-dungeon,,,,,,35,The Dzemael Darkhold | The Thousand Maws of Toto-Rak | Cutter's Cry | The Aurum Vale,,,
monolith,1095,Garuda,2209506 2209507 2209508 2209509,race-documented,,Garuda | Razor Plume,no-level-bearing-race-mate,0.2778,leve-or-quest,flanked,,,In for Garuda Wakening | Taming the Tempest,,,,,,The Howling Eye
moogle biter,1056,Chigoe,2205604,sibling-base,Ankle Biter,Ankle Biter | Gorged Djigga,flanked,0.6071,leve-or-quest,flanked,,,Preventing the Plague | Treasures of the Main,,,,10,30,Lower La Noscea | Western Thanalan
morning creeper,1027,Flytrap,2202707,race-documented,,Toxic Flytrap | Toxic Flytrap,flanked,0.6977,leve-or-quest,flanked,,,All Nine Ivies is a Stage | Wanted: Alvara Sourkiss,,,,40,40,East Shroud
murble,1044,Phurble,2204403,race-documented,,Snurble | Bloated Burble,flanked,0.9000,leve-or-quest,below-band-low,,,,A Fine Host,,,40,60,Coerthas Central Lowlands | Coerthas Eastern Highlands | East Shroud
myrmidon marshal,1030,Antling,2303006,sibling-prefix,,Myrmidon Sentry,above-race-high,0.9667,instanced-dungeon,,,,,,35,Cutter's Cry,,,
myrmidon scavenger,1030,Antling,2303007,sibling-prefix,,Myrmidon Sentry,above-race-high,1.0000,instanced-dungeon,,,,,,35,Cutter's Cry,,,
nael deus darnus,1109,アニマオブジェクト,2210902 2210906 2210909 2210911,race-documented,,Lunar Fragment,below-race-low,0.0833,leve-or-quest,below-band-low,,,,The Raven Nevermore | To Kill a Raven,,,,,
nael van darnus,1109,アニマオブジェクト,2210901 2210904,race-documented,,Lunar Fragment,below-race-low,0.0000,leve-or-quest,below-band-low,,Don't Hate the Messenger (Gridania) | Don't Hate the Messenger (Limsa Lominsa) | Don't Hate the Messenger (Ul'dah),,The Raven Nevermore | To Kill a Raven,,,,,
nannygoat,1023,Aldgoats,2102313,sibling-base,Longhorn Nannygoat | Lowland Nannygoat | Mosshorn Nannygoat,Elder Mosshorn | Aldgoat Billy,flanked,0.4000,persistent,,Wanted: Soft Evidence,,,,,,30,60,Eastern La Noscea | Lower La Noscea | Western Thanalan
natali xlotl the howler,1064,Ixal,2206402,race-documented,,Ixali Bravo | Ixali Bravo,flanked,0.6667,leve-or-quest,flanked,Operation: Shuteye,,Operation: Frame Work | Operation: Scar and Defeather,,,,45,45,Coerthas Central Highlands | East Shroud
nazel xlotl the fleet,1064,Ixal,2206432,race-documented,,Ixali Fogcaller | Ixali Bravewing,flanked,0.9369,leve-or-quest,flanked,Operation: Leaving the Nest,,Requiem for the Fallen | The Battle for Hyrstmill,,,,53,53,Coerthas Central Highlands | The Battle for Hyrstmill
newtstool,1059,Funguar,2105907,race-documented,,Toadstool | Screecher,flanked,0.2143,persistent,,,,,,,,50,55,Central Shroud | Coerthas Central Highlands | Mor Dhona
number 126,1089,Golem (1.2),2108904,race-documented,,Lunar Golem,below-race-low,0.2727,persistent,,,,,,,,,,
number 128,1089,Golem (1.2),2108901 2108902 2108903,race-documented,,Lunar Golem,below-race-low,0.0000,persistent,,,,,,,,,,
nutkin,1040,Rat,2104008,race-documented,,Mun-Tuy Squirrel | Star Marmot,flanked,0.1296,persistent,,,,,,,,1,30,Central Shroud | Central Thanalan | North Shroud
o'ghomoro hedgemole,1057,Hedgemole,2205705,sibling-base,Diamond-tooth Hedgemole | Hedgemole | Hellsfire Hedgemole,Naked Mole | Hellsfire Hedgemole,flanked,0.7895,leve-or-quest,flanked,,,Hiding Under the Beds | Moles for the Mauling | Moles vs the Pilgrims,,,,3,40,Central Shroud | Central Thanalan | East Shroud
ochu,1010,Morbol,2101005 2101006 2101007 2101008 2101010 2201002,race-documented,,Creeping Ivy | Morbol,flanked,0.3077,persistent | leve-or-quest,no-tagged-band-mate,,,,,,,65,75,Central Shroud | East Shroud
orchard chigoe,1056,Chigoe,2205605,sibling-base,Carrion Chigoe | Chigoe,Ankle Biter | Gorged Djigga,flanked,0.6429,leve-or-quest,flanked,,A Wailing Welcome,Preventing the Plague | Treasures of the Main,,,,10,30,Lower La Noscea | Western Thanalan
ornery karakul ram,1060,Sheep,2106013 2106014,sibling-base,Raging Ram | Stray Karakul Ram,Mad Karakul Ewe | Downy Dunstan,flanked,0.3243,persistent,,,,,,,,42,45,Coerthas | Coerthas Central Highlands | Coerthas Eastern Lowlands
peiste,1007,Basilisk,2100718 2200703 2200704 2200706,sibling-base,Desert Peiste | Fellbite Peiste | Mountain Peiste,Uraeus | Basilisk,flanked,0.4857,persistent | leve-or-quest,flanked,Desert Defilement | Dunesfolk for Dinner | Stalking the Stalkers,,Bigger Fish to Fry | Desert Defilement | Dunesfolk for Dinner,,,,62,75,Coerthas Eastern Lowlands | Northern Thanalan | Southern Thanalan
petit pudding,1034,Flan,2203407 2203408 2203409 2203410 2203411 2203412,sibling-base,Figgy Pudding | Plain Pudding | Prison Pudding,Figgy Pudding | Prison Pudding,flanked,0.6667,leve-or-quest,above-band-high,,,,Best Cellars,,,30,35,The Mun-Tuy Cellars | The Thousand Maws of Toto-Rak
pit djigga,1056,Chigoe,2205613,sibling-base,Buzzing Djigga | Gorged Djigga | Jumping Djigga,Territorial Chiglet | Tainted Louse,flanked,0.9286,leve-or-quest,above-band-high,,,,Caravan Security,,,25,39,South Shroud | The Thousand Maws of Toto-Rak
pit mite,1011,Crab,2201110,sibling-base,Bastard Mite | Cell Mite | Horde Mite,Miteling | Alpha Miteling,flanked,0.6444,leve-or-quest,below-band-low,,,,Caravan Security,,,20,50,Eastern Thanalan | Western Thanalan
plump orobon,1045,Angler,2204504,sibling-base,Alpgrot Orobon | Bigmouth Orobon | Orobon,Greedy Angler | Angler,flanked,0.7143,leve-or-quest,flanked,,,Caravan Security | From the Sea to the Trees | Necrologos: Celeritous Impetus,,,,20,30,Central Shroud | North Shroud | Western Thanalan
prickly roselet,1027,Flytrap,2102707,sibling-base,Mirror Roselet | Pruned Roselet | Roselet,Roselet | Mirror Roselet,flanked,0.1395,persistent,,,,,,,,10,25,Central Shroud | North Shroud | South Shroud
princess pudding,1034,Flan,2203406,sibling-base,Figgy Pudding | Plain Pudding | Prison Pudding,Figgy Pudding | Prison Pudding,flanked,0.6111,leve-or-quest,above-band-high,Wanted: Princess Pudding,,,Best Cellars,,,30,35,The Mun-Tuy Cellars | The Thousand Maws of Toto-Rak
pteroc,1001,Puk,2100116 2100117 2100118 2200111 2200113,sibling-base,Illtempered Pteroc.jpg | Prison Pteroc | Ringtail Pteroc,Sordes | Puk Hatchling,flanked,0.4286,persistent | leve-or-quest,above-band-high,Forsaken Sacs | Leaders of the Pack,,,Necrologos: Torn Asunder,,,10,40,Western La Noscea | Western Thanalan
pure energy,1100,ウィル・オー・ウィスプ (仮),2110003 2110004,race-documented,,Plasmoid | Plasmoid,flanked,0.2500,persistent,,,,,,,,45,45,Coerthas Central Highlands | Coerthas Eastern Lowlands
purgatory knight,1019,Wight,2301902,race-documented,,Hellsbound Warrior,above-race-high,1.0000,instanced-dungeon,,,,,,35,The Dzemael Darkhold,,,
purgatory mage,1043,Ghost,2304303,race-documented,,Chain Bearer | Poisoned Peasant,flanked,0.9800,instanced-dungeon,,,,,,35,The Aurum Vale | The Dzemael Darkhold,55,56,The Aurum Vale | The Dzemael Darkhold
qiqirn eggnapper,1063,Qiqirn,2106302,sibling-prefix,,Qiqirn Egg Hunter | Qiqirn Poacher,flanked,0.0588,persistent,,,,,,,,35,45,Eastern La Noscea | Mistbeard Cove
quicksand basilisk,1007,Basilisk,2300702,sibling-base,Basilisk | Rainbow Basilisk,Quicksand Peiste,above-race-high,1.0000,instanced-dungeon,,,,,,35,Cutter's Cry,,,
rabid wingrat,1041,Bat,2204103,sibling-base,Wingrat,Wingrat | Croft Kalong,flanked,0.6818,leve-or-quest,flanked,,,Annexing the Valley | Necrologos: The Ever-reaching Claw | When Bats Cry,,,,3,35,Lower La Noscea | The Mun-Tuy Cellars | Western La Noscea
raging jackal,1014,Wolf/Hyena/Hellhound,2101408,sibling-base,Rabid Jackal | Wild Jackal,Rabid Jackal | Dusty Mongrel,flanked,0.1167,persistent,,,,,,,,45,55,Lower La Noscea | Northern Thanalan | Western Thanalan
restless raptor,1002,Raptor,2200207,sibling-base,Grass Raptor | Territorial Raptor | Young Raptor,Anole Stalker | Territorial Raptor,flanked,0.9545,leve-or-quest,flanked,,,Alone in the Dark | Caravan Security,,,,40,50,North Shroud | Western La Noscea
river crab,1076,Crab,2207602,sibling-base,Beryl Crab | Delta Crab | Giant Crab,Molting Megalocrab | Megalocrab,flanked,0.7027,leve-or-quest,flanked,Migrating Crustaceans,,Crabs in a Barrel | Escape from Cell D72 | Migrating Crustaceans,,,,25,30,Cassiopeia Hollow | Lower La Noscea | Nanawa Mines
rockbite peiste,1007,Basilisk,2200702 2200710,sibling-base,Desert Peiste | Fellbite Peiste | Mountain Peiste,Fellbite Peiste | Peiste Familiar,flanked,0.6857,leve-or-quest,flanked,,,Bigger Fish to Fry | Desert Defilement | Dunesfolk for Dinner,,,,19,45,Eastern La Noscea | Eastern Thanalan | Southern Thanalan
rotting noble,1018,Zombie,2201811,sibling-prefix,,Zombie Mage,above-race-high,1.0000,leve-or-quest,above-band-high,,,,Eyeopener | Restless be the Damned | The Battle for Hyrstmill,,,,,
rotting servant,1018,Zombie,2201810,sibling-prefix,,Zombie Mage,above-race-high,0.9688,leve-or-quest,above-band-high,,,,Eyeopener | Restless be the Damned | The Battle for Hyrstmill,,,,,
ruffled dodo,1020,Cockatrice,2202012,sibling-base,Dodo | Fat Dodo | Feral Dodo,Moonblind Dodo | Cadaverous Cockatrice,flanked,0.9667,leve-or-quest,flanked,,,A Terrible Thirst | All Cracked Up | The Unheard Horizon,,,,20,40,Southern Thanalan | Western Thanalan
sabotender alegre,1009,Sabotender,2200909,sibling-prefix,,Cactuar Jaques,above-race-high,0.9583,leve-or-quest,above-band-high,,,,Skirmish,,,,,
sabotender desertor,1009,Sabotender,2300901,sibling-prefix,,Cactuar Jaques,above-race-high,1.0000,instanced-dungeon,,,,,,35,The Dzemael Darkhold | The Thousand Maws of Toto-Rak | Cutter's Cry | The Aurum Vale,,,
sagolii serpent,1007,Basilisk,2100704,race-documented,,Sandskin Peiste | Mountain Peiste,flanked,0.0857,persistent,,,,,,,,50,55,Central Thanalan | Coerthas Central Highlands | Coerthas Western Highlands
sambar doe,1003,Antelope,2200306,sibling-base,Antelope Doe | Fevered Doe | Foraging Doe,Foraging Doe | Musk Stag,flanked,0.8148,leve-or-quest,flanked,,,A Fine Host | The Root of the Problem,,,,25,40,Central Shroud | North Shroud
satin plume,1095,Garuda,2209512 2209513,sibling-base,Razor Plume,Razor Plume | Garuda,no-level-bearing-race-mate,0.6111,leve-or-quest,flanked,,,In for Garuda Wakening | Taming the Tempest,,,,,,The Howling Eye
scale slug,1042,Slug,2304204,sibling-base,Ghost Slug | Giant Slug | Sand Slug,Sulfur Slug,above-race-high,0.9714,instanced-dungeon,,,,,,35,The Aurum Vale,,,
schorl doblyn,1021,Coblyn,2302101,sibling-base,Heliodor Doblyn | Quartz Doblyn | Sphene Doblyn,Territorial Coblyn,above-race-high,1.0000,instanced-dungeon,,,,,,35,The Dzemael Darkhold | The Thousand Maws of Toto-Rak | Cutter's Cry | The Aurum Vale,,,
seagrot orobon,1045,Angler,2104507,sibling-base,Alpgrot Orobon | Bigmouth Orobon | Orobon,Bigmouth Orobon | Aurora Angler,flanked,0.2143,persistent,,,,,,,,30,40,Central Shroud | Mistbeard Cove
sentry hound,1014,Wolf/Hyena/Hellhound,2101412,sibling-base,Imperial War Hound,Laughing Mongrel | Bardi,flanked,0.1833,persistent,,,,,,,,42,55,Central Thanalan | Nanawa Mines
sephiroth dragon,1081,エリマキトカゲ (仮),2208102,race-undocumented,,,no-level-bearing-race-mate,1.0000,leve-or-quest,no-tagged-band-mate,,,,,,,,,
shrieker,1059,Funguar,2105909 2105914 2205903 2205904 2205906 2205908,sibling-base,Ripe Shrieker,Toadstool | Screecher,flanked,0.2857,persistent | leve-or-quest,flanked,,,Fungicide | Sylph-inflicted Wounds | Wanted: Alvara Sourkiss,,,,50,55,Central Shroud | Coerthas Central Highlands | Mor Dhona
siege goobbue,1033,Goobbue,2103307,sibling-base,Escaped Goobbue | Goobbue | Mildewed Goobbue,Goobbue | Escaped Goobbue,flanked,0.6667,persistent,,,,,,,,1,65,Lower La Noscea | Ul'dah
slumbering yarzon,1055,Yarzon,2205513,sibling-base,Bog Yarzon | Hill Yarzon | Sand Yarzon,Bog Yarzon | Territorial Yarzon,flanked,0.8049,leve-or-quest,flanked,,A Moogle Bouquet,Awful Offal | Caravan Security | Necrologos: The Ever-reaching Claw,,,,29,35,Eastern La Noscea | Nanawa Mines | The Mun-Tuy Cellars
sourleaf roselet,1027,Flytrap,2202711,sibling-base,Mirror Roselet | Pruned Roselet | Roselet,Roseling | Alpha Roseling,flanked,0.7907,leve-or-quest,flanked,,,All Nine Ivies is a Stage | Caravan Security | Wanted: Alvara Sourkiss,,,,10,30,Lower La Noscea | South Shroud | Western La Noscea
spotted eft,1013,Salamander,2201308,sibling-base,Alpha Eft | Bark Eft | Black Eft,Salamander | Alpha Eft,flanked,0.9375,leve-or-quest,flanked,,,Caravan Security | Sweet Revenge,,,,50,65,North Shroud | Upper La Noscea
squirrel,1040,Rat,2104024 2204019,sibling-base,Arbor Squirrel | Mun-Tuy Squirrel | Nutbreaker Squirrel,Bristletail Marmot | Dormouse,flanked,0.4259,persistent | leve-or-quest,flanked,,,Hunter's Moon | Reforesting Humblehearth | What the Devilet Dons,,,,10,40,East Shroud | North Shroud | Upper La Noscea
stag,1003,Antelope,2100311 2200307 2200309,sibling-base,Antelope Stag | Musk Stag | Snowbuck Stag,Sirocco | Antelope Doe,flanked,0.3704,persistent | leve-or-quest,flanked,,,A Fine Host | The Root of the Problem,,,,20,42,Central Shroud | Coerthas Eastern Lowlands | South Shroud
steaming sheep,1060,Sheep,2206001 2206003,sibling-base,Brutal Sheep,Brutal Sheep | Raging Ram,flanked,0.5946,leve-or-quest,below-band-low,,,,Unsavory Ramifications,,,3,40,Coerthas Eastern Lowlands | Lower La Noscea
stonescale pteroc,1001,Puk,2200114,sibling-base,Illtempered Pteroc.jpg | Prison Pteroc | Ringtail Pteroc,Puk | Prison Pteroc,flanked,0.9714,leve-or-quest,above-band-high,,,,Necrologos: Torn Asunder,,,20,35,Nanawa Mines | The Thousand Maws of Toto-Rak
stonespike tanadd gah,1065,Amlaj'aa,2206529 2206532,race-documented,,Amalj'aa Chief | Amalj'aa Chief,flanked,0.7955,leve-or-quest,flanked,,,The Battle for the Golden Bazaar,,,,59,59,The Battle for the Golden Bazaar
stray ewe,1060,Sheep,2206005,sibling-base,Karakul Ewe | Lost Ewe | Mad Karakul Ewe,Raging Ram | Karakul Ewe,flanked,0.7027,leve-or-quest,flanked,,,Necrologos: In Shadow Bemantled | Unsavory Ramifications,,,,3,30,Central Shroud | Lower La Noscea
stray ram,1060,Sheep,2206006,sibling-base,Raging Ram | Stray Karakul Ram,Raging Ram | Karakul Ewe,flanked,0.7297,leve-or-quest,flanked,,,Necrologos: In Shadow Bemantled | Unsavory Ramifications,,,,3,30,Central Shroud | Lower La Noscea
