row_index,capture,scenario_id,wire_index,lane_index,frame_index,outer_timestamp_or_seq_hex,subevent_index,subevent_offset,opcode,shape,row_index_in_packet,row_count,source_actor_id,target_actor_id,effect_or_animation_id,command_id,numeric_value,world_master_text_id,message_class,effect_id,text_param,row_ordinal_or_filter,header_control_value,presentation_flags
134,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,1888,0,586,bf2954ef3b010000,8,624,0x013A,X10,1,4,43723073,1158679890,419434496,22104,0,30116,non_fit,0,0,1,0,2064
135,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,1888,0,586,bf2954ef3b010000,8,624,0x013A,X10,2,4,43723073,43723073,419434496,22104,475,33936,non_fit,0,53,1,0,2064
136,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,1888,0,586,bf2954ef3b010000,8,624,0x013A,X10,3,4,43723073,43722707,419434496,22104,423,33935,non_fit,0,53,1,0,2064
137,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2113,0,602,682f54ef3b010000,0,0,0x0139,X01,0,1,1158679889,43722707,285216768,23005,38,30306,block_damage,134221892,8,1,0,2064
138,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2140,0,617,da3b54ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679889,419434496,22104,20,30301,normal_damage,134219268,1,1,0,2064
139,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2158,0,623,9f3e54ef3b010000,0,0,0x0139,X01,0,1,43723073,1158679889,419434496,22104,51,30301,normal_damage,134219268,2,1,0,2064
140,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2162,0,627,384154ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679889,301994016,27158,57,30301,normal_damage,134252036,1,1,0,2064
141,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2164,0,628,514154ef3b010000,1,40,0x0139,X01,0,1,1158679889,1158679889,1862270987,23061,0,30126,non_fit,1,0,1,0,2064
142,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2183,0,635,bf4654ef3b010000,3,376,0x0139,X01,0,1,1158679889,1158679889,553656320,23061,0,30328,non_fit,537094072,0,1,0,2064
143,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2189,0,638,9e4854ef3b010000,0,0,0x0139,X01,0,1,43723073,1158679889,301993998,27190,85,30301,normal_damage,134252036,1,1,0,2064
144,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2212,0,648,445254ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679889,419434496,22104,22,30301,normal_damage,134219268,1,1,0,2064
145,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2235,0,655,325554ef3b010000,3,504,0x0139,X01,0,1,43723073,43723073,234889905,27264,0,30328,non_fit,537094131,0,1,0,2064
146,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2239,0,658,c85654ef3b010000,0,0,0x0139,X01,0,1,1158679889,43722707,285216768,23005,77,30301,normal_damage,134219332,1,1,0,2064
147,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2246,0,664,5f5c54ef3b010000,1,64,0x0139,X01,0,1,43722707,1158679889,419434496,22104,21,30301,normal_damage,134219268,1,1,0,2064
148,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2264,0,669,3a5e54ef3b010000,2,336,0x013A,X10,0,2,43722707,1158679889,302096389,27156,53,30301,normal_damage,134219268,1,1,0,2064
149,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2264,0,669,3a5e54ef3b010000,2,336,0x013A,X10,1,2,43722707,1158679889,302096389,27156,0,30335,non_fit,537093927,1,1,0,2064
150,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2270,0,671,5c5e54ef3b010000,0,0,0x013A,X10,0,2,43723073,43723073,301994027,27191,0,30331,non_fit,671311859,0,1,0,2064
151,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2270,0,671,5c5e54ef3b010000,0,0,0x013A,X10,1,2,43723073,1158679889,301994027,27191,0,30311,miss,134217732,1,1,0,2064
152,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2291,0,679,486754ef3b010000,0,0,0x0139,X01,0,1,43722707,43722707,234889735,27100,210,30320,hp_recovery,805306626,0,1,0,2064
153,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2295,0,683,466a54ef3b010000,0,0,0x013A,X10,0,2,43723073,43723073,2080374882,0,0,0,unknown,0,0,1,0,2064
154,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2295,0,683,466a54ef3b010000,0,0,0x013A,X10,1,2,43723073,43723073,2080374882,0,0,30331,non_fit,671311734,0,1,0,2064
155,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2310,0,689,4d6e54ef3b010000,0,0,0x0139,X01,0,1,1158679889,1158679889,2080374882,0,0,30338,non_fit,671311655,0,1,0,2064
156,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2314,0,690,3c6f54ef3b010000,0,0,0x0139,X01,0,1,43723073,1158679889,419434496,22104,48,30301,normal_damage,134219268,1,1,0,2064
157,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2321,0,695,ca7254ef3b010000,0,0,0x0139,X01,0,1,1158679889,43722707,285216768,23003,60,30306,block_damage,134221892,1,1,0,2064
158,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2337,0,702,147854ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679889,419434496,22104,0,30311,miss,134217732,1,1,0,2064
159,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2356,0,710,7a7e54ef3b010000,0,0,0x0139,X01,0,1,43723073,1158679889,301993998,27190,85,30301,normal_damage,134252036,1,1,0,2064
160,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2364,0,714,258254ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679889,419434496,22104,21,30301,normal_damage,134219268,1,1,0,2064
161,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2370,0,718,f48354ef3b010000,1,64,0x0139,X01,0,1,1158679889,43722707,285216768,23005,79,30301,normal_damage,134219332,1,1,0,2064
162,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2387,0,723,a18754ef3b010000,1,64,0x0139,X01,0,1,43722707,1158679889,301994016,27158,54,30301,normal_damage,134252036,1,1,0,2064
163,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2417,0,730,da8c54ef3b010000,4,160,0x0139,X01,0,1,43723073,1158679889,2080374882,0,0,0,unknown,671311800,0,1,0,2064
164,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2421,0,730,da8c54ef3b010000,8,624,0x013A,X10,0,6,43723073,1158679889,419434496,22104,52,30301,normal_damage,134743556,1,1,0,2064
165,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2421,0,730,da8c54ef3b010000,8,624,0x013A,X10,1,6,43723073,1158679889,419434496,22104,0,30116,non_fit,0,0,1,0,2064
166,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2421,0,730,da8c54ef3b010000,8,624,0x013A,X10,2,6,43723073,43723073,419434496,22104,1,33919,non_fit,0,80,1,0,2064
167,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2421,0,730,da8c54ef3b010000,8,624,0x013A,X10,3,6,43723073,43723073,419434496,22104,538,33936,non_fit,0,73,1,0,2064
168,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2421,0,730,da8c54ef3b010000,8,624,0x013A,X10,4,6,43723073,43722707,419434496,22104,1,33919,non_fit,0,80,1,0,2064
169,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2421,0,730,da8c54ef3b010000,8,624,0x013A,X10,5,6,43723073,43722707,419434496,22104,479,33935,non_fit,0,73,1,0,2064
170,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2666,0,753,089d54ef3b010000,1,40,0x0139,X01,0,1,43722707,43722707,2080374882,21002,0,0,unknown,1,0,1,0,2064
171,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2725,0,775,e4b154ef3b010000,0,0,0x0139,X01,0,1,43723073,43723073,2080374882,0,0,30331,non_fit,671311845,0,1,0,2064
172,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2734,0,778,9cb354ef3b010000,1,40,0x0139,X01,0,1,43723073,43723073,2080374882,21002,0,0,unknown,1,0,1,0,2064
173,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2795,0,802,13c154ef3b010000,1,40,0x0139,X01,0,1,43722707,43722707,1862270979,27346,0,30128,non_fit,1,0,1,0,2064
174,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2811,0,810,dcc954ef3b010000,1,40,0x0139,X01,0,1,43722707,43722707,16781413,27346,151,30320,hp_recovery,805306626,0,1,0,2064
175,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2818,0,815,d1cb54ef3b010000,1,40,0x0139,X01,0,1,43723073,43722707,1862270979,27346,0,30128,non_fit,1,0,1,0,2064
176,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,2839,0,822,76d554ef3b010000,1,40,0x0139,X01,0,1,43723073,43722707,16781413,27346,166,30320,hp_recovery,805306627,0,1,0,2064
177,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,4048,0,1119,f89855ef3b010000,1,40,0x0139,X01,0,1,43723073,43723073,2080374882,21001,0,0,unknown,1,0,1,0,2064
178,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,4896,0,1367,0d6a57ef3b010000,1,40,0x0139,X01,0,1,1158679892,1158679892,2080374882,21001,0,0,unknown,1,0,1,0,2064
179,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,4915,0,1369,856a57ef3b010000,0,0,0x0139,X01,0,1,1158679892,1158679892,2080374882,21001,0,0,unknown,1,0,1,0,2064
180,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,4947,0,1386,af6f57ef3b010000,0,0,0x0139,X01,0,1,1158679893,43722707,285216768,23005,59,30301,normal_damage,134219332,4,1,0,2064
181,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,4951,0,1388,d06f57ef3b010000,2,160,0x0139,X01,0,1,1158679892,43722707,285216768,23003,85,30302,critical_damage,134219335,4,1,0,2064
182,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,4958,0,1392,877157ef3b010000,2,104,0x0139,X01,0,1,43722707,43722707,2080374882,21001,0,0,unknown,1,0,1,0,2064
183,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,4960,0,1394,627257ef3b010000,0,0,0x0139,X01,0,1,43723073,43723073,2080374882,0,0,30331,non_fit,671311769,0,1,0,2064
184,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,4980,0,1399,547357ef3b010000,0,0,0x0139,X01,0,1,43722707,43722707,2080374882,0,0,30331,non_fit,671311769,0,1,0,2064
185,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5001,0,1409,b77857ef3b010000,0,0,0x0139,X01,0,1,43723073,1158679893,419434496,22104,0,30311,miss,134217732,1,1,0,2064
186,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5030,0,1418,dd7b57ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679893,419434496,22104,19,30301,normal_damage,134219268,1,1,0,2064
187,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5043,0,1428,288257ef3b010000,0,0,0x0139,X01,0,1,1158679892,43722707,285216768,23003,66,30301,normal_damage,134219268,1,1,0,2064
188,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5046,0,1430,688257ef3b010000,0,0,0x0139,X01,0,1,1158679893,43722707,285216768,23003,89,30302,critical_damage,134219271,1,1,0,2064
189,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5060,0,1434,b58557ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679893,419434496,22104,22,30301,normal_damage,134219268,1,1,0,2064
190,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5073,0,1443,cc8857ef3b010000,4,568,0x0139,X01,0,1,43722707,43722707,234889791,27260,0,30328,non_fit,537094006,0,1,0,2064
191,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5076,0,1445,9e8957ef3b010000,0,0,0x0139,X01,0,1,43723073,1158679893,419434496,22104,51,30301,normal_damage,134219268,1,1,0,2064
192,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5120,0,1460,289057ef3b010000,2,336,0x013A,X10,0,2,43722707,1158679893,302096389,27156,55,30301,normal_damage,134219268,1,1,0,2064
193,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5120,0,1460,289057ef3b010000,2,336,0x013A,X10,1,2,43722707,1158679893,302096389,27156,0,30335,non_fit,537093927,1,1,0,2064
194,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5124,0,1464,3b9357ef3b010000,0,0,0x0139,X01,0,1,1158679892,43722707,285216768,23005,66,30301,normal_damage,134219268,1,1,0,2064
195,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5143,0,1470,069a57ef3b010000,0,0,0x0139,X01,0,1,43723073,1158679893,419434496,22104,50,30301,normal_damage,134219268,1,1,0,2064
196,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5166,0,1483,f2a257ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679893,419434496,22104,20,30301,normal_damage,134219268,1,1,0,2064
197,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5185,0,1490,9aa557ef3b010000,0,0,0x0139,X01,0,1,1158679892,43722707,285216768,23003,44,30306,block_damage,134221828,1,1,0,2064
198,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5189,0,1492,0fa657ef3b010000,0,0,0x0139,X01,0,1,1158679893,1158679893,2080374882,0,0,30338,non_fit,671311655,0,1,0,2064
199,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5197,0,1497,13ab57ef3b010000,0,0,0x0139,X01,0,1,43723073,1158679893,419434496,22104,53,30301,normal_damage,134219268,1,1,0,2064
200,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5214,0,1502,0cac57ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679893,301994016,27158,50,30301,normal_damage,134252036,1,1,0,2064
201,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5218,0,1502,0cac57ef3b010000,4,592,0x0139,X01,0,1,43723073,43723073,234889791,27260,0,30328,non_fit,537094006,0,1,0,2064
202,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5234,0,1513,76b257ef3b010000,0,0,0x0139,X01,0,1,43723073,1158679893,301993998,27190,82,30301,normal_damage,134252036,1,1,0,2064
203,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5255,0,1521,ffb557ef3b010000,0,0,0x0139,X01,0,1,43722707,43722707,234971719,27141,0,30328,non_fit,537093970,0,1,0,2064
204,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5258,0,1523,16b657ef3b010000,0,0,0x0139,X01,0,1,1158679892,43722707,285216768,23005,0,30311,miss,134217732,1,1,0,2064
205,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5263,0,1528,bab857ef3b010000,0,0,0x0139,X01,0,1,1158679893,43723073,285216768,23005,47,30301,normal_damage,134219268,1,1,0,2064
206,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5281,0,1535,98bb57ef3b010000,0,0,0x0139,X01,0,1,43723073,1158679893,301994027,27191,102,30301,normal_damage,134284804,1,1,0,2064
207,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5292,0,1541,22bf57ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679893,419434496,22104,21,30301,normal_damage,134219268,1,1,0,2064
208,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5312,0,1550,42c657ef3b010000,0,0,0x013A,X10,0,3,1158679892,43722707,285216768,23003,0,30306,block_damage,134221828,1,1,0,2064
209,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5312,0,1550,42c657ef3b010000,0,0,0x013A,X10,1,3,1158679892,43722707,285216768,23003,161,33008,hp_recovery,805306626,1,1,0,2064
210,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5312,0,1550,42c657ef3b010000,0,0,0x013A,X10,2,3,1158679892,43722707,285216768,23003,0,30331,non_fit,671311698,1,1,0,2064
211,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5319,0,1555,e6c857ef3b010000,1,40,0x0139,X01,0,1,1158679893,1158679893,1862270987,23061,0,30126,non_fit,1,0,1,0,2064
212,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5320,0,1556,fec857ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679893,419434496,22104,20,30301,normal_damage,134219268,1,1,0,2064
213,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5340,0,1565,08cb57ef3b010000,5,200,0x0139,X01,0,1,1158679893,1158679893,2130706531,23061,0,0,unknown,0,0,1,0,2064
214,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5344,0,1565,08cb57ef3b010000,9,664,0x013A,X10,0,4,43722707,1158679893,301995007,27150,65,30301,normal_damage,134776324,1,1,0,2064
215,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5344,0,1565,08cb57ef3b010000,9,664,0x013A,X10,1,4,43722707,1158679893,301995007,27150,0,30116,non_fit,0,0,1,0,2064
216,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5344,0,1565,08cb57ef3b010000,9,664,0x013A,X10,2,4,43722707,43723073,301995007,27150,475,33936,non_fit,0,53,1,0,2064
217,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5344,0,1565,08cb57ef3b010000,9,664,0x013A,X10,3,4,43722707,43722707,301995007,27150,423,33935,non_fit,0,53,1,0,2064
218,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5585,0,1586,23d857ef3b010000,0,0,0x0139,X01,0,1,1158679892,43722707,285216768,23003,94,30302,critical_damage,134219271,1,1,0,2064
219,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5604,0,1592,b6db57ef3b010000,0,0,0x0139,X01,0,1,43723073,1158679892,419434496,22104,53,30301,normal_damage,134219268,1,1,0,2064
220,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5651,0,1609,a0e657ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679892,301995009,27152,0,30311,miss,134217732,1,1,0,2064
221,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5657,0,1612,55e857ef3b010000,0,0,0x0139,X01,0,1,1158679892,43723073,285216768,23005,59,30308,parry_damage,134221316,1,1,0,2064
222,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5673,0,1616,ebeb57ef3b010000,1,64,0x0139,X01,0,1,43723073,1158679892,419434496,22104,47,30301,normal_damage,134219268,1,1,0,2064
223,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5680,0,1618,04ec57ef3b010000,3,504,0x0139,X01,0,1,43723073,43723073,234889905,27264,0,30328,non_fit,537094131,0,1,0,2064
224,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5691,0,1626,58f157ef3b010000,0,0,0x013A,X10,0,3,43723073,43723073,302002218,27198,0,30331,non_fit,671311859,0,1,0,2064
225,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5691,0,1626,58f157ef3b010000,0,0,0x013A,X10,1,3,43723073,1158679892,302002218,27198,85,30301,normal_damage,134219268,1,1,0,2064
226,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5691,0,1626,58f157ef3b010000,0,0,0x013A,X10,2,3,43723073,1158679892,302002218,27198,0,30335,non_fit,537093925,1,1,0,2064
227,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5710,0,1632,e2f357ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679892,419434496,22104,19,30301,normal_damage,134219268,1,1,0,2064
228,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5716,0,1636,d0f457ef3b010000,0,0,0x0139,X01,0,1,43722707,43722707,234889735,27100,204,30320,hp_recovery,805306626,0,1,0,2064
229,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5722,0,1641,41fa57ef3b010000,1,40,0x0139,X01,0,1,1158679892,1158679892,1862270987,23061,0,30126,non_fit,1,0,1,0,2064
230,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5739,0,1646,f0fc57ef3b010000,3,376,0x0139,X01,0,1,1158679892,1158679892,553656320,23061,0,30328,non_fit,537094072,0,1,0,2064
231,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5751,0,1654,910358ef3b010000,0,0,0x013A,X10,0,2,43722707,43722707,2080374882,0,0,0,unknown,0,0,1,0,2064
232,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5751,0,1654,910358ef3b010000,0,0,0x013A,X10,1,2,43722707,43722707,2080374882,0,0,30331,non_fit,671311734,0,1,0,2064
233,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5764,0,1658,e40558ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679892,419434496,22104,22,30301,normal_damage,134219268,1,1,0,2064
234,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5770,0,1663,b50858ef3b010000,0,0,0x0139,X01,0,1,43723073,1158679892,301993998,27190,84,30301,normal_damage,134252036,1,1,0,2064
235,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5792,0,1672,fc0e58ef3b010000,0,0,0x0139,X01,0,1,1158679892,43723073,285216768,23003,71,30301,normal_damage,134219268,1,1,0,2064
236,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5794,0,1674,8a1058ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679892,419434496,22104,19,30301,normal_damage,134219268,1,1,0,2064
237,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5812,0,1683,4e1a58ef3b010000,0,0,0x0139,X01,0,1,43723073,1158679892,419434496,22104,48,30301,normal_damage,134219268,1,1,0,2064
238,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5815,0,1684,5b1a58ef3b010000,1,64,0x0139,X01,0,1,43722707,1158679892,419434496,22104,19,30301,normal_damage,134219268,1,1,0,2064
239,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5827,0,1687,5f1b58ef3b010000,0,0,0x0139,X01,0,1,1158679892,1158679892,2080374882,0,0,30338,non_fit,671311653,0,1,0,2064
240,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5833,0,1693,ac2058ef3b010000,0,0,0x0139,X01,0,1,1158679892,43723073,285216768,23005,0,30311,miss,134217732,1,1,0,2064
241,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5846,0,1697,582458ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679892,419434496,22104,0,30311,miss,134217732,1,1,0,2064
242,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5849,0,1700,a22558ef3b010000,0,0,0x013A,X10,0,2,43723073,43723073,2080374882,0,0,0,unknown,0,0,1,0,2064
243,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5849,0,1700,a22558ef3b010000,0,0,0x013A,X10,1,2,43723073,43723073,2080374882,0,0,30331,non_fit,671311734,0,1,0,2064
244,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5865,0,1706,a62a58ef3b010000,0,0,0x0139,X01,0,1,43723073,1158679892,419434496,22104,47,30301,normal_damage,134219268,1,1,0,2064
245,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5881,0,1713,c62e58ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679892,419434496,22104,19,30301,normal_damage,134219268,1,1,0,2064
246,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,5884,0,1716,d33058ef3b010000,0,0,0x0139,X01,0,1,1158679892,43723073,285216768,23005,71,30301,normal_damage,134219268,1,1,0,2064
247,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,6101,0,1726,8d3358ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679892,301995007,27150,62,30301,normal_damage,134252036,1,1,0,2064
248,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,6132,0,1736,bf3b58ef3b010000,4,160,0x0139,X01,0,1,43723073,1158679892,2080374882,0,0,0,unknown,671311800,0,1,0,2064
249,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,6136,0,1736,bf3b58ef3b010000,8,624,0x013A,X10,0,6,43723073,1158679892,419434496,22104,50,30301,normal_damage,134743556,1,1,0,2064
250,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,6136,0,1736,bf3b58ef3b010000,8,624,0x013A,X10,1,6,43723073,1158679892,419434496,22104,0,30116,non_fit,0,0,1,0,2064
251,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,6136,0,1736,bf3b58ef3b010000,8,624,0x013A,X10,2,6,43723073,43723073,419434496,22104,1,33919,non_fit,0,80,1,0,2064
252,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,6136,0,1736,bf3b58ef3b010000,8,624,0x013A,X10,3,6,43723073,43723073,419434496,22104,538,33936,non_fit,0,73,1,0,2064
253,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,6136,0,1736,bf3b58ef3b010000,8,624,0x013A,X10,4,6,43723073,43722707,419434496,22104,1,33919,non_fit,0,80,1,0,2064
254,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,6136,0,1736,bf3b58ef3b010000,8,624,0x013A,X10,5,6,43723073,43722707,419434496,22104,479,33935,non_fit,0,73,1,0,2064
255,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,6345,0,1746,5c3e58ef3b010000,26,3440,0x0139,X01,0,1,43723073,43723073,2080374882,0,0,30331,non_fit,671311845,0,1,0,2064
256,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,6377,0,1759,2a4858ef3b010000,1,40,0x0139,X01,0,1,43722707,43722707,2080374882,21002,0,0,unknown,1,0,1,0,2064
257,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,6580,0,1820,306f58ef3b010000,0,0,0x0139,X01,0,1,43722707,43722707,2080374882,0,0,30331,non_fit,671311845,0,1,0,2064
258,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,6589,0,1824,077158ef3b010000,1,40,0x0139,X01,0,1,43723073,43723073,2080374882,21002,0,0,unknown,1,0,1,0,2064
259,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,6631,0,1841,c67d58ef3b010000,1,40,0x0139,X01,0,1,43723073,43723073,2080374882,21001,0,0,unknown,1,0,1,0,2064
260,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,6682,0,1862,2e8e58ef3b010000,1,40,0x0139,X01,0,1,43722707,43722707,1862270979,27351,0,30128,non_fit,1,0,1,0,2064
261,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,6697,0,1871,869558ef3b010000,1,40,0x0139,X01,0,1,43723073,43723073,2080374882,21002,0,0,unknown,1,0,1,0,2064
262,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,6723,0,1878,5e9b58ef3b010000,7,1048,0x013A,X10,0,2,43722707,43722707,16782397,27351,0,30328,non_fit,537094041,0,1,0,2064
263,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,6723,0,1878,5e9b58ef3b010000,7,1048,0x013A,X10,1,2,43722707,43723073,16782397,27351,0,30328,non_fit,537094041,0,1,0,2064
264,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,6742,0,1890,3ea758ef3b010000,0,0,0x0139,X01,0,1,43723073,43723073,234889735,27100,201,30320,hp_recovery,805306626,0,1,0,2064
265,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7057,0,1973,64dc58ef3b010000,1,40,0x0139,X01,0,1,43723073,43723073,2080374882,21001,0,0,unknown,1,0,1,0,2064
