source_ordinal,observation_id,created_at,zone,canonical_zone_name,client_zone_name,zone_identity_status,category,category_basis,subject_type,subject_name,subject_identity_status,profile_id,map_bounds,position,rotation,notes,placement_claim_status
142,4f18ed56-7b8c-43ce-a483-a3ddbb8959ea,2026-09-16T12:08:19.0117543Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Bumble Beetle,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-59.998085021972656,53.242706298828125,-235.21878051757812]",-0.22148704528808594,Bumble Beetle spawn,observation-only; home/slot/respawn unresolved
143,02533167-cb33-44c9-abc8-eff07b50e99c,2026-09-16T12:10:34.5319406Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-8.399113655090332,53.81523513793945,-239.26693725585938]",1.714139699935913,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
144,a6340fa3-d362-4c7d-b0c1-051655896d7b,2026-09-16T12:10:43.7718239Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[0.7634328603744507,52.7412109375,-229.63107299804688]",0.30453789234161377,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
145,b99ee1f4-6858-4e23-aa8d-fea3f14a383e,2026-09-16T12:15:07.1880444Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[22.921260833740234,48.97529602050781,-223.50192260742188]",-1.5479750633239746,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
146,e970ecb3-be77-46b2-820f-06ab6b714f7e,2026-09-16T12:15:50.6360314Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-58.76557159423828,54.103729248046875,-241.47015380859375]",-1.7839937210083008,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
147,055e06be-3f10-45b7-aa91-b7d665095926,2026-09-16T12:16:03.0366113Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-62.050758361816406,54.52214813232422,-264.9117736816406]",-3.026183605194092,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
148,c7628a31-90da-4f52-8255-51b0e1602e0a,2026-09-16T12:16:21.2135891Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-71.22630310058594,52.7396125793457,-297.13262939453125]",-2.92893385887146,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
149,4588a741-f125-4a6a-8ca0-cf4000581985,2026-09-16T12:16:49.2762519Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-155.30322265625,53.16372299194336,-276.0201110839844]",-1.8806977272033691,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
150,e8223d13-b6bf-443d-8839-1ed02e0ae791,2026-09-16T12:17:28.3719827Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-226.06661987304688,52.51858901977539,-329.4226379394531]",-2.7127182483673096,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
151,4c9d2c97-8cae-4a96-aacc-7dfe28f39973,2026-09-16T12:17:44.0840106Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-234.46754455566406,52.86393737792969,-314.8381042480469]",-1.2558765411376953,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
152,328445af-92be-4b60-9587-4352f76095ae,2026-09-16T12:17:53.0522416Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-243.88143920898438,54.38988494873047,-322.401123046875]",-2.52016544342041,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
153,8bd68341-7501-4473-84d1-845570c8376a,2026-09-16T12:27:03.2603748Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-280.33795166015625,50.687965393066406,-433.778076171875]",-2.291745662689209,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
154,b6702885-5418-4716-9e7d-5625e7abcdbf,2026-09-16T12:27:13.764212Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-266.11676025390625,54.463233947753906,-450.1376953125]",2.0294532775878906,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
155,f2d86ea7-2fdc-4339-8582-508f0bf7c3ce,2026-09-16T12:27:36.7083752Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Aldgoat nanny,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-316.59930419921875,53.18636703491211,-489.9506530761719]",3.0825142860412598,Aldgoat nanny spawn,observation-only; home/slot/respawn unresolved
156,c9f17ff5-c777-4f1a-af0d-1d24048da49d,2026-09-16T12:29:14.4923272Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-382.4009094238281,46.48551559448242,-374.2948913574219]",0.9847381711006165,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
157,97e79bb6-3870-4e0e-a49e-050586ccec4b,2026-09-16T12:29:30.0046753Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-398.4783935546875,46.248008728027344,-387.07989501953125]",-2.167654037475586,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
158,c551461c-dadd-4df7-9164-fcc7615c3c8c,2026-09-16T12:30:00.7322541Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-364.3604736328125,51.58164596557617,-443.2147216796875]",-2.318354368209839,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
159,70ee9a45-5e46-4d6d-8371-a18a9bd273c2,2026-09-16T12:30:15.7322513Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-382.3609619140625,54.164100646972656,-433.4751892089844]",2.0860207080841064,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
160,c4b0c1b5-559b-4e84-bb5d-42500b0e7549,2026-09-16T12:30:30.7804102Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-338.89154052734375,51.402347564697266,-441.5609436035156]",0.8575507402420044,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
161,84dd7c6a-451b-4278-b7ef-305a23816a48,2026-09-16T12:30:52.2443795Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-368.0758361816406,51.83257293701172,-466.2795715332031]",-2.2770419120788574,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
162,3bd257de-6aea-4209-93ad-3f46aef073e7,2026-09-16T12:31:02.020349Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-355.2308044433594,50.48338317871094,-479.7135009765625]",1.0849218368530273,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
163,9445a17c-3296-4ac5-a49d-592e26868b4d,2026-09-16T12:31:23.9828675Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-385.0559997558594,54.17577362060547,-496.9675598144531]",-2.00667142868042,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
164,18ca34f1-7407-43cc-844b-785141ddb24f,2026-09-16T12:32:41.0682541Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-388.06591796875,62.30307388305664,-565.982666015625]",1.151577353477478,Wharf Rat Spawn,observation-only; home/slot/respawn unresolved
165,4a521467-ebfd-4559-b58d-e6d2009cb1f7,2026-09-16T12:32:59.6044027Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Bumble Beetle,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-375.68707275390625,62.48231506347656,-571.0869750976562]",1.999133586883545,Bumble Beetle spawn,observation-only; home/slot/respawn unresolved
166,c0cbd004-2e4f-4659-94f1-77461c41ca12,2026-09-16T12:49:52.1968972Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Puk,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-358.24700927734375,60.83979034423828,-575.3208618164062]",1.9561817646026611,Puk spawn,observation-only; home/slot/respawn unresolved
167,e850714f-c6fb-4fa9-a4e1-780a30b319e1,2026-09-16T12:50:39.727504Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Ladybug,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-330.5158996582031,62.17772674560547,-565.8375854492188]",1.192159652709961,Ladybug Spawn,observation-only; home/slot/respawn unresolved
168,b3ae0ab5-a16b-4b2e-aab6-64002d203b9c,2026-09-16T12:51:14.5169649Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-414.9532165527344,57.07255935668945,-550.1895141601562]",-2.394223213195801,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
169,11812809-c855-4580-9277-c5c338027c32,2026-09-16T12:51:25.7729016Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Puk,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-394.5195007324219,61.94063949584961,-571.0052490234375]",2.179945230484009,Puk spawn,observation-only; home/slot/respawn unresolved
170,5c0e662c-ab33-4ad1-ada7-8a78e0b918ca,2026-09-16T12:54:47.9010928Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Puk,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-623.3184814453125,61.21449279785156,-721.8137817382812]",-2.195486545562744,Puk spawn,observation-only; home/slot/respawn unresolved
171,828077bc-ebfa-42e0-a94f-83c3fd7f61a0,2026-09-16T12:55:35.4929485Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Puk Hatchling,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-623.7221069335938,60.62240982055664,-737.6161499023438]",-3.050828456878662,Puk Hatchling spawn,observation-only; home/slot/respawn unresolved
172,f41c1ea0-e619-400c-bd60-269be9edb05b,2026-09-16T12:55:45.5569766Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Puk Hatchling,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-587.2880859375,61.383949279785156,-763.7262573242188]",2.2231600284576416,Puk Hatchling spawn,observation-only; home/slot/respawn unresolved
173,44acafea-2d88-4b5a-8448-68c206b0c5b5,2026-09-16T12:55:58.172944Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Puk Hatchling,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-592.6163330078125,59.71552276611328,-802.2825317382812]",-2.8558573722839355,Puk Hatchling spawn,observation-only; home/slot/respawn unresolved
174,baf10a65-8aee-4258-9421-e2c32b8a3559,2026-09-16T12:58:16.1254383Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Puk Hatchling,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-619.0321044921875,60.337589263916016,-812.06396484375]",-1.6600284576416016,Puk Hatchling spawn,observation-only; home/slot/respawn unresolved
175,3ec738fd-2473-444c-a37c-e43512946309,2026-09-16T12:58:28.6769703Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Puk Hatchling,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-648.3274536132812,61.517520904541016,-822.0733032226562]",-1.7303180694580078,Puk Hatchling spawn,observation-only; home/slot/respawn unresolved
176,73deb699-af28-4466-bdd2-e8de2321105c,2026-09-16T13:00:39.4851887Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Puk Hatchling,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-693.146728515625,53.70404815673828,-769.990234375]",-0.5083141326904297,Puk Hatchling spawn,observation-only; home/slot/respawn unresolved
177,7d882feb-1731-4244-b0c9-d19fbd3e2b9a,2026-09-16T13:00:57.6611933Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Puk Hatchling,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-719.0033569335938,53.980953216552734,-776.2081909179688]",-1.8762445449829102,Puk Hatchling spawn,observation-only; home/slot/respawn unresolved
178,efdf28d0-1dc5-47c3-a1f8-dbc47be3b09d,2026-09-16T13:01:29.99745Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Puk Hatchling,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-723.9487915039062,53.09013366699219,-786.887451171875]",-1.0395612716674805,Puk Hatchling spawn,observation-only; home/slot/respawn unresolved
179,d47863f5-12cc-40cb-9bb8-5577602a09dd,2026-09-16T13:01:41.5970867Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Puk Hatchling,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-748.7674560546875,53.111061096191406,-825.494873046875]",-2.5853936672210693,Puk Hatchling sapwn,observation-only; home/slot/respawn unresolved
180,2b6e57b5-7867-4aff-a73f-967178299975,2026-09-16T13:02:30.5412733Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-754.8499755859375,54.319122314453125,-828.50732421875]",0.11801840364933014,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
181,9004ea31-edeb-43a2-869c-634ece7cb130,2026-09-16T13:02:42.0451269Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Puk Hatchling,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-765.5844116210938,52.05937957763672,-785.8558349609375]",2.6986382007598877,Puk Hatchling spawn,observation-only; home/slot/respawn unresolved
182,e8a3fb45-81fe-4402-8927-b8461ce1bcf2,2026-09-16T13:02:56.6132065Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-773.0526733398438,54.45195770263672,-771.1588134765625]",-0.5141000747680664,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
183,b8a2a995-d892-473d-9f0d-f81ba34b24d0,2026-09-16T13:03:25.9494745Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-794.3731689453125,53.86206817626953,-756.5946044921875]",-0.1934041976928711,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
184,cb3a07ea-25da-486d-820f-ef7bed4a528b,2026-09-16T13:03:35.7652693Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-778.0677490234375,53.84640121459961,-757.2356567382812]",1.8234208822250366,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
185,e70cc943-eec6-4311-9768-67264d9fd4c5,2026-09-16T13:03:57.0052367Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-830.293212890625,58.658565521240234,-806.6016235351562]",-2.043590545654297,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
186,1e629396-983e-4af9-bad1-506e17abf334,2026-09-16T13:04:22.7733367Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Puk Hatchling,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-824.8967895507812,62.527854919433594,-770.6387939453125]",0.4014531970024109,Puk Hatchling spawn,observation-only; home/slot/respawn unresolved
187,f8868211-0a31-4997-97b1-5a8c92f84ced,2026-09-16T13:04:47.7651802Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Puk Hatchling,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-817.6818237304688,61.16700744628906,-776.7305297851562]",1.975239634513855,Puk Hatchling sapwn,observation-only; home/slot/respawn unresolved
188,130830ce-3b36-4dce-aa90-079f75adffe4,2026-09-16T13:08:39.3412734Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Plains Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-842.3959350585938,58.62321472167969,-806.0645751953125]",1.0752894878387451,Plains Rat spawn,observation-only; home/slot/respawn unresolved
189,f2668cb0-5c23-4c84-a327-5ef5467fa3fb,2026-09-16T13:08:48.7413453Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Plains Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-835.2554931640625,61.39900207519531,-820.7361450195312]",2.856445789337158,Plains Rat spawn,observation-only; home/slot/respawn unresolved
190,7a991326-4864-453e-aaf9-9075d389c35d,2026-09-16T13:09:01.9254407Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Plains Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-838.202880859375,59.08119583129883,-789.0803833007812]",-0.11182785034179688,Plains Rat spawn,observation-only; home/slot/respawn unresolved
191,1f853801-96a9-4d1c-a284-ba78211bf3b3,2026-09-16T13:09:24.2054977Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Plains Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-904.7608032226562,53.63993835449219,-821.6636962890625]",-2.095503807067871,Plains Rat spawn,observation-only; home/slot/respawn unresolved
192,8df522f5-ab45-42ec-9499-22764f7633cd,2026-09-16T13:09:49.6533536Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Plains Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-940.9708862304688,53.17927932739258,-816.09716796875]",2.321838855743408,Plains Rat spawn,observation-only; home/slot/respawn unresolved
193,a9a9e72d-1621-4592-9427-a937d1009e78,2026-09-16T13:10:05.8613665Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Plains Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-963.8638305664062,54.521541595458984,-836.597900390625]",-2.686558485031128,Plains Rat spawn,observation-only; home/slot/respawn unresolved
194,6db6ae6b-67c2-474b-bfce-32a329d59416,2026-09-16T13:10:12.9097552Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Plains Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-959.8111572265625,53.41558074951172,-851.9249267578125]",2.993748664855957,Plains Rat spawn,observation-only; home/slot/respawn unresolved
195,43db3fd3-1d73-4fd2-b86b-140b3a55376f,2026-09-16T13:10:20.7331051Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Plains Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-948.1797485351562,54.608306884765625,-841.861083984375]",1.1604782342910767,Plains Rat spawn,observation-only; home/slot/respawn unresolved
196,1f95daf6-91a4-4255-ad3d-78d63ee7af5c,2026-09-16T13:10:34.3093838Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Plains Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-993.6620483398438,51.72587585449219,-821.4666137695312]",-2.139763355255127,Plains Rat spawn,observation-only; home/slot/respawn unresolved
197,3f778975-2197-4179-a272-e8799d3c5ab4,2026-09-16T13:11:49.5813835Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Lost Ewe,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-967.704833984375,52.786746978759766,-871.636962890625]",2.03513765335083,Lost Ewe spawn,observation-only; home/slot/respawn unresolved
198,abc9d988-e635-43fd-8251-903ad44618df,2026-09-16T13:12:08.0133959Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Lost Ewe,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-962.2078247070312,54.51050567626953,-891.335693359375]",2.8439106941223145,Lost Ewe spawn,observation-only; home/slot/respawn unresolved
199,3b59ed7d-0aa7-431c-9b61-382a2528fb6b,2026-09-16T13:12:15.6933719Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Lost Ewe,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-972.5562744140625,53.18040466308594,-895.4119873046875]",-1.843614101409912,Lost Ewe spawn,observation-only; home/slot/respawn unresolved
208,c5475c1c-e924-48fa-9651-fe7d9c6117c2,2026-09-16T13:31:38.7818984Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Jellyfish,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1017.0805053710938,62.07169723510742,-774.5805053710938]",-0.5404467582702637,Jellyfish spawn,observation-only; home/slot/respawn unresolved
209,f149524b-b7c1-4c95-9bc6-0f0c97c45aee,2026-09-16T13:31:48.3186372Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Jellyfish,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1026.14501953125,62.53507995605469,-775.87890625]",-1.5200433731079102,Jellyfish sapwn,observation-only; home/slot/respawn unresolved
210,41b31000-703f-42af-b3e4-b3fc02b42efd,2026-09-16T13:32:03.8779896Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Jellyfish,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1020.9217529296875,62.01646423339844,-783.7880249023438]",3.04799485206604,Jellyfish spawn,observation-only; home/slot/respawn unresolved
211,e4c47fe9-3f30-4f49-a3a9-4fe37b4fc730,2026-09-16T13:32:13.0698646Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Jellyfish,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1004.5889282226562,59.60087585449219,-779.7736206054688]",1.2157094478607178,Jellyfish spawn,observation-only; home/slot/respawn unresolved
212,ae4418c6-d4a6-4289-b70e-586061bb4743,2026-09-16T13:34:02.4300928Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Scalepuk,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1019.3226928710938,54.05813217163086,-880.7177124023438]",-2.1451034545898438,Scalepuk spawn,observation-only; home/slot/respawn unresolved
213,bb52c36f-b2f7-42cc-bc05-e5821dda1dc0,2026-09-16T13:34:09.462391Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Scalepuk,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1022.0216674804688,53.19806671142578,-872.205810546875]",0.30334770679473877,Scalepukspawn,observation-only; home/slot/respawn unresolved
214,2de6abe0-e515-4996-9efb-e8296f2a384b,2026-09-16T13:34:17.1183756Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Scalepuk,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1016.7657470703125,52.48513412475586,-860.2536010742188]",0.4221656918525696,Scalepuk sapwn,observation-only; home/slot/respawn unresolved
215,45d3ed45-0bcd-437b-8b94-2862d512c132,2026-09-16T13:34:28.8700767Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Scalepuk,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1009.1925659179688,52.607154846191406,-866.0120239257812]",2.1905999183654785,Scalepuk spawn,observation-only; home/slot/respawn unresolved
