item_jp,item_en_client,client_item_id,item_match_note,seller_npc_jp,seller_npc_en_client,client_npc_id,npc_match_note,seller_city_region,seller_area,x,y,source_price
コットンシェパードチュニック,Cotton Shepherd's Tunic,8031915,,道具商ヴォイス,Voyce,1000249,,グリダニア,,7,3,"13,613"
コットンシェパードチュニック,Cotton Shepherd's Tunic,8031915,,用具商デ・ボンジャ,D'bhonja,1900192,,グリダニア,,4,3,"13,613"
コットンシェパードチュニック,Cotton Shepherd's Tunic,8031915,,服屋セブルガ,Seburga,1100103,,グリダニア,辻店区 ローファッション通り,,,"13,613"
コットンシェパードチュニック,Cotton Shepherd's Tunic,8031915,,防具商ガネロン,Ganelon,1000116,,ウルダハ,商業層,6,4,"13,613"
コットンシェパードチュニック,Cotton Shepherd's Tunic,8031915,,道具商スレダ,Sreda,1100425,,ウルダハ,商業層,6,6,"13,613"
コットンシェパードチュニック,Cotton Shepherd's Tunic,8031915,,道具商ロサムンド,Rosamund,1100413,,ウルダハ,商業層,7,6,"13,613"
コットンシェパードチュニック,Cotton Shepherd's Tunic,8031915,,道具商カンプラン,Quimperain,1200217,,ウルダハ,政庁層,5,6,"13,613"
コットンシェパードチュニック,Cotton Shepherd's Tunic,8031915,,服屋フラジョルロア,Frageorloix,1200049,,ウルダハ,旅商区 ローファッション横町,,,"13,613"
コットンシュガーローフ,Cotton Sugarloaf Hat,8010910,,道具商レレマキ,Reremaki,1400189,,リムサ・ロミンサ,上甲板層,6,3,"73,180"
コットンシュガーローフ,Cotton Sugarloaf Hat,8010910,,魔器商ジュルラン,Jeulerand,1200207,,グリダニア,,2,1,"73,180"
コットンシュガーローフ,Cotton Sugarloaf Hat,8010910,,道具商カンプラン,Quimperain,1200217,,ウルダハ,政庁層,5,6,"73,180"
コットンショーツ,Cotton Shorts,8060077,,下着屋ワワポ,Wawapo,1500160,,ウルダハ,商業層,6,4,"9,828"
コットンシングレット,Cotton Singlet,8040092,,下着屋ティフィナ,Tiphina,1100437,,リムサ・ロミンサ,下甲板層,5,5,"32,760"
コットンスカーフ,Cotton Scarf,8011815,,防具商ヴェーブアクト,Waebahct,1600215,,リムサ・ロミンサ,上甲板層,7,5,"4,455"
コットンスカーフ,Cotton Scarf,8011815,,道具商マルスラン,Marcelain,1200209,,リムサ・ロミンサ,上甲板層,7,7,"4,455"
コットンスカーフ,Cotton Scarf,8011815,,道具商レレマキ,Reremaki,1400189,,リムサ・ロミンサ,上甲板層,6,3,"4,455"
コットンスカーフ,Cotton Scarf,8011815,,用具商ウンシンヴィルフ,Unsynwilf,1600212,,リムサ・ロミンサ,下甲板層,5,6,"4,455"
コットンスカーフ,Cotton Scarf,8011815,,服屋グ・スンブラ,G'sumbla,1900159,,リムサ・ロミンサ,商業区 ローファッション街,,,"4,455"
コットンスカーフ,Cotton Scarf,8011815,,防具商ナイ・カマゾン,Naih Khamazom,1900259,,グリダニア,,6,6,"4,455"
コットンスカーフ,Cotton Scarf,8011815,,服屋セブルガ,Seburga,1100103,,グリダニア,辻店区 ローファッション通り,,,"4,455"
コットンスカーフ,Cotton Scarf,8011815,,防具商ガネロン,Ganelon,1000116,,ウルダハ,商業層,6,4,"4,455"
コットンスカーフ,Cotton Scarf,8011815,,道具商ロサムンド,Rosamund,1100413,,ウルダハ,商業層,7,6,"4,455"
コットンスカーフ,Cotton Scarf,8011815,,道具商カンプラン,Quimperain,1200217,,ウルダハ,政庁層,5,6,"4,455"
コットンスカーフ,Cotton Scarf,8011815,,用具商エミヌ,Eminne,1300162,,ウルダハ,商業層,6,6,"4,455"
コットンスカーフ,Cotton Scarf,8011815,,服屋フラジョルロア,Frageorloix,1200049,,ウルダハ,旅商区 ローファッション横町,,,"4,455"
コットンストッキング,Cotton Stockings,8060072,,下着屋ハ・フゾル,H'fudzol,1900196,,グリダニア,,6,4,"9,828"
コットンタバード,Cotton Tabard,8031121,,防具商ヴェーブアクト,Waebahct,1600215,,リムサ・ロミンサ,上甲板層,7,5,"15,590"
コットンタバード,Cotton Tabard,8031121,,板金商フェーズギム,Faezghim,1600070,prefix-variant:client=甲冑商フェーズギム,リムサ・ロミンサ,商業区 アーマー街,,,"15,590"
コットンタバード,Cotton Tabard,8031121,,防具商ナイ・カマゾン,Naih Khamazom,1900259,,グリダニア,,6,6,"15,590"
コットンタバード,Cotton Tabard,8031121,,板金商オディブランド,Odibrand,2200193,prefix-variant:client=甲冑商オディブランド,グリダニア,辻店区 アーマー通り,,,"15,590"
コットンタバード,Cotton Tabard,8031121,,防具商ガネロン,Ganelon,1000116,,ウルダハ,商業層,6,4,"15,590"
コットンタバード,Cotton Tabard,8031121,,武器商スリドウルフ,Thrydwulf,1000241,,ウルダハ,商業層,5,5,"15,590"
コットンタバード,Cotton Tabard,8031121,,板金商イゾルド,Isaulde,1300119,prefix-variant:client=甲冑商イゾルド,ウルダハ,旅商区 アーマー横町,,,"15,590"
コットンダブレットベスト,Cotton Doublet Vest,8031227,,道具商マルスラン,Marcelain,1200209,,リムサ・ロミンサ,上甲板層,7,7,"89,100"
コットンダブレットベスト,Cotton Doublet Vest,8031227,,道具商ウルリック,Ulric,1000245,,グリダニア,,6,5,"89,100"
コットンダブレットベスト,Cotton Doublet Vest,8031227,,用具商デ・ボンジャ,D'bhonja,1900192,,グリダニア,,4,3,"89,100"
コットンダブレットベスト,Cotton Doublet Vest,8031227,,用具商エミヌ,Eminne,1300162,,ウルダハ,商業層,6,6,"89,100"
コットンダルマティカ,Cotton Dalmatica,8030423,,魔器商ノノス,Nonosu,1500161,,ウルダハ,商業層,4,5,"70,980"
コットンダルマティカ,Cotton Dalmatica,8030423,,道具商スレダ,Sreda,1100425,,ウルダハ,商業層,6,6,"70,980"
コットンチェストバンド,Cotton Chestband,8040062,,下着屋ティフィナ,Tiphina,1100437,,リムサ・ロミンサ,下甲板層,5,5,"32,760"
コットントランクス,Cotton Trunks,8060092,,下着屋ティフィナ,Tiphina,1100437,,リムサ・ロミンサ,下甲板層,5,5,"9,828"
コットンドロワーズ,Cotton Drawers,8060082,,下着屋ワワポ,Wawapo,1500160,,ウルダハ,商業層,6,4,"9,828"
コットンパンタレット,Cotton Pantalettes,8060087,,下着屋ハ・フゾル,H'fudzol,1900196,,グリダニア,,6,4,"9,828"
コットンパーニュ,Cotton Pagne,8060057,,下着屋ワワポ,Wawapo,1500160,,ウルダハ,商業層,6,4,"9,828"
コットンハーフグローブ,Cotton Halfgloves,8070322,,防具商ヴェーブアクト,Waebahct,1600215,,リムサ・ロミンサ,上甲板層,7,5,"4,725"
コットンハーフグローブ,Cotton Halfgloves,8070322,,道具商マルスラン,Marcelain,1200209,,リムサ・ロミンサ,上甲板層,7,7,"4,725"
コットンハーフグローブ,Cotton Halfgloves,8070322,,道具商レレマキ,Reremaki,1400189,,リムサ・ロミンサ,上甲板層,6,3,"4,725"
コットンハーフグローブ,Cotton Halfgloves,8070322,,服屋チャ・ザンザ,T'zanza,1900162,,リムサ・ロミンサ,商業区 ローファッション街,,,"4,725"
コットンハーフグローブ,Cotton Halfgloves,8070322,,防具商ナイ・カマゾン,Naih Khamazom,1900259,,グリダニア,,6,6,"4,725"
コットンハーフグローブ,Cotton Halfgloves,8070322,,服屋カインバーグ,Kyneburg,1100086,,グリダニア,辻店区 ローファッション通り,,,"4,725"
コットンハーフグローブ,Cotton Halfgloves,8070322,,防具商ガネロン,Ganelon,1000116,,ウルダハ,商業層,6,4,"4,725"
コットンハーフグローブ,Cotton Halfgloves,8070322,,道具商スレダ,Sreda,1100425,,ウルダハ,商業層,6,6,"4,725"
コットンハーフグローブ,Cotton Halfgloves,8070322,,道具商ロサムンド,Rosamund,1100413,,ウルダハ,商業層,7,6,"4,725"
コットンハーフグローブ,Cotton Halfgloves,8070322,,道具商カンプラン,Quimperain,1200217,,ウルダハ,政庁層,5,6,"4,725"
コットンハーフグローブ,Cotton Halfgloves,8070322,,服屋ケアイラ,Keaira,1100198,,ウルダハ,旅商区 ローファッション横町,,,"4,725"
コットンハーフタイツ,Cotton Halftights,8060052,,下着屋ワワポ,Wawapo,1500160,,ウルダハ,商業層,6,4,"9,828"
コットンハーフトップ,Cotton Halftop,8040087,,下着屋ハ・フゾル,H'fudzol,1900196,,グリダニア,,6,4,"32,760"
コットンハーフローブ,Cotton Halfrobe,8031417,,道具商レレマキ,Reremaki,1400189,,リムサ・ロミンサ,上甲板層,6,3,"97,440"
コットンハーフローブ,Cotton Halfrobe,8031417,,魔器商ジュルラン,Jeulerand,1200207,,グリダニア,,2,1,"97,440"
コットンハーフローブ,Cotton Halfrobe,8031417,,道具商カンプラン,Quimperain,1200217,,ウルダハ,政庁層,5,6,"97,440"
コットンブリーチ,Cotton Breeches,8050223,,道具商マルスラン,Marcelain,1200209,,リムサ・ロミンサ,上甲板層,7,7,"21,294"
コットンブリーチ,Cotton Breeches,8050223,,道具商スレダ,Sreda,1100425,,ウルダハ,商業層,6,6,"21,294"
コットンブレイ,Cotton Braies,8060067,,下着屋ハ・フゾル,H'fudzol,1900196,,グリダニア,,6,4,"9,828"
コットンブレストクロス,Cotton Breastcloth,8040057,,下着屋ワワポ,Wawapo,1500160,,ウルダハ,商業層,6,4,"32,760"
コットンボディス,Cotton Bodice,8040072,,下着屋ハ・フゾル,H'fudzol,1900196,,グリダニア,,6,4,"32,760"
コットンロインガード,Cotton Loinguard,8060062,,下着屋ティフィナ,Tiphina,1100437,,リムサ・ロミンサ,下甲板層,5,5,"9,828"
コットンワークグローブ,Cotton Work Gloves,8070418,,用具商エミヌ,Eminne,1300162,,ウルダハ,商業層,6,6,"43,953"
コーラルバタフライ,Coral Butterfly,3011208,,魚商ホラスフィス,Holasfhis,1600272,,リムサ・ロミンサ,上甲板層,7,6,845
コーングリッツ,Cornmeal,3011527,,粉屋リトルジョン,Littlejohn,1000166,,グリダニア,,5,3,983
コーングリッツ,Cornmeal,3011527,,旅商ヘレナ,Helena,1100327,,ウルダハ,商業層,7,4,983
サイズ,Bronze Scythe,7020104,,用具商ペ・ンドロボ,P'ndolobo,1900002,,リムサ・ロミンサ,下甲板層,5,5,"14,784"
サイズ,Bronze Scythe,7020104,,用具商タタロガ,Tataroga,1400030,,ウルダハ,商業層,7,4,"14,784"
サゴリーセージ,Sagolii Sage,3011510,,生薬屋ジョ・ランマヤ,Z'ranmaia,1900009,,リムサ・ロミンサ,上甲板層,7,3,"3,395"
サゴリーセージ,Sagolii Sage,3011510,,錬金術師ジェミミ,Jemimi,1500095,,ウルダハ,政庁層,5,6,"3,395"
ザナラーン茶葉,Thanalan Tea Leaves,3011521,,八百屋ヴィスロール,Wysslorh,1600245,,ウルダハ,商業層,6,4,"3,881"
ザナラーン茶葉,Thanalan Tea Leaves,3011521,,土産屋ヴェークサッツ,Waeksatz,1600218,,ウルダハ,ウルダハ・ランディング,1,1,"3,881"
ザリガニ,Crayfish,3011103,,魚商ホラスフィス,Holasfhis,1600272,,リムサ・ロミンサ,上甲板層,7,6,29
サンフラワーシード,Sunflower Seeds,3011405,,花屋ビ・コンバラ,B'konbalha,1900096,,グリダニア,,6,5,58
サンフラワーシード,Sunflower Seeds,3011405,,旅商ヘレナ,Helena,1100327,,ウルダハ,商業層,7,4,58
サンレモン,Sun Lemon,3011456,,園芸師ボドゥフォアン,Beaudefoin,1200124,,グリダニア,,7,3,898
シェパードスロップ,Hempen Shepherd's Slops,8051115,,防具商ヴェーブアクト,Waebahct,1600215,,リムサ・ロミンサ,上甲板層,7,5,288
シェパードスロップ,Hempen Shepherd's Slops,8051115,,道具商アドリ,Adri,2200011,,リムサ・ロミンサ,上甲板層,7,7,288
シェパードスロップ,Hempen Shepherd's Slops,8051115,,用具商ウンシンヴィルフ,Unsynwilf,1600212,,リムサ・ロミンサ,下甲板層,5,6,288
シェパードスロップ,Hempen Shepherd's Slops,8051115,,靴屋シェイリー,Shaylee,1100215,,リムサ・ロミンサ,商業区 ローファッション街,,,288
シェパードスロップ,Hempen Shepherd's Slops,8051115,,防具商ナイ・カマゾン,Naih Khamazom,1900259,,グリダニア,,6,6,288
シェパードスロップ,Hempen Shepherd's Slops,8051115,,道具商ウルリック,Ulric,1000245,,グリダニア,,6,5,288
シェパードスロップ,Hempen Shepherd's Slops,8051115,,道具商ヴォイス,Voyce,1000249,,グリダニア,,7,3,288
シェパードスロップ,Hempen Shepherd's Slops,8051115,,用具商デ・ボンジャ,D'bhonja,1900192,,グリダニア,,4,3,288
シェパードスロップ,Hempen Shepherd's Slops,8051115,,靴屋ウリス,Urith,1100111,,グリダニア,辻店区 ローファッション通り,,,288
シェパードスロップ,Hempen Shepherd's Slops,8051115,,防具商ガネロン,Ganelon,1000116,,ウルダハ,商業層,6,4,288
シェパードスロップ,Hempen Shepherd's Slops,8051115,,用具商エミヌ,Eminne,1300162,,ウルダハ,商業層,6,6,288
シェパードスロップ,Hempen Shepherd's Slops,8051115,,靴屋ワルドヒア,Waldhere,2200233,,ウルダハ,旅商区 ローファッション横町,,,288
ジェードピー,Jade Peas,3011413,,園芸師ボドゥフォアン,Beaudefoin,1200124,,グリダニア,,7,3,"1,546"
ジェードピー,Jade Peas,3011413,,旅商ヘレナ,Helena,1100327,,ウルダハ,商業層,7,4,"1,546"
シナモン,Cinnamon,3011509,,生薬屋ジョ・ランマヤ,Z'ranmaia,1900009,,リムサ・ロミンサ,上甲板層,7,3,25
シナモン,Cinnamon,3011509,,調理師ペ・ソンジャ,P'sonjha,1900008,,ウルダハ,商業層,6,4,25
ジャベリン,Bronze Javelin,3910301,,武器商ケリッヒ,Kerrich,1000154,,リムサ・ロミンサ,上甲板層,7,6,102
ジャベリン,Bronze Javelin,3910301,,弓師トヴィルモト,Twyrmoht,1600206,,グリダニア,,7,2,102
シャンテレール,Chanterelle,3011411,,調理師ペ・ソンジャ,P'sonjha,1900008,,ウルダハ,商業層,6,4,120
シュリークシュルーム,Shriekshroom,3011407,,調理師ペ・ソンジャ,P'sonjha,1900008,,ウルダハ,商業層,6,4,158
シューズ,Sheepskin Shoes,8080615,,防具商ヴェーブアクト,Waebahct,1600215,,リムサ・ロミンサ,上甲板層,7,5,192
シューズ,Sheepskin Shoes,8080615,,武器商エイラード,Aylard,2200044,,リムサ・ロミンサ,下甲板層,4,7,192
シューズ,Sheepskin Shoes,8080615,,道具商マルスラン,Marcelain,1200209,,リムサ・ロミンサ,上甲板層,7,7,192
シューズ,Sheepskin Shoes,8080615,,靴屋シェイリー,Shaylee,1100215,,リムサ・ロミンサ,商業区 ローファッション街,,,192
シューズ,Sheepskin Shoes,8080615,,防具商ナイ・カマゾン,Naih Khamazom,1900259,,グリダニア,,6,6,192
シューズ,Sheepskin Shoes,8080615,,武器商ルストバン,Roustebant,1200219,,グリダニア,,7,2,192
シューズ,Sheepskin Shoes,8080615,,武器商ドエル,Doelle,1300157,,グリダニア,,8,5,192
シューズ,Sheepskin Shoes,8080615,,靴屋ウリス,Urith,1100111,,グリダニア,辻店区 ローファッション通り,,,192
シューズ,Sheepskin Shoes,8080615,,防具商ガネロン,Ganelon,1000116,,ウルダハ,商業層,6,4,192
シューズ,Sheepskin Shoes,8080615,,武器商スリドウルフ,Thrydwulf,1000241,,ウルダハ,商業層,5,5,192
シューズ,Sheepskin Shoes,8080615,,武器商グ・ワハイ,G'wahaii,1900191,,ウルダハ,商業層,5,4,192
シューズ,Sheepskin Shoes,8080615,,道具商スレダ,Sreda,1100425,,ウルダハ,商業層,6,6,192
シューズ,Sheepskin Shoes,8080615,,道具商ロサムンド,Rosamund,1100413,,ウルダハ,商業層,7,6,192
シューズ,Sheepskin Shoes,8080615,,道具商カンプラン,Quimperain,1200217,,ウルダハ,政庁層,5,6,192
シューズ,Sheepskin Shoes,8080615,,用具商エミヌ,Eminne,1300162,,ウルダハ,商業層,6,6,192
シューズ,Sheepskin Shoes,8080615,,靴屋ワルドヒア,Waldhere,2200233,,ウルダハ,旅商区 ローファッション横町,,,192
ショーツ,Hempen Shorts,8060037,,服屋ロズレット,Roserette,1300062,,ウルダハ,商業層,6,4,108
ショートソード,Iron Shortsword,4030203,,武器商スリドウルフ,Thrydwulf,1000241,,ウルダハ,商業層,5,5,"56,784"
ショートボウ,Maple Shortbow,4070006,,武器商ティルスヴェーン,Tylswaen,1600207,,リムサ・ロミンサ,上甲板層,7,5,"4,080"
ショートボウ,Maple Shortbow,4070006,,武器商アイアンサンダー,Iron Thunder,1600295,,リムサ・ロミンサ,商業区 ファイター街,,,"4,080"
ショートボウ,Maple Shortbow,4070006,,武器商ザギルヘームル,Zagylhaemr,1600253,,グリダニア,,6,6,"4,080"
ショートボウ,Maple Shortbow,4070006,,武器商コネイン,Conayn,1000375,,グリダニア,辻店区 ファイター通り,,,"4,080"
ショートボウ,Maple Shortbow,4070006,,武器商エトガル,Etgar,1000105,,ウルダハ,商業層,6,4,"4,080"
ショートボウ,Maple Shortbow,4070006,,武器商リラクタントボア,Reluctant Boar,1600294,,ウルダハ,旅商区 ファイター横町,,,"4,080"
シルトグラインディングホイール,Siltstone Grinding Wheel,6041006,,道具商スレダ,Sreda,1100425,,ウルダハ,商業層,6,6,"122,892"
シルバーインゴット,Silver Ingot,10003013,,彫金師テテウ,Teteu,1500023,,リムサ・ロミンサ,下甲板層,5,5,"7,500"
シルバーインゴット,Silver Ingot,10003013,,彫金師ガガウル,Gagaulu,1400052,,グリダニア,,8,4,"7,500"
シルバーインゴット,Silver Ingot,10003013,,彫金師パミゾロー,Pamisolaux,1200070,,ウルダハ,商業層,6,6,"7,500"
シルバーサークレット_ゴシェナイト,Silver Circlet (Goshenite),8010442,variant:シルバーサークレット（ゴシェナイト）,道具商スレダ,Sreda,1100425,,ウルダハ,商業層,6,6,"114,576"
シルバーセプターDX,Decorated Silver Scepter,5020011,,魔器商ノノス,Nonosu,1500161,,ウルダハ,商業層,4,5,"145,464"
シルバーニードル,Silver Needle,6060011,,道具商ロサムンド,Rosamund,1100413,,ウルダハ,商業層,7,6,"66,528"
シルバーリングズ,Silver Rings,10003053,,彫金師テテウ,Teteu,1500023,,リムサ・ロミンサ,下甲板層,5,5,"6,000"
シルバーリングズ,Silver Rings,10003053,,彫金師ガガウル,Gagaulu,1400052,,グリダニア,,8,4,"6,000"
シルバーリングズ,Silver Rings,10003053,,彫金師パミゾロー,Pamisolaux,1200070,,ウルダハ,商業層,6,6,"6,000"
シングレット,Hempen Singlet,8040049,,貿易商ニストブルム,Nystbyrm,1600128,,リムサ・ロミンサ,下甲板層,5,5,360
シングレット,Hempen Singlet,8040049,,貿易商ピエヌ,Pienne,1300187,,リムサ・ロミンサ,ウルダハ交易商会,,,360
シングレット,Hempen Singlet,8040049,,貿易商ゴゴリヨ,Gogoriyo,1400203,,グリダニア,ウルダハ交易商会,,,360
シングレット,Hempen Singlet,8040049,,貿易商ザワワ,Zawawa,1500177,,ウルダハ,ウルダハ交易商会,,,360
ジンセン,Yellow Ginseng,10009407,,錬金術師ズズデス,Zuzudesu,1400035,,リムサ・ロミンサ,下甲板層,6,5,461
ジンセン,Yellow Ginseng,10009407,,錬金術師ムムコ,Mumuko,1500079,,グリダニア,,8,3,461
ジンセン,Yellow Ginseng,10009407,,錬金術師ジェミミ,Jemimi,1500095,,ウルダハ,政庁層,5,6,461
シープの粗皮,Sheepskin,10007001,,毛皮商ゼースウーヤ,Zaesoeya,1600252,,グリダニア,,6,4,"1,080"
シープレザー,Sheep Leather,10007101,,革細工師アーナルド,Arnald,1000037,,リムサ・ロミンサ,下甲板層,6,5,"1,200"
シープレザー,Sheep Leather,10007101,,革細工師スペールフェダル,Spaerfedar,1600176,,グリダニア,,7,3,"1,200"
シープレザー,Sheep Leather,10007101,,革細工師エルギヴァ,Elgiva,1100063,,ウルダハ,商業層,6,4,"1,200"
スカルキャップ,Dodoskin Skullcap,8013101,,防具商ヴェーブアクト,Waebahct,1600215,,リムサ・ロミンサ,上甲板層,7,5,"7,539"
スカルキャップ,Dodoskin Skullcap,8013101,,道具商アドリ,Adri,2200011,,リムサ・ロミンサ,上甲板層,7,7,"7,539"
スカルキャップ,Dodoskin Skullcap,8013101,,服屋グ・スンブラ,G'sumbla,1900159,,リムサ・ロミンサ,商業区 ローファッション街,,,"7,539"
スカルキャップ,Dodoskin Skullcap,8013101,,防具商ナイ・カマゾン,Naih Khamazom,1900259,,グリダニア,,6,6,"7,539"
スカルキャップ,Dodoskin Skullcap,8013101,,道具商ウルリック,Ulric,1000245,,グリダニア,,6,5,"7,539"
スカルキャップ,Dodoskin Skullcap,8013101,,道具商ヴォイス,Voyce,1000249,,グリダニア,,7,3,"7,539"
スカルキャップ,Dodoskin Skullcap,8013101,,用具商デ・ボンジャ,D'bhonja,1900192,,グリダニア,,4,3,"7,539"
スカルキャップ,Dodoskin Skullcap,8013101,,服屋セブルガ,Seburga,1100103,,グリダニア,辻店区 ローファッション通り,,,"7,539"
スカルキャップ,Dodoskin Skullcap,8013101,,防具商ガネロン,Ganelon,1000116,,ウルダハ,商業層,6,4,"7,539"
スカルキャップ,Dodoskin Skullcap,8013101,,服屋フラジョルロア,Frageorloix,1200049,,ウルダハ,旅商区 ローファッション横町,,,"7,539"
スタッフ,Bone Staff,5020106,,武器商ティルスヴェーン,Tylswaen,1600207,,リムサ・ロミンサ,上甲板層,7,5,"4,260"
スタッフ,Bone Staff,5020106,,魔器商ブルーンフォク,Broenfohc,1600048,,リムサ・ロミンサ,商業区 ソーサラー街,,,"4,260"
スタッフ,Bone Staff,5020106,,武器商ザギルヘームル,Zagylhaemr,1600253,,グリダニア,,6,6,"4,260"
スタッフ,Bone Staff,5020106,,魔器商ドレスト,Drest,1000379,,グリダニア,辻店区 ソーサラー通り,,,"4,260"
スタッフ,Bone Staff,5020106,,武器商エトガル,Etgar,1000105,,ウルダハ,商業層,6,4,"4,260"
スタッフ,Bone Staff,5020106,,魔器商ル・ジレッコ,R'zalikko,1900032,,ウルダハ,旅商区 ソーサラー横町,,,"4,260"
スチール_クロスペインハンマー,Steel Cross-pein Hammer,6020012,variant:スチール・クロスペインハンマー,道具商アドリ,Adri,2200011,,リムサ・ロミンサ,上甲板層,7,7,"163,400"
スチールアウル,Steel Awl,6051006,,道具商ヴォイス,Voyce,1000249,,グリダニア,,7,3,"100,440"
スチールアーマードカリガ,Steel-plated Caligae,8081018,,武器商エイラード,Aylard,2200044,,リムサ・ロミンサ,下甲板層,4,7,"136,752"
スチールインゴット,Steel Ingot,10002013,,鍛冶師スミドヘームル,Smydhaemr,1600172,,リムサ・ロミンサ,上甲板層,7,7,"10,500"
スチールインゴット,Steel Ingot,10002013,,鍛冶師アルダイルン,Ahldiyrn,1600017,,グリダニア,,8,3,"10,500"
スチールインゴット,Steel Ingot,10002013,,鍛冶師デュースドルン,Doesdornn,1600057,,ウルダハ,商業層,7,4,"10,500"
スチールヴァンブレイス,Steel Vambraces,8070220,,武器商ルストバン,Roustebant,1200219,,グリダニア,,7,2,"66,304"
スチールガントレット,Steel Gauntlets,8070109,,武器商スリドウルフ,Thrydwulf,1000241,,ウルダハ,商業層,5,5,"180,180"
スチールキュイラス,Steel Cuirass,8030109,,甲冑師ジョエロー,Joellaut,1200058,,リムサ・ロミンサ,上甲板層,7,7,"514,800"
スチールキュイラス,Steel Cuirass,8030109,,武器商スリドウルフ,Thrydwulf,1000241,,ウルダハ,商業層,5,5,"514,800"
スチールクラッドブーツ,Steel-plated Jackboots,8080821,,武器商ルストバン,Roustebant,1200219,,グリダニア,,7,2,"64,281"
スチールクリナリーナイフ,Steel Culinary Knife,6081006,,道具商レレマキ,Reremaki,1400189,,リムサ・ロミンサ,上甲板層,6,3,"87,048"
スチールクローハンマー,Steel Claw Hammer,6011006,,道具商ウルリック,Ulric,1000245,,グリダニア,,6,5,"93,744"
スチールゴーグル,Steel Goggles,8010210,,道具商マルスラン,Marcelain,1200209,,リムサ・ロミンサ,上甲板層,7,7,"112,492"
スチールゴーグル,Steel Goggles,8010210,,道具商ウルリック,Ulric,1000245,,グリダニア,,6,5,"112,492"
スチールゴーグル,Steel Goggles,8010210,,用具商デ・ボンジャ,D'bhonja,1900192,,グリダニア,,4,3,"112,492"
スチールサバトン,Steel Sabatons,8080109,,武器商スリドウルフ,Thrydwulf,1000241,,ウルダハ,商業層,5,5,"205,920"
スチールチェラータ,Steel Celata,8010005,,武器商スリドウルフ,Thrydwulf,1000241,,ウルダハ,商業層,5,5,"360,360"
スチールチェーンメイル,Steel Chainmail,8030320,,武器商ルストバン,Roustebant,1200219,,グリダニア,,7,2,"189,440"
スチールドーミングハンマー,Steel Doming Hammer,6030014,,道具商マルスラン,Marcelain,1200209,,リムサ・ロミンサ,上甲板層,7,7,"169,936"
スチールバルビュート,Steel Barbut,8011108,,武器商エイラード,Aylard,2200044,,リムサ・ロミンサ,下甲板層,4,7,"239,316"
スチールバルビュート,Steel Barbut,8011108,,武器商ルストバン,Roustebant,1200219,,グリダニア,,7,2,"239,316"
スチールファイル,Steel File,6021005,,道具商アドリ,Adri,2200011,,リムサ・ロミンサ,上甲板層,7,7,"95,304"
スチールファルシオン,Steel Falchion,4030304,,武器商スリドウルフ,Thrydwulf,1000241,,ウルダハ,商業層,5,5,"122,760"
スチールフライパン,Steel Frypan,6080014,,道具商レレマキ,Reremaki,1400189,,リムサ・ロミンサ,上甲板層,6,3,"171,600"
スチールプライヤー,Steel Pliers,6031006,,道具商マルスラン,Marcelain,1200209,,リムサ・ロミンサ,上甲板層,7,7,"100,320"
スチールプレート,Steel Plate,10002023,,甲冑師ジョエロー,Joellaut,1200058,,リムサ・ロミンサ,上甲板層,7,7,"23,100"
スチールプレート,Steel Plate,10002023,,甲冑師マテオニアン,Matheonien,1200109,,グリダニア,,7,3,"23,100"
スチールプレート,Steel Plate,10002023,,甲冑師アルノール,Allenaure,1300010,,ウルダハ,商業層,7,4,"23,100"
スチールブージ,Steel Bhuj,4040205,,武器商エイラード,Aylard,2200044,,リムサ・ロミンサ,下甲板層,4,7,"198,900"
スチールヘヴィランス,Heavy Steel Lance,4080105,,武器商ルストバン,Roustebant,1200219,,グリダニア,,7,2,"201,552"
スチールミトンガントレット,Steel Mitt Gauntlets,8070608,,武器商エイラード,Aylard,2200044,,リムサ・ロミンサ,下甲板層,4,7,"119,658"
スチールモーター,Steel Mortar,6071006,,道具商カンプラン,Quimperain,1200217,,ウルダハ,政庁層,5,6,"93,744"
スチールリベット,Steel Rivets,10002073,,鍛冶師スミドヘームル,Smydhaemr,1600172,,リムサ・ロミンサ,上甲板層,7,7,"4,200"
スチールリベット,Steel Rivets,10002073,,鍛冶師アルダイルン,Ahldiyrn,1600017,,グリダニア,,8,3,"4,200"
スチールリベット,Steel Rivets,10002073,,鍛冶師デュースドルン,Doesdornn,1600057,,ウルダハ,商業層,7,4,"4,200"
スチールリングズ,Steel Rings,10002053,,甲冑師ジョエロー,Joellaut,1200058,,リムサ・ロミンサ,上甲板層,7,7,"8,400"
スチールリングズ,Steel Rings,10002053,,甲冑師マテオニアン,Matheonien,1200109,,グリダニア,,7,3,"8,400"
スチールリングズ,Steel Rings,10002053,,甲冑師アルノール,Allenaure,1300010,,ウルダハ,商業層,7,4,"8,400"
ズッキーニ,Ramhorn Zucchini,3011313,,園芸師ボドゥフォアン,Beaudefoin,1200124,,グリダニア,,7,3,527
ズッキーニ,Ramhorn Zucchini,3011313,,土産屋ヴェークサッツ,Waeksatz,1600218,,ウルダハ,ウルダハ・ランディング,1,1,527
スティッキーライス,Sticky Rice,3011417,,旅商ヘレナ,Helena,1100327,,ウルダハ,商業層,7,4,638
ストッキング,Hempen Stockings,8060033,,服屋ヨレーヌ,Yolaine,1300095,,グリダニア,,6,4,108
ストライプドペブル,Marbled Eye,10004201,,彫金師テテウ,Teteu,1500023,,リムサ・ロミンサ,下甲板層,5,5,"3,780"
