occurrence,capture,record_index,field_u32_00,field_u32_08,field_u32_0c,field_f32_14,field_f32_18,field_f32_1c,hypothesis_f32_20_unprojected
occurrence-232,local_leve_complete.pcapng,0,value-001,value-005,value-006,277.748169,4.53056145,-553.033813,0.544960558
occurrence-233,local_leve_complete.pcapng,0,value-001,value-005,value-006,277.748169,4.53056145,-553.033813,0.544960558
occurrence-234,local_leve_complete.pcapng,0,value-001,value-005,value-006,277.748169,4.53056145,-553.033813,0.544960558
occurrence-235,local_leve_complete.pcapng,0,value-001,value-005,value-006,277.748169,4.53056145,-553.033813,0.544960558
occurrence-236,local_leve_complete.pcapng,0,value-001,value-005,value-006,277.748169,4.53056145,-553.033813,0.544960558
occurrence-237,local_leve_complete.pcapng,0,value-001,value-005,value-006,277.748169,4.53056145,-553.033813,0.544960558
occurrence-238,local_leve_complete.pcapng,0,value-001,value-005,value-006,277.748169,4.53056145,-553.033813,0.544960558
occurrence-239,local_leve_complete.pcapng,0,value-001,value-005,value-006,277.748169,4.53056145,-553.033813,0.544960558
occurrence-240,local_leve_complete.pcapng,0,value-001,value-005,value-006,277.748169,4.53056145,-553.033813,0.544960558
occurrence-241,local_leve_complete.pcapng,0,value-001,value-005,value-006,277.748169,4.53056145,-553.033813,0.544960558
occurrence-242,local_leve_complete.pcapng,0,value-001,value-005,value-006,277.748169,4.53056145,-553.033813,0.544960558
occurrence-243,local_leve_complete.pcapng,0,value-001,value-005,value-006,277.748169,4.53056145,-553.033813,0.544960558
occurrence-244,local_leve_complete.pcapng,0,value-001,value-005,value-006,277.748169,4.53056145,-553.033813,0.544960558
occurrence-245,local_leve_complete.pcapng,0,value-001,value-005,value-006,277.748169,4.53056145,-553.033813,0.544960558
occurrence-246,local_leve_complete.pcapng,0,value-001,value-005,value-006,277.748169,4.53056145,-553.033813,0.544960558
occurrence-247,local_leve_complete.pcapng,0,value-001,value-005,value-006,277.748169,4.53056145,-553.033813,0.544960558
occurrence-248,local_leve_complete.pcapng,0,value-001,value-005,value-006,277.748169,4.53056145,-553.033813,0.544960558
occurrence-249,local_leve_complete.pcapng,0,value-001,value-005,value-006,275.763031,4.57070684,-555.367371,-2.43663383
occurrence-250,local_leve_complete.pcapng,0,value-001,value-005,value-006,275.763031,4.57070684,-555.367371,-2.43663383
occurrence-251,local_leve_complete.pcapng,0,value-001,value-005,value-006,277.94458,4.51090717,-554.070923,1.59743023
occurrence-252,mount_unmount_chocobo.pcapng,0,value-001,value-005,value-006,387.029724,5.16503143,-874.579529,-0.285186768
occurrence-253,mount_unmount_chocobo.pcapng,0,value-001,value-005,value-006,385.644073,6.90996647,-894.855896,-1.07058477
occurrence-254,move_around_gridania.pcapng,0,value-001,value-005,value-006,-120.316643,16.054224,-1333.43005,-0.489998698
occurrence-255,move_around_gridania.pcapng,0,value-001,value-005,value-006,-111.415771,16.9482765,-1343.1156,2.33000159
occurrence-256,move_around_gridania.pcapng,0,value-001,value-005,value-006,-119.105354,17.9115257,-1360.60742,-2.29717994
occurrence-257,move_around_gridania.pcapng,0,value-001,value-005,value-006,-128.280075,18.4694481,-1382.01648,-3.08258057
occurrence-258,move_around_gridania.pcapng,0,value-001,value-005,value-006,-140.180069,20.3450184,-1402.39282,-2.29717922
occurrence-259,move_around_gridania.pcapng,0,value-001,value-005,value-006,-162.343445,22.1553135,-1408.17139,-1.51118064
occurrence-260,move_around_gridania.pcapng,0,value-001,value-005,value-006,-179.563065,22.2940502,-1411.63257,1.64600408
occurrence-261,move_around_gridania.pcapng,0,value-001,value-005,value-006,-154.464111,21.5042953,-1406.69714,1.38399124
occurrence-262,move_around_gridania.pcapng,0,value-001,value-005,value-006,-131.326218,19.270401,-1399.78979,1.38399124
occurrence-263,move_around_gridania.pcapng,0,value-001,value-005,value-006,-116.925697,18.5909309,-1417.89905,2.39600253
occurrence-264,move_around_gridania.pcapng,0,value-001,value-005,value-006,-104.222542,18.6895313,-1439.48364,2.39600253
occurrence-265,move_around_gridania.pcapng,0,value-001,value-005,value-006,-87.2888565,18.969017,-1457.83496,2.39600253
occurrence-266,move_around_gridania.pcapng,0,value-001,value-005,value-006,-70.9778595,19.0002575,-1474.00854,1.95966065
occurrence-267,move_around_gridania.pcapng,0,value-001,value-005,value-006,-70.1411209,19,-1475.14331,-0.745589614
occurrence-268,move_around_gridania.pcapng,0,value-001,value-005,value-006,-89.0397263,18.9393578,-1463.41882,-2.31637931
occurrence-269,move_around_gridania.pcapng,0,value-001,value-005,value-006,-81.9730988,16.9670334,-1477.31885,-3.10178423
occurrence-270,move_around_gridania.pcapng,0,value-001,value-005,value-006,-84.2893524,19.0605507,-1500.84253,2.85800171
occurrence-271,move_around_gridania.pcapng,0,value-001,value-005,value-006,-70.0798569,19.3071232,-1521.07007,2.58799767
occurrence-272,move_around_gridania.pcapng,0,value-001,value-005,value-006,-50.7430573,20.3700523,-1535.30212,1.78999436
occurrence-273,move_around_gridania.pcapng,0,value-001,value-005,value-006,-25.6720409,22.6258106,-1536.86987,1.72800386
occurrence-274,move_around_gridania.pcapng,0,value-001,value-005,value-006,-10.1562471,22.7238579,-1555.02844,2.70400071
occurrence-275,move_around_gridania.pcapng,0,value-001,value-005,value-006,10.9348421,22.0001812,-1563.76331,1.7519902
occurrence-276,move_out_of_room.pcapng,0,value-001,value-005,value-006,58.9199982,4,-1219.06995,0.519999981
occurrence-277,move_out_of_room.pcapng,0,value-001,value-005,value-006,58.9199982,4,-1219.06995,0.519999981
occurrence-278,move_out_of_room.pcapng,0,value-001,value-005,value-006,58.9199982,4,-1219.06995,0.519999981
occurrence-279,move_out_of_room.pcapng,0,value-001,value-005,value-006,58.9199982,4,-1219.06995,0.519999981
occurrence-280,move_out_of_room.pcapng,0,value-001,value-005,value-006,62.4434662,4,-1204.45972,-0.475998878
occurrence-281,move_out_of_room.pcapng,0,value-001,value-005,value-006,70.3083725,4.00199986,-1209.13623,-2.78718543
occurrence-282,moving_around_gridania.pcapng,0,value-001,value-005,value-006,58.1691322,4,-1209.35168,-2.66340685
occurrence-283,moving_around_gridania.pcapng,0,value-001,value-005,value-006,67.5285721,4,-1199.50146,-0.781960011
occurrence-284,moving_around_gridania.pcapng,0,value-001,value-005,value-006,63.3174171,3.79999995,-1183.41345,1.70802283
occurrence-285,moving_around_gridania.pcapng,0,value-001,value-005,value-006,72.8643799,-4.05782986,-1202.04114,-3.11515212
occurrence-286,moving_around_gridania.pcapng,0,value-001,value-005,value-006,73.0809784,-6.07772207,-1206.44934,0.164847136
occurrence-287,moving_around_gridania.pcapng,0,value-001,value-005,value-006,68.2740555,3.79999995,-1184.52747,-1.1291523
occurrence-288,moving_around_gridania.pcapng,0,value-001,value-005,value-006,66.6612015,4,-1198.52454,1.95603001
occurrence-289,moving_around_gridania.pcapng,0,value-001,value-005,value-006,87.8523331,3.73172736,-1204.54272,1.22403097
occurrence-290,moving_around_gridania.pcapng,0,value-001,value-005,value-006,111.000076,4.47350216,-1196.18604,1.22403097
occurrence-291,moving_around_gridania.pcapng,0,value-001,value-005,value-006,105.176544,10.3561497,-1215.57349,-2.66715527
occurrence-292,moving_around_gridania.pcapng,0,value-001,value-005,value-006,94.4406052,12.5632267,-1236.48242,-2.66715527
occurrence-293,moving_around_gridania.pcapng,0,value-001,value-005,value-006,85.3741913,10.5594454,-1254.13928,-2.66715527
occurrence-294,moving_around_gridania.pcapng,0,value-001,value-005,value-006,94.0046387,12.472084,-1274.95947,2.13003135
occurrence-295,moving_around_gridania.pcapng,0,value-001,value-005,value-006,115.295456,15.9136019,-1288.28113,2.13003135
occurrence-296,moving_around_gridania.pcapng,0,value-001,value-005,value-006,135.490021,17.6721458,-1300.91711,2.13003159
occurrence-297,moving_around_gridania.pcapng,0,value-001,value-005,value-006,153.882278,21.1496296,-1316.71533,2.13003159
occurrence-298,moving_around_gridania.pcapng,0,value-001,value-005,value-006,171.924957,22.9160576,-1332.15808,2.13003159
occurrence-299,moving_around_gridania.pcapng,0,value-001,value-005,value-006,192.296371,24.9443741,-1345.6969,2.12543082
occurrence-300,moving_around_gridania.pcapng,0,value-001,value-005,value-006,186.518555,27.5020008,-1359.98682,2.82603192
occurrence-301,moving_around_gridania.pcapng,0,value-001,value-005,value-006,194.890625,27.5000019,-1385.20557,2.80603218
occurrence-302,moving_around_gridania.pcapng,0,value-001,value-005,value-006,196.789566,27.5000019,-1407.75439,2.92203426
occurrence-303,moving_around_gridania.pcapng,0,value-001,value-005,value-006,195.317154,27.5000038,-1431.12073,-2.75115156
occurrence-304,moving_around_gridania.pcapng,0,value-001,value-005,value-006,185.798141,27.5020027,-1455.81714,-2.75115156
occurrence-305,moving_around_gridania.pcapng,0,value-001,value-005,value-006,180.988998,24.1123657,-1478.91931,2.74663568
occurrence-306,moving_around_gridania.pcapng,0,value-001,value-005,value-006,188.511292,23.8506508,-1497.20642,2.74663544
occurrence-307,moving_around_gridania.pcapng,0,value-001,value-005,value-006,190.019699,23.9645901,-1520.14124,-2.75115156
occurrence-308,moving_around_gridania.pcapng,0,value-001,value-005,value-006,178.564392,24.9732571,-1542.0658,-1.96575356
occurrence-309,moving_around_gridania.pcapng,0,value-001,value-005,value-006,172.825394,26.2503815,-1562.36438,2.74663568
occurrence-310,moving_around_gridania.pcapng,0,value-001,value-005,value-006,175.104248,27.5000019,-1582.75159,0.900635123
occurrence-311,moving_around_gridania.pcapng,0,value-001,value-005,value-006,186.169373,27.5189095,-1582.84473,-1.74796629
occurrence-312,moving_around_gridania.pcapng,0,value-001,value-005,value-006,171.680695,27.5023708,-1572.36377,-0.201437473
occurrence-313,moving_around_gridania.pcapng,0,value-001,value-005,value-006,156.816711,25.0728874,-1562.58044,-1.94676638
occurrence-314,moving_around_gridania.pcapng,0,value-001,value-005,value-006,150.829407,25.9449501,-1581.979,-2.99396729
occurrence-315,moving_around_gridania.pcapng,0,value-001,value-005,value-006,146.154129,27.3170662,-1591.4259,0.84142971
occurrence-316,moving_around_gridania.pcapng,0,value-001,value-005,value-006,152.407242,25.7058659,-1569.15381,0.0560314953
occurrence-317,moving_around_gridania.pcapng,0,value-001,value-005,value-006,137.901627,23.0836048,-1552.81616,-0.729366302
occurrence-318,moving_around_gridania.pcapng,0,value-001,value-005,value-006,115.355751,24.8544884,-1557.802,-2.30016279
occurrence-319,moving_around_gridania.pcapng,0,value-001,value-005,value-006,99.4543533,24.7937527,-1576.06592,-2.3759656
occurrence-320,moving_around_gridania.pcapng,0,value-001,value-005,value-006,77.3415527,24.5473957,-1586.71338,-2.66137052
occurrence-321,moving_around_gridania.pcapng,0,value-001,value-005,value-006,57.5738297,24.9571877,-1599.40674,-2.66137052
occurrence-322,moving_around_gridania.pcapng,0,value-001,value-005,value-006,36.0869484,24.4131012,-1598.64368,-1.17785215
occurrence-323,moving_around_gridania.pcapng,0,value-001,value-005,value-006,12.9316883,23.0735207,-1594.26965,-1.0905757
occurrence-324,moving_around_gridania.pcapng,0,value-001,value-005,value-006,-2.06346512,22.9443207,-1578.56165,-1.09054899
occurrence-325,moving_around_gridania.pcapng,0,value-001,value-005,value-006,-8.95091915,22.7017498,-1557.31421,-0.120699883
occurrence-326,moving_around_gridania.pcapng,0,value-001,value-005,value-006,-18.3710861,23.2834091,-1533.94519,-0.389965534
occurrence-327,moving_around_gridania.pcapng,0,value-001,value-005,value-006,-9.87461376,23.1995697,-1510.43274,0.395432234
occurrence-328,moving_around_gridania.pcapng,0,value-001,value-005,value-006,-0.381167948,21.4813423,-1487.68896,0.395428509
occurrence-329,moving_around_gridania.pcapng,0,value-001,value-005,value-006,14.9537945,20.136137,-1469.7594,1.18083
occurrence-330,moving_around_gridania.pcapng,0,value-001,value-005,value-006,27.8571739,19.0605526,-1450.39575,0.716031611
occurrence-331,moving_around_gridania.pcapng,0,value-001,value-005,value-006,46.1687965,19.1231155,-1432.95984,0.816036999
occurrence-332,moving_around_gridania.pcapng,0,value-001,value-005,value-006,63.5542908,20.0066299,-1418.70984,1.60143483
occurrence-333,moving_around_gridania.pcapng,0,value-001,value-005,value-006,87.5275879,19.6274166,-1417.22009,0.858034968
occurrence-334,moving_around_gridania.pcapng,0,value-001,value-005,value-006,112.549927,18.125494,-1414.86365,1.43404031
occurrence-335,moving_around_gridania.pcapng,0,value-001,value-005,value-006,136.683746,22.4333153,-1408.20422,0.648642421
occurrence-336,moving_around_gridania.pcapng,0,value-001,value-005,value-006,158.305084,24.8848591,-1406.60217,1.69803441
occurrence-337,moving_around_gridania.pcapng,0,value-001,value-005,value-006,183.363571,27.5,-1408.07788,1.62003958
occurrence-338,moving_around_gridania.pcapng,0,value-001,value-005,value-006,198.915634,27.5000019,-1395.9126,-0.331965446
occurrence-339,moving_around_gridania.pcapng,0,value-001,value-005,value-006,190.672424,27.5000019,-1372.20801,-0.357964039
occurrence-340,moving_around_gridania.pcapng,0,value-001,value-005,value-006,182.014008,25.6177597,-1348.40137,-0.339967728
occurrence-341,moving_around_gridania.pcapng,0,value-001,value-005,value-006,169.41655,22.8015537,-1328.89331,-0.846110344
occurrence-342,moving_around_gridania.pcapng,0,value-001,value-005,value-006,149.580856,20.7500553,-1315.28357,-0.339968681
occurrence-343,moving_around_gridania.pcapng,0,value-001,value-005,value-006,133.320236,17.32621,-1298.77942,-0.339967728
occurrence-344,moving_around_gridania.pcapng,0,value-001,value-005,value-006,130.353012,14.336895,-1275.73511,0.130034089
occurrence-345,moving_around_gridania.pcapng,0,value-001,value-005,value-006,139.801956,12.1999168,-1254.36572,0.130034089
occurrence-346,moving_around_gridania.pcapng,0,value-001,value-005,value-006,151.4198,11.9021282,-1234.04883,0.915432274
occurrence-347,moving_around_gridania.pcapng,0,value-001,value-005,value-006,173.893036,11.7702723,-1228.5824,0.915429294
occurrence-348,moving_around_gridania.pcapng,0,value-001,value-005,value-006,197.549973,9.4783268,-1233.03955,2.98556638
occurrence-349,moving_around_gridania.pcapng,0,value-001,value-005,value-006,219.926529,9.52639008,-1241.17627,2.12132049
occurrence-350,moving_around_gridania.pcapng,0,value-001,value-005,value-006,226.684845,12.0100002,-1263.36511,3.05403328
occurrence-351,moving_around_gridania.pcapng,0,value-001,value-005,value-006,237.714767,12.0000248,-1274.10193,-1.83609819
occurrence-352,moving_around_gridania.pcapng,0,value-001,value-005,value-006,225.585678,12.0100002,-1256.6123,0.611433327
occurrence-353,moving_around_gridania.pcapng,0,value-001,value-005,value-006,207.701035,9.52639008,-1244.26904,-0.99196291
occurrence-354,moving_around_gridania.pcapng,0,value-001,value-005,value-006,186.916168,10.7738771,-1230.69995,-0.99196291
occurrence-355,moving_around_gridania.pcapng,0,value-001,value-005,value-006,163.439209,11.9291754,-1230.63062,-1.77735996
occurrence-356,moving_around_gridania.pcapng,0,value-001,value-005,value-006,145.170029,12,-1245.91309,-2.56276178
occurrence-357,moving_around_gridania.pcapng,0,value-001,value-005,value-006,138.30423,12.9174271,-1266.98499,-2.56279278
occurrence-358,moving_around_gridania.pcapng,0,value-001,value-005,value-006,131.088394,16.0154934,-1287.29333,2.93503237
occurrence-359,moving_around_gridania.pcapng,0,value-001,value-005,value-006,131.984756,17.1771793,-1297.60132,-0.548575401
occurrence-360,moving_around_gridania.pcapng,0,value-001,value-005,value-006,109.491386,15.0918989,-1284.26868,-1.10597038
occurrence-361,moving_around_gridania.pcapng,0,value-001,value-005,value-006,90.154129,11.6945238,-1272.06995,-0.987362862
occurrence-362,moving_around_gridania.pcapng,0,value-001,value-005,value-006,88.4898987,11.2698755,-1249.14294,0.424035609
occurrence-363,moving_around_gridania.pcapng,0,value-001,value-005,value-006,102.416443,12.3917646,-1228.24646,0.506036162
occurrence-364,moving_around_gridania.pcapng,0,value-001,value-005,value-006,110.201431,6.7652421,-1202.6106,0.402037054
occurrence-365,moving_around_gridania.pcapng,0,value-001,value-005,value-006,92.5351334,3.44351292,-1202.24744,-1.93596554
occurrence-366,moving_around_gridania.pcapng,0,value-001,value-005,value-006,68.4803619,4,-1205.66504,-1.34796524
occurrence-367,party_battle_leve.pcapng,0,value-001,value-005,value-006,-94.2800369,4.00000143,-544.504028,-0.333858967
occurrence-367,party_battle_leve.pcapng,1,value-007,value-008,value-006,-90.89505,4.03999996,-545.50647,-0.429999828
occurrence-368,party_battle_leve.pcapng,0,value-001,value-005,value-006,-94.2800369,4.00000143,-544.504028,-0.333858967
occurrence-368,party_battle_leve.pcapng,1,value-007,value-008,value-006,-90.9213715,4.03999996,-545.479614,-0.776822627
occurrence-369,party_battle_leve.pcapng,0,value-001,value-005,value-006,-94.2800369,4.00000143,-544.504028,-0.333858967
occurrence-369,party_battle_leve.pcapng,1,value-007,value-008,value-006,-90.9213715,4.03999996,-545.479614,-0.776822627
occurrence-370,party_battle_leve.pcapng,0,value-001,value-005,value-006,-94.2800369,4.00000143,-544.504028,-0.333858967
occurrence-370,party_battle_leve.pcapng,1,value-007,value-008,value-006,-90.9213715,4.03999996,-545.479614,-0.776822627
occurrence-371,party_battle_leve.pcapng,0,value-001,value-005,value-006,-89.7742081,4.09177732,-543.699158,-0.63258934
occurrence-371,party_battle_leve.pcapng,1,value-007,value-008,value-006,-90.9213715,4.03999996,-545.479614,-0.776822627
occurrence-372,party_battle_leve.pcapng,0,value-001,value-005,value-006,-83.4601974,4.6012392,-536.14917,0.779408693
occurrence-372,party_battle_leve.pcapng,1,value-007,value-008,value-006,-73.7482376,6.19451523,-528.445129,0.743271768
occurrence-373,party_battle_leve.pcapng,0,value-001,value-005,value-006,-63.4307098,7.5235815,-520.82196,0.983408272
occurrence-373,party_battle_leve.pcapng,1,value-007,value-008,value-006,-52.7922134,5.71289444,-515.962463,1.25411022
occurrence-374,party_battle_leve.pcapng,0,value-001,value-005,value-006,-40.3159218,4.25315809,-510.903473,1.33740878
occurrence-374,party_battle_leve.pcapng,1,value-007,value-008,value-006,-29.0877266,4.0781374,-509.499634,1.34318185
occurrence-375,party_battle_leve.pcapng,0,value-001,value-005,value-006,-16.4771576,3.81245518,-503.000732,0.8434093
occurrence-375,party_battle_leve.pcapng,1,value-007,value-008,value-006,-10.1366262,3.82195497,-494.922211,0.597596347
occurrence-376,party_battle_leve.pcapng,0,value-001,value-005,value-006,-3.86671448,4.10310984,-482.227905,0.151409447
occurrence-376,party_battle_leve.pcapng,1,value-007,value-008,value-006,-1.99652314,3.80419087,-470.368286,0.162946507
occurrence-377,party_battle_leve.pcapng,0,value-001,value-005,value-006,-1.41341329,3.7472713,-457.139618,0.571408987
occurrence-377,party_battle_leve.pcapng,1,value-007,value-008,value-006,-1.72750223,3.63357258,-455.757233,0.505558312
occurrence-378,party_battle_leve.pcapng,0,value-001,value-005,value-006,-0.324054986,3.70402598,-454.534149,-1.36618376
occurrence-378,party_battle_leve.pcapng,1,value-007,value-008,value-006,-1.72750223,3.63357258,-455.757233,0.505558312
occurrence-379,party_battle_leve.pcapng,0,value-001,value-005,value-006,3.81563997,4.03895712,-455.420471,1.22240782
occurrence-379,party_battle_leve.pcapng,1,value-007,value-008,value-006,3.95930195,3.63853908,-451.584534,0.803243458
occurrence-380,party_battle_leve.pcapng,0,value-001,value-005,value-006,12.4579029,3.27943707,-438.466858,0.165407777
occurrence-380,party_battle_leve.pcapng,1,value-007,value-008,value-006,10.7339411,3.29079485,-433.587952,-0.0942773893
occurrence-381,party_battle_leve.pcapng,0,value-001,value-005,value-006,6.98782825,4.0062561,-423.010284,-0.504591465
occurrence-381,party_battle_leve.pcapng,1,value-007,value-008,value-006,3.18099451,3.76246333,-422.326691,3.03027511
occurrence-382,party_battle_leve.pcapng,0,value-001,value-005,value-006,6.98782825,4.0062561,-423.010284,-0.504591465
occurrence-382,party_battle_leve.pcapng,1,value-007,value-008,value-006,3.2016871,3.55170512,-424.112366,-1.24370956
occurrence-383,party_battle_leve.pcapng,0,value-001,value-005,value-006,5.29537201,3.73792624,-424.002411,-2.03338718
occurrence-383,party_battle_leve.pcapng,1,value-007,value-008,value-006,3.20169902,3.52287507,-424.112396,-1.24370956
occurrence-384,party_battle_leve.pcapng,0,value-001,value-005,value-006,1.08406377,3.58712006,-424.127197,-0.674720287
occurrence-384,party_battle_leve.pcapng,1,value-007,value-008,value-006,2.2267096,3.59870124,-423.688812,-1.16088057
occurrence-385,party_battle_leve.pcapng,0,value-001,value-005,value-006,1.21683276,3.58712006,-424.018066,-0.692316532
occurrence-385,party_battle_leve.pcapng,1,value-007,value-008,value-006,2.22804332,3.6385355,-423.689423,-1.16086006
occurrence-386,party_battle_leve.pcapng,0,value-001,value-005,value-006,1.64897358,3.62315297,-424.095337,-0.991029978
occurrence-386,party_battle_leve.pcapng,1,value-007,value-008,value-006,2.22804332,3.6385355,-423.689423,-1.16086006
occurrence-387,party_battle_leve.pcapng,0,value-001,value-005,value-006,1.64897358,3.62315297,-424.095337,-0.991029978
occurrence-387,party_battle_leve.pcapng,1,value-007,value-008,value-006,1.99694037,3.6385355,-423.58905,-1.16082287
occurrence-388,party_battle_leve.pcapng,0,value-001,value-005,value-006,3.069098,3.84335041,-421.775909,-0.760899842
occurrence-388,party_battle_leve.pcapng,1,value-007,value-008,value-006,2.10084438,3.70336843,-422.86673,-0.462711811
occurrence-389,party_battle_leve.pcapng,0,value-001,value-005,value-006,2.48614359,3.84335041,-421.99353,-0.053976994
occurrence-389,party_battle_leve.pcapng,1,value-007,value-008,value-006,2.10077929,3.73344493,-422.867096,0.14288044
occurrence-390,party_battle_leve.pcapng,0,value-001,value-005,value-006,2.48614359,3.84335041,-421.99353,-0.053976994
occurrence-390,party_battle_leve.pcapng,1,value-007,value-008,value-006,2.10077929,3.73344493,-422.867096,0.14288044
occurrence-391,party_battle_leve.pcapng,0,value-001,value-005,value-006,2.51733589,3.74697709,-422.487427,-0.18639943
occurrence-391,party_battle_leve.pcapng,1,value-007,value-008,value-006,2.10077929,3.73344493,-422.867096,0.14288044
occurrence-392,party_battle_leve.pcapng,0,value-001,value-005,value-006,2.85587478,3.74697709,-422.514221,-0.501781821
occurrence-392,party_battle_leve.pcapng,1,value-007,value-008,value-006,2.10077929,3.73344493,-422.867096,0.14288044
occurrence-393,party_battle_leve.pcapng,0,value-001,value-005,value-006,4.22640085,3.77999616,-422.018433,1.18673623
occurrence-393,party_battle_leve.pcapng,1,value-007,value-008,value-006,0.411476701,4.01460266,-416.175079,-0.139923096
occurrence-394,party_battle_leve.pcapng,0,value-001,value-005,value-006,0.742630661,4.07528973,-411.914337,-0.0180549566
occurrence-394,party_battle_leve.pcapng,1,value-007,value-008,value-006,-1.86104918,4.3669138,-409.531891,-0.34240818
occurrence-395,party_battle_leve.pcapng,0,value-001,value-005,value-006,-3.52555561,5.85232306,-397.3284,-0.41605413
occurrence-395,party_battle_leve.pcapng,1,value-007,value-008,value-006,-4.90095949,5.57035542,-399.860474,-0.223032966
occurrence-396,party_battle_leve.pcapng,0,value-001,value-005,value-006,-3.87354517,6.02108955,-396.540863,-0.41605413
occurrence-396,party_battle_leve.pcapng,1,value-007,value-008,value-006,-8.96115017,8.03479862,-390.044312,0.0539780743
occurrence-397,party_battle_leve.pcapng,0,value-001,value-005,value-006,-3.59717059,12.4492273,-379.785431,1.06994367
occurrence-397,party_battle_leve.pcapng,1,value-007,value-008,value-006,5.87310028,14.7624846,-380.413818,2.0177536
occurrence-398,party_battle_leve.pcapng,0,value-001,value-005,value-006,17.6315575,15.8681002,-388.544159,1.93994498
occurrence-398,party_battle_leve.pcapng,1,value-007,value-008,value-006,29.6767006,16.114563,-387.278198,1.57033515
occurrence-399,party_battle_leve.pcapng,0,value-001,value-005,value-006,42.0991402,16.1217022,-388.829865,2.33594513
occurrence-399,party_battle_leve.pcapng,1,value-007,value-008,value-006,51.2358017,16.0211639,-397.798279,2.3177073
occurrence-400,party_battle_leve.pcapng,0,value-001,value-005,value-006,59.9422798,16.1912842,-408.444794,2.40594387
occurrence-400,party_battle_leve.pcapng,1,value-007,value-008,value-006,68.985817,16.4257812,-414.230621,2.3177073
occurrence-401,party_battle_leve.pcapng,0,value-001,value-005,value-006,60.0220718,16.2314625,-425.026947,-2.6852417
occurrence-401,party_battle_leve.pcapng,1,value-007,value-008,value-006,60.8106003,16.9177818,-432.697968,-2.53699946
occurrence-402,party_battle_leve.pcapng,0,value-001,value-005,value-006,60.3827438,15.752367,-446.979156,2.4259429
occurrence-402,party_battle_leve.pcapng,1,value-007,value-008,value-006,70.059082,15.9318829,-451.238281,1.94093204
occurrence-403,party_battle_leve.pcapng,0,value-001,value-005,value-006,83.0500412,15.6954021,-453.314636,1.35994458
occurrence-403,party_battle_leve.pcapng,1,value-007,value-008,value-006,94.2649231,15.8234653,-450.035736,1.56441998
occurrence-404,party_battle_leve.pcapng,0,value-001,value-005,value-006,103.843979,15.6761627,-451.183533,1.45393932
occurrence-404,party_battle_leve.pcapng,1,value-007,value-008,value-006,119.606743,15.5573435,-446.0755,0.859696269
occurrence-405,party_battle_leve.pcapng,0,value-001,value-005,value-006,113.530952,15.6412544,-450.046692,1.45394516
occurrence-405,party_battle_leve.pcapng,1,value-007,value-008,value-006,133.759155,15.4299984,-428.736481,0.372597814
occurrence-406,party_battle_leve.pcapng,0,value-001,value-005,value-006,131.320618,15.4078312,-435.743073,0.815943897
occurrence-406,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.879242,15.4619122,-429.289032,2.02550673
occurrence-407,party_battle_leve.pcapng,0,value-001,value-005,value-006,139.006012,15.9444656,-426.882202,0.030545909
occurrence-407,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.879242,15.4619122,-429.289032,2.02550673
occurrence-408,party_battle_leve.pcapng,0,value-001,value-005,value-006,134.735931,15.4153109,-433.653015,-1.69732893
occurrence-408,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.879242,15.4619122,-429.289032,2.02550673
occurrence-409,party_battle_leve.pcapng,0,value-001,value-005,value-006,134.735931,15.4153109,-433.653015,-1.69732893
occurrence-409,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.879242,15.4619122,-429.289032,2.02550673
occurrence-410,party_battle_leve.pcapng,0,value-001,value-005,value-006,134.735931,15.4153109,-433.653015,-1.69732893
occurrence-410,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.879242,15.4619122,-429.289032,2.02550673
occurrence-411,party_battle_leve.pcapng,0,value-001,value-005,value-006,134.735931,15.4153109,-433.653015,-1.69732893
occurrence-411,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.879242,15.4619122,-429.289032,2.02550673
occurrence-412,party_battle_leve.pcapng,0,value-001,value-005,value-006,134.735931,15.4153109,-433.653015,-1.69732893
occurrence-412,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.879242,15.4619122,-429.289032,2.02550673
occurrence-413,party_battle_leve.pcapng,0,value-001,value-005,value-006,134.735931,15.4153109,-433.653015,-1.69732893
occurrence-413,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.879242,15.4619122,-429.289032,2.02550673
occurrence-414,party_battle_leve.pcapng,0,value-001,value-005,value-006,134.735931,15.4153109,-433.653015,-1.69732893
occurrence-414,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.879242,15.4619122,-429.289032,2.02550673
occurrence-415,party_battle_leve.pcapng,0,value-001,value-005,value-006,134.735931,15.4153109,-433.653015,-1.69732893
occurrence-415,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.879242,15.4619122,-429.289032,2.02550673
occurrence-416,party_battle_leve.pcapng,0,value-001,value-005,value-006,134.735931,15.4153109,-433.653015,-1.69732893
occurrence-416,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.879242,15.4619122,-429.289032,2.02550673
occurrence-417,party_battle_leve.pcapng,0,value-001,value-005,value-006,135.330429,15.4277859,-433.501984,1.32194161
