category_jp,category_en,title_jp,display_text_jp,event_item_jp,event_item_en_client,client_item_id
その他イベント,Other Event,「第七の浄化～真実の紙片～」,[Your Name]は、ウリエンジェがなくした手帳の一部を届けました！ 第七霊災という未曽有の危機は、いよいよ近づいているようです……,,,
フィジカル,Physical Level,フィジカルレベルが5に到達しました！,[Your Name] のフィジカルレベルが5に到達しました！,,,
フィジカル,Physical Level,フィジカルレベルが10に到達しました！,[Your Name] のフィジカルレベルが10に到達しました！,,,
フィジカル,Physical Level,フィジカルレベルが15に到達しました！,[Your Name] のフィジカルレベルが15に到達しました！,,,
フィジカル,Physical Level,フィジカルレベルが20に到達しました！,[Your Name] のフィジカルレベルが20に到達しました！,,,
フィジカル,Physical Level,フィジカルレベルが25に到達しました！,[Your Name] のフィジカルレベルが25に到達しました！,,,
フィジカル,Physical Level,フィジカルレベルが30に到達しました！,[Your Name] のフィジカルレベルが30に到達しました！,,,
フィジカル,Physical Level,フィジカルレベルが35に到達しました！,[Your Name] のフィジカルレベルが35に到達しました！,,,
フィジカル,Physical Level,フィジカルレベルが40に到達しました！,[Your Name] のフィジカルレベルが40に到達しました！,,,
フィジカル,Physical Level,フィジカルレベルが45に到達しました！,[Your Name] のフィジカルレベルが45に到達しました！,,,
フィジカル,Physical Level,フィジカルレベルが50に到達しました！,[Your Name] のフィジカルレベルが50に到達しました！,,,
クラスとレベル,Class and Level,「盾」がレベル5に到達しました！,[Your Name] の「盾」がレベル5に到達しました！,,,
クラスとレベル,Class and Level,「盾」がレベル10に到達しました！,[Your Name] の「盾」がレベル10に到達しました！,,,
クラスとレベル,Class and Level,「盾」がレベル15に到達しました！,[Your Name] の「盾」がレベル15に到達しました！,,,
クラスとレベル,Class and Level,「盾」がレベル20に到達しました！,[Your Name] の「盾」がレベル20に到達しました！,,,
クラスとレベル,Class and Level,「盾」がレベル25に到達しました！,[Your Name] の「盾」がレベル25に到達しました！,,,
クラスとレベル,Class and Level,「盾」がレベル30に到達しました！,[Your Name] の「盾」がレベル30に到達しました！,,,
クラスとレベル,Class and Level,「盾」がレベル35に到達しました！,[Your Name] の「盾」がレベル35に到達しました！,,,
クラスとレベル,Class and Level,「盾」がレベル40に到達しました！,[Your Name] の「盾」がレベル40に到達しました！,,,
クラスとレベル,Class and Level,「盾」がレベル45に到達しました！,[Your Name] の「盾」がレベル45に到達しました！,,,
クラスとレベル,Class and Level,「盾」がレベル50に到達しました！,[Your Name] の「盾」がレベル50に到達しました！,,,
