scope_jp,scope_en,client_actor_id,is_nm,group_jp,group_en,skill_name_jp,skill_name_en,client_command_id,cast_effect_color,cast_effect_color_en,aoe_range,aoe_range_en,deals_damage,deals_damage_en,interruptible,interruptible_en,status_effect,status_effect_en,remarks,source
ワイト,Wight,,n,死屍綱,Undead,シャドーシックル,Shadow Sickle,23246,赤,Red (damage),前方範囲,frontal cone,○,Yes,○,Yes,ノックバック,Knockback,回り込み回避可能,monster/bestiary/Wight.html
ワイト,Wight,,n,死屍綱,Undead,ソウルイーター,Soul Eater,23346,赤,Red (damage),前方範囲,frontal cone,○,Yes,,,,,回り込み回避可能,monster/bestiary/Wight.html
ワイト,Wight,,n,死屍綱,Undead,禍霊,Minions of the Pit,23247,赤,Red (damage),敵範囲,area (enemies),○,Yes,○,Yes,,,,monster/bestiary/Wight.html
ワイト,Wight,,n,死屍綱,Undead,マジックドスカル,Magicked Skull,23245,赤,Red (damage),対象範囲,targeted area,○,Yes,,,,,,monster/bestiary/Wight.html
コブラン,Coblyn,,n,呪具綱,Cursed-object,クラスターガイザー,Cluster Geyser,23114,赤,Red (damage),敵範囲,area (enemies),○,Yes,,,ノックバック,Knockback,特殊（後部）の鉱石が無くなる,monster/bestiary/Coblyn.html
スプリガン,Spriggan,,n,呪具綱,Cursed-object,非天拳,Frenetic Flurry,23122,赤,Red (damage),単体,single target,○,Yes,,,,,,monster/bestiary/Spriggan.html
アーリマン,Ahriman,,n,妖異綱 （＋有翼綱）,妖異綱 （＋有翼綱）,カタウォール,Caterwaul,23097,青,Blue (special),敵範囲,area (enemies),-,no,,,,,,monster/bestiary/Ahriman.html
アーリマン,Ahriman,,n,妖異綱 （＋有翼綱）,妖異綱 （＋有翼綱）,デスマーチ,Death March,23379,紫,Purple (debuff),敵範囲,area (enemies),○,Yes,-,n/a,,,,monster/bestiary/Ahriman.html
アーリマン,Ahriman,,n,妖異綱 （＋有翼綱）,妖異綱 （＋有翼綱）,デススロウズ,Death Throes,23380,赤,Red (damage),敵範囲,area (enemies),-,no,-,n/a,ステータスエフェクト4つの効果（バインド/WS不可/アビリティ不可/静寂）,4 status effects (Bind / Pacification / Amnesia / Silence),,monster/bestiary/Ahriman.html
インプ,Imp,,n,妖異綱 （＋有翼綱）,妖異綱 （＋有翼綱）,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/bestiary/Imp.html
インプ,Imp,,n,妖異綱 （＋有翼綱）,妖異綱 （＋有翼綱）,スターダスト,Stardust,23119,-,none,敵単体,single target,-,no,,,,,デビレット,monster/bestiary/Imp.html
インプ,Imp,,n,妖異綱 （＋有翼綱）,妖異綱 （＋有翼綱）,魔法放題,Impish Incantations,23116;23117;23118,紫<br>+<br>（黄）,Purple (debuff) + (Yellow),敵範囲,area (enemies),○,Yes,,,,,スターダスト後に発動成功,monster/bestiary/Imp.html
ウィル・オ・ザ・ウィスプ,GAP,,n,妖異綱,Aberrant,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/bestiary/Will-o'-the-Wisp.html
ウィル・オ・ザ・ウィスプ,GAP,,n,妖異綱,Aberrant,インナーノヴァ,Innernova,23260,紫,Purple (debuff),単体,single target,-,no,,,全ステータス－,Imperiled,,monster/bestiary/Will-o'-the-Wisp.html
エレメンタル,Elemental,,n,妖異綱,Aberrant,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/bestiary/Elemental.html
エレメンタル,Elemental,,n,妖異綱,Aberrant,エーテリアルバリア,Aetherial Barrier,23152,,,敵単体,single target,-,no,,,ファストキャスト,Fastcast,,monster/bestiary/Elemental.html
オーガ,Ogre,,n,妖異綱,Aberrant,インフェルノドロップ,Inferno Drop,23043,赤,Red (damage),敵範囲,area (enemies),○,Yes,,,,,,monster/bestiary/Ogre.html
オーガ,Ogre,,n,妖異綱,Aberrant,エルボードロップ,Elbow Drop,23042,赤,Red (damage),後方範囲,rear cone,○,Yes,○,Yes,ノックバック,Knockback,後方から攻撃時,monster/bestiary/Ogre.html
オーガ,Ogre,,n,妖異綱,Aberrant,ダブルスマッシュ,Double Smash,23041,赤,Red (damage),前方範囲,frontal cone,○,Yes,,,ノックバック,Knockback,,monster/bestiary/Ogre.html
オーガ,Ogre,,n,妖異綱,Aberrant,蛮叫,Primal Scream,23046,紫,Purple (debuff),敵範囲,area (enemies),-,no,,,スタン,Stun,,monster/bestiary/Ogre.html
オーガ,Ogre,,n,妖異綱,Aberrant,ボーンブレイカー,Bone Breaker,23044,赤,Red (damage),近接単体,melee single,○,Yes,,,ノックバック,Knockback,,monster/bestiary/Ogre.html
ファーブル,Phurble,,n,妖異綱,Aberrant,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/bestiary/Phurble.html
ファーブル,Phurble,,n,妖異綱,Aberrant,ヘアボール,Hair Ball,23070,,,,,○,Yes,,,,,,monster/bestiary/Phurble.html
プラズモイド,GAP,,n,妖異綱 （＋有翼綱）,妖異綱 （＋有翼綱）,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/bestiary/Plasmoid.html
プラズモイド,GAP,,n,妖異綱 （＋有翼綱）,妖異綱 （＋有翼綱）,ハイパーノヴァ,Hypernova,23261,,,,,-,no,,,特技ランク－,special-move rank down,,monster/bestiary/Plasmoid.html
フラン,Flan,,n,妖異綱,Aberrant,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/bestiary/Flan.html
フラン,Flan,,n,妖異綱,Aberrant,グロッソラリア,Glossolalia,23306,紫,Purple (debuff),敵単体,single target,-,no,,,詠唱妨害無効,Glossolalia,,monster/bestiary/Flan.html
ボム,Bomb,,n,妖異綱 （＋有翼綱）,妖異綱 （＋有翼綱）,自爆,Self-destruct,23033;23628,,,範囲+敵単体,area + single target,○,Yes,,,,,,monster/bestiary/Bomb.html
ボム,Bomb,,n,妖異綱 （＋有翼綱）,妖異綱 （＋有翼綱）,爆燃,Combustion,23034,-,none,敵単体,single target,-,no,,,（サイズアップ）,(size up),敵にウェポンスキルがヒットすると使用,monster/bestiary/Bomb.html
ボム,Bomb,,n,妖異綱 （＋有翼綱）,妖異綱 （＋有翼綱）,ファストバーン,Fast Burn,23036,,,,,,,,,,,,monster/bestiary/Bomb.html
ヴァンガード,GAP,,n,,,ドリルキャノン,Drill Cannon,23566,赤,Red (damage),前方範囲,frontal cone,○,Yes,,,ノックバック,Knockback,,monster/bestiary/Vanguard.html
ガーゴイル,Gargoyle,,n,,,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/bestiary/Gargoyle.html
ガーゴイル,Gargoyle,,n,,,エンシェントラス,Ancient Wrath,23356,-,none,敵範囲,area (enemies),-,no,,,スタン,Stun,,monster/bestiary/Gargoyle.html
ガーゴイル,Gargoyle,,n,,,コラプテッドテール,Corrupted Tail,23353,黄,Yellow (buff),,,○,Yes,,,中毒,Poison,回り込み回避可能,monster/bestiary/Gargoyle.html
ガーゴイル,Gargoyle,,n,,,グリムヘイロー,Grim Halo,23351,赤,Red (damage),敵範囲,area (enemies),○,Yes,,,,,,monster/bestiary/Gargoyle.html
ガーゴイル,Gargoyle,,n,,,グリムフェイト,Grim Fate,23352;23588,赤,Red (damage),,,○,Yes,,,,,回り込み回避可能,monster/bestiary/Gargoyle.html
ガーゴイル,Gargoyle,,n,,,グリムクリーバー,Grim Cleaver,23350,赤,Red (damage),,,○,Yes,,,,,回り込み回避可能,monster/bestiary/Gargoyle.html
ガーゴイル,Gargoyle,,n,,,シャドウバースト,Shadow Burst,23355,-,none,前方範囲,frontal cone,○,Yes,,,,,回り込み回避可能,monster/bestiary/Gargoyle.html
ガーゴイル,Gargoyle,,n,,,デソレーション,Desolation,23354;23590,-,none,前方直線,frontal line,○,Yes,,,,,回り込み回避可能,monster/bestiary/Gargoyle.html
キマイラ,GAP,,n,,,火炎の咆哮,Voice of the Lion,23457,赤,Red (damage),前方範囲,frontal cone,○,Yes,,,ヘヴィ,Heavy,獅子頭の眼が青く光っている時に使用,monster/bestiary/Chimera.html
キマイラ,GAP,,n,,,カオティックコーラス,Chaotic Chorus,23463,赤,Red (damage),範囲,area,○,Yes,,,引き寄せ,draw-in,,monster/bestiary/Chimera.html
キマイラ,GAP,,n,,,コールドブレス,Breath of the Ram,23460,赤,Red (damage),右側前方範囲,right-frontal cone,○,Yes,,,中毒,Poison,,monster/bestiary/Chimera.html
キマイラ,GAP,,n,,,サンダーブレス,Breath of the Dragon,23458,赤,Red (damage),左側前方範囲,left-frontal cone,○,Yes,,,麻痺,Paralysis,,monster/bestiary/Chimera.html
キマイラ,GAP,,n,,,スコーピオンスティング,the Scorpion's Sting,23464,紫,Purple (debuff),後方範囲,rear cone,○,Yes,,,中毒,Poison,後方から攻撃時,monster/bestiary/Chimera.html
キマイラ,GAP,,n,,,バットディセント,Dissent of the Bat,23462,赤,Red (damage),前方範囲,frontal cone,○,Yes,,,ノックバック,Knockback,,monster/bestiary/Chimera.html
キマイラ,GAP,,n,,,氷結の咆哮,Voice of the Ram,23461,赤,Red (damage),範囲,area,○,Yes,,,静寂,Silence,山羊頭の眼が青く光っている時に使用,monster/bestiary/Chimera.html
キマイラ,GAP,,n,,,フレイムブレス,Breath of the Lion,23456,赤,Red (damage),前方範囲,frontal cone,○,Yes,,,対象の強化エフェクトを1つ削除,removes one buff from target,,monster/bestiary/Chimera.html
キマイラ,GAP,,n,,,雷電の咆哮,Voice of the Dragon,23459,赤,Red (damage),ドーナツ状範囲,donut/ring AoE,○,Yes,,,物理防御－,Defense Down,竜頭の眼が青く光っている時に使用,monster/bestiary/Chimera.html
ゴーレム,Golem (1.2),,n,,,ストーンスカル,Stone Skull,23389,赤<br>+<br>（黄）,Red (damage) + (Yellow),単体,single target,○,Yes,,,,,,monster/bestiary/Golem.html
ゴーレム,Golem (1.2),,n,,,トゥルーグリット,True Grit,23393,紫,Purple (debuff),前方範囲,frontal cone,○,Yes,,,暗闇,Blind,,monster/bestiary/Golem.html
ゴーレム,Golem (1.2),,n,,,プレーンクラッカー,Plaincracker,23386;23639,赤,Red (damage),敵範囲,area (enemies),○,Yes,,,スタン,Stun,,monster/bestiary/Golem.html
ゴーレム,Golem (1.2),,n,,,ボルダークラップ,Boulder Clap,23387;23640,赤,Red (damage),前方範囲,frontal cone,○,Yes,,,ノックバック,Knockback,,monster/bestiary/Golem.html
ゴーレム,Golem (1.2),,n,,,モルテンコア,Molten Core,23390,赤,Red (damage),前方範囲,frontal cone,○,Yes,,,ノックバック,Knockback,,monster/bestiary/Golem.html
サイクロプス,GAP,,n,,,10トンズ・スイング,10-tonze Swing,23477,赤,Red (damage),範囲,area,○,Yes,,,,,,monster/bestiary/Cyclops.html
サイクロプス,GAP,,n,,,10トンズ・スワイプ,10-tonze Swipe,23476,赤,Red (damage),前方範囲,frontal cone,○,Yes,,,,,回り込み回避可能,monster/bestiary/Cyclops.html
サイクロプス,GAP,,n,,,100トンズ・スイング,100-tonze Swing,23481;23482;23630,赤,Red (damage),範囲,area,○,Yes,,,,,,monster/bestiary/Cyclops.html
サイクロプス,GAP,,n,,,100トンズ・スワイプ,100-tonze Swipe,23480;23629,赤,Red (damage),前方範囲,frontal cone,○,Yes,,,ノックバック,Knockback,回り込み回避可能,monster/bestiary/Cyclops.html
サイクロプス,GAP,,n,,,アニマルインスティンクト,Animal Instinct,23484,-,none,敵単体,single target,-,no,,,敵対心リセット,enmity reset,,monster/bestiary/Cyclops.html
サイクロプス,GAP,,n,,,アイ・オブ・ビボルダー,Eye of the Beholder (?),,赤,Red (damage),ドーナツ状範囲,donut/ring AoE,○,Yes,,,,,,monster/bestiary/Cyclops.html
サイクロプス,GAP,,n,,,グラワー,Glower,23479,赤,Red (damage),前方直線,frontal line,○,Yes,,,,,,monster/bestiary/Cyclops.html
トレント,Treant,,n,,,ライズ・アンド・フォール,Rise and Fall,23444,赤<br>+<br>（黄）,Red (damage) + (Yellow),前方範囲,frontal cone,○,Yes,,,,,,monster/bestiary/Treant.html
アンノウンソルジャー,Unknown Soldier,3104323,y,ラノシア地方,La Noscea,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/LaNoscea.html
アンノウンソルジャー,Unknown Soldier,3104323,y,ラノシア地方,La Noscea,グレーブリール,Grave Reel,23129,,,敵範囲,area (enemies),○,Yes,,,ＨＰ吸収,HP drain,,monster/nm/LaNoscea.html
アンノウンソルジャー,Unknown Soldier,3104323,y,ラノシア地方,La Noscea,呪言,Curse,23128,,,,,○,Yes,,,魔法防御－,Magic Defense Down,,monster/nm/LaNoscea.html
アンノウンソルジャー,Unknown Soldier,3104323,y,ラノシア地方,La Noscea,（魔法）,(magic),,,,アブゾアキュル / アブゾアタ / アブゾイヴェ / サイフォタック,magic: Absorb ACC / Absorb ATK / Absorb EVA / Siphon TP,,,,,,,,monster/nm/LaNoscea.html
オールドシックスアームズ,Old Six-Arms,3107616,y,ラノシア地方,La Noscea,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/LaNoscea.html
オールドシックスアームズ,Old Six-Arms,3107616,y,ラノシア地方,La Noscea,クローガード,Claw Guard,23133,,,敵単体,single target,-,no,,,（ガード）,(Guard),,monster/nm/LaNoscea.html
オールドシックスアームズ,Old Six-Arms,3107616,y,ラノシア地方,La Noscea,バッククリップ,Backclip,23135,,,後方範囲,rear cone,○,Yes,,,,,後方から攻撃時,monster/nm/LaNoscea.html
オールドシックスアームズ,Old Six-Arms,3107616,y,ラノシア地方,La Noscea,バブルシャワー,Bubble Shower,23134,,,前方範囲,frontal cone,○,Yes,,,,,回り込み回避可能,monster/nm/LaNoscea.html
グルタナスガーティ,Gluttonous Gertrude,3102012,y,ラノシア地方,La Noscea,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/LaNoscea.html
グルタナスガーティ,Gluttonous Gertrude,3102012,y,ラノシア地方,La Noscea,リガージテイト,Regurgitate,23020,,,前方範囲,frontal cone,-,no,,,ステータスエフェクト3つの効果（スロウ/暗闇/睡眠）,3 status effects (Slow / Blind / Sleep),,monster/nm/LaNoscea.html
グレートバッファロー,Great Buffalo,3100801,y,ラノシア地方,La Noscea,（通常攻撃）,(normal attack),,-,none,範囲,area,○,Yes,-,n/a,,,,monster/nm/LaNoscea.html
グレートバッファロー,Great Buffalo,3100801,y,ラノシア地方,La Noscea,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/LaNoscea.html
グレートバッファロー,Great Buffalo,3100801,y,ラノシア地方,La Noscea,オンラッシュ,Onrush,23297,,,前方範囲,frontal cone,○,Yes,○,Yes,ノックバック,Knockback,,monster/nm/LaNoscea.html
グレートバッファロー,Great Buffalo,3100801,y,ラノシア地方,La Noscea,サイズミックリフト,Seismic Rift,23298,,,敵範囲,area (enemies),○,Yes,○,Yes,ヘヴィ,Heavy,,monster/nm/LaNoscea.html
グレートバッファロー,Great Buffalo,3100801,y,ラノシア地方,La Noscea,ソノラスブラスト,Sonorous Blast,23299,,,単体,single target,-,no,,,敵視上昇率－,Sonorous Blast,,monster/nm/LaNoscea.html
グレートバッファロー,Great Buffalo,3100801,y,ラノシア地方,La Noscea,デッドリーストンプ,Pulverizing Pound,23296,,,近接単体,melee single,○,Yes,,,,,,monster/nm/LaNoscea.html
シアリングシェリダン,Shearing Sheridan,3107618,y,ラノシア地方,La Noscea,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/LaNoscea.html
シアリングシェリダン,Shearing Sheridan,3107618,y,ラノシア地方,La Noscea,クローガード,Claw Guard,23133,,,敵単体,single target,-,no,,,（ガード）,(Guard),,monster/nm/LaNoscea.html
シアリングシェリダン,Shearing Sheridan,3107618,y,ラノシア地方,La Noscea,潮騒,Sound of the Sea,23403,,,前方範囲,frontal cone,-,no,,,睡眠,Sleep,,monster/nm/LaNoscea.html
シアリングシェリダン,Shearing Sheridan,3107618,y,ラノシア地方,La Noscea,バッククリップ,Backclip,23135,,,後方範囲,rear cone,○,Yes,,,,,後方から攻撃時,monster/nm/LaNoscea.html
シアリングシェリダン,Shearing Sheridan,3107618,y,ラノシア地方,La Noscea,バブルシャワー,Bubble Shower,23134,,,前方範囲,frontal cone,○,Yes,,,,,回り込み回避可能,monster/nm/LaNoscea.html
ジャイアントレモラ,Giant Remora,3104513,y,ラノシア地方,La Noscea,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/LaNoscea.html
ジャイアントレモラ,Giant Remora,3104513,y,ラノシア地方,La Noscea,怒潮,Rage of the Deep,23061,,,敵単体,single target,-,no,,,バーサク,Berserk,,monster/nm/LaNoscea.html
ジャイアントレモラ,Giant Remora,3104513,y,ラノシア地方,La Noscea,フィーディングフレンジー,Feeding Frenzy,23062,,,敵範囲,area (enemies),-,no,-,n/a,物理攻撃＋,Attack Up,,monster/nm/LaNoscea.html
ジャイアントレモラ,Giant Remora,3104513,y,ラノシア地方,La Noscea,マインドワイプ,Mindwipe,23402,,,敵範囲,area (enemies),,,,,,,,monster/nm/LaNoscea.html
スリプリーサイクス,Slippery Sykes,3104214,y,ラノシア地方,La Noscea,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/LaNoscea.html
スリプリーサイクス,Slippery Sykes,3104214,y,ラノシア地方,La Noscea,忘汁散布,Mucous Discharge,23100;23347,,,敵範囲,area (enemies),○,Yes,,,アビリティ不可,Amnesia,,monster/nm/LaNoscea.html
バロメッツ,Barometz,3102720,y,ラノシア地方,La Noscea,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/LaNoscea.html
バロメッツ,Barometz,3102720,y,ラノシア地方,La Noscea,シードスプレー,Seedspray,23088,,,対象範囲,targeted area,○,Yes,,,ヘヴィ,Heavy,,monster/nm/LaNoscea.html
バロメッツ,Barometz,3102720,y,ラノシア地方,La Noscea,サフ,Sough,23089,,,前方範囲,frontal cone,○,Yes,,,ノックバック,Knockback,回り込み回避可能,monster/nm/LaNoscea.html
ボムバロン,Bomb Baron,3101612,y,ラノシア地方,La Noscea,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/LaNoscea.html
ボムバロン,Bomb Baron,3101612,y,ラノシア地方,La Noscea,自爆,Self-destruct,23033;23628,,,範囲+敵単体,area + single target,○,Yes,,,,,複数回使用,monster/nm/LaNoscea.html
ボムバロン,Bomb Baron,3101612,y,ラノシア地方,La Noscea,（魔法）,(magic),,,,バーンII / ファイアII,magic: Burn II / Fire II,,,,,,,,monster/nm/LaNoscea.html
ローンクァール,Lone Coeurl,3103203,y,ラノシア地方,La Noscea,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/LaNoscea.html
ローンクァール,Lone Coeurl,3103203,y,ラノシア地方,La Noscea,カオティックアイ,Chaotic Eye,23322,,,目視中前方範囲,frontal gaze cone (while in sight),-,no,,,TPをすべて失う,removes all TP,,monster/nm/LaNoscea.html
ローンクァール,Lone Coeurl,3103203,y,ラノシア地方,La Noscea,チャージドホイスカー,Charged Whisker,23318;23319;23320,,,敵範囲,area (enemies),○,Yes,,,,,,monster/nm/LaNoscea.html
ローンクァール,Lone Coeurl,3103203,y,ラノシア地方,La Noscea,ホイスカーチャージ,Whisker Charge,23323;23324;23410;23411;23412,,,敵単体,single target,-,no,,,（髭に雷を蓄える）,(stores lightning in whiskers),,monster/nm/LaNoscea.html
ウラエウス,Uraeus,3100717,y,クルザス地方,Coerthas,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/Coerthas.html
ウラエウス,Uraeus,3100717,y,クルザス地方,Coerthas,サンドブレス,Sand Breath,23024,,,前方範囲,frontal cone,○,Yes,,,,,,monster/nm/Coerthas.html
ウラエウス,Uraeus,3100717,y,クルザス地方,Coerthas,ストーンゲイズ,Stone Gaze,23023,,,前方範囲,frontal cone,-,no,,,石化,Petrification,使用後に敵の眼が光り、見ると石化,monster/nm/Coerthas.html
ウラエウス,Uraeus,3100717,y,クルザス地方,Coerthas,ヘヴィストンプ,Heavy Stomp,23025,,,敵範囲,area (enemies),○,Yes,○,Yes,,,,monster/nm/Coerthas.html
ウラエウス,Uraeus,3100717,y,クルザス地方,Coerthas,ボディスラム,Body Slam,23026,,,敵範囲,area (enemies),○,Yes,○,Yes,ヘヴィ,Heavy,,monster/nm/Coerthas.html
スピットファイア,Spitfire,3106209,y,クルザス地方,Coerthas,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/Coerthas.html
スピットファイア,Spitfire,3106209,y,クルザス地方,Coerthas,（魔法）,(magic),,,,氷：スロウ / バインド / パライズ / ブリザドII / フロストII<br>雷：グラビデ / ショックII / サイレス / サンダーII,magic: Ice: Slow / Bind / Paralyze / Blizzard II / Frost II | Lightning: Gravity / Shock II / Silence / Thunder II,,,,,,,,monster/nm/Coerthas.html
ダウニーダンスタン,Downy Dunstan,3106019,y,クルザス地方,Coerthas,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/Coerthas.html
ダウニーダンスタン,Downy Dunstan,3106019,y,クルザス地方,Coerthas,ララバイ,Lullaby,23239,,,敵範囲,area (enemies),（○）,Yes (conditional),,,睡眠,Sleep,発動後に鼻提灯をつけて敵自身も睡眠 /<br>鼻提灯が破裂した時にダメージ,monster/nm/Coerthas.html
アルシュ,Alux,3102611,y,黒衣森地方,Black Shroud,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/BlackShroud.html
アルシュ,Alux,3102611,y,黒衣森地方,Black Shroud,スターダスト,Stardust,23119,,,敵単体,single target,-,no,,,,,,monster/nm/BlackShroud.html
アルシュ,Alux,3102611,y,黒衣森地方,Black Shroud,魔法放題,Impish Incantations,23116;23117;23118,,,敵範囲,area (enemies),○,Yes,,,,,,monster/nm/BlackShroud.html
アルシュ,Alux,3102611,y,黒衣森地方,Black Shroud,（魔法）,(magic),,,,パライズ / ブリザドII / フロストII,magic: Paralyze / Blizzard II / Frost II,,,,,,,,monster/nm/BlackShroud.html
ガーディアントレント,Guardian of the Grove,3102805,y,黒衣森地方,Black Shroud,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/BlackShroud.html
ガーディアントレント,Guardian of the Grove,3102805,y,黒衣森地方,Black Shroud,まつぼっくり爆弾,Pinecone Bomb,23450,,,遠隔単体,ranged single,○,Yes,,,睡眠,Sleep,,monster/nm/BlackShroud.html
カプリシャスキャシー,Capricious Cassie,3101011,y,黒衣森地方,Black Shroud,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/BlackShroud.html
カプリシャスキャシー,Capricious Cassie,3101011,y,黒衣森地方,Black Shroud,臭い息,Bad Breath,23285,紫<br>+<br>（黄）,Purple (debuff) + (Yellow),前方範囲,frontal cone,○,Yes,,,麻痺 / 静寂 / 中毒 / 暗闇 / ヘヴィ / スロウ,Paralysis / Silence / Poison / Blind / Heavy / Slow,,monster/nm/BlackShroud.html
カプリシャスキャシー,Capricious Cassie,3101011,y,黒衣森地方,Black Shroud,串刺し,Vine Probe,23282,紫,Purple (debuff),単体,single target,○,Yes,,,バインド,Bind,,monster/nm/BlackShroud.html
カプリシャスキャシー,Capricious Cassie,3101011,y,黒衣森地方,Black Shroud,スウィーピングラッシュ,Sweeping Lash,23283,赤,Red (damage),前方範囲,frontal cone,○,Yes,,,スタン,Stun,,monster/nm/BlackShroud.html
カプリシャスキャシー,Capricious Cassie,3101011,y,黒衣森地方,Black Shroud,テンドリルトレマー,Tendril Tremor,23284,赤,Red (damage),敵範囲,area (enemies),○,Yes,,,ノックバック,Knockback,,monster/nm/BlackShroud.html
クィーングーグー,Queen Gougou,3100515,y,黒衣森地方,Black Shroud,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/BlackShroud.html
クィーングーグー,Queen Gougou,3100515,y,黒衣森地方,Black Shroud,かっぱらい,Deep Scratch,23075,,,単体,single target,○,Yes,,,強化ステータスを吸収,absorbs target's buffs,,monster/nm/BlackShroud.html
クィーングーグー,Queen Gougou,3100515,y,黒衣森地方,Black Shroud,毒手,Soil Smear,23076,,,単体,single target,○,Yes,,,弱体ステータスを移す,transfers its debuffs to target,,monster/nm/BlackShroud.html
クィーングーグー,Queen Gougou,3100515,y,黒衣森地方,Black Shroud,ドロップキック,Drop Kick,23074,,,近接単体,melee single,○,Yes,,,ノックバック,Knockback,,monster/nm/BlackShroud.html
クィーンボリート,Queen Bolete,3105915,y,黒衣森地方,Black Shroud,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/BlackShroud.html
クィーンボリート,Queen Bolete,3105915,y,黒衣森地方,Black Shroud,スランバークラウド,Slumber Cloud,23251,,,敵範囲,area (enemies),-,no,,,睡眠,Sleep,「～の柄が膨らんだ……」と出た時に攻撃すると発動,monster/nm/BlackShroud.html
クィーンボリート,Queen Bolete,3105915,y,黒衣森地方,Black Shroud,スランバースポア,Slumber Spores,23250,,,敵範囲,area (enemies),○,Yes,,,睡眠,Sleep,,monster/nm/BlackShroud.html
クィーンボリート,Queen Bolete,3105915,y,黒衣森地方,Black Shroud,ハイファウィップ,Hypha Whip,23255,,,,,○,Yes,,,ノックバック,Knockback,「～の柄が縮んだ……」と出た後に発動,monster/nm/BlackShroud.html
グレートオーク,Great Oak,3102806,y,黒衣森地方,Black Shroud,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/BlackShroud.html
グレートオーク,Great Oak,3102806,y,黒衣森地方,Black Shroud,アーボリアルストーム,Arboreal Storm,23443,,,敵範囲,area (enemies),○,Yes,,,スロウ,Slow,,monster/nm/BlackShroud.html
グレートオーク,Great Oak,3102806,y,黒衣森地方,Black Shroud,カノピー,Canopy,23442,,,前方範囲,frontal cone,○,Yes,,,,,,monster/nm/BlackShroud.html
グレートオーク,Great Oak,3102806,y,黒衣森地方,Black Shroud,スイッチスワイプ,Switch Swipe,23440;23441;23642;23643,,,前方範囲,frontal cone,○,Yes,,,,,,monster/nm/BlackShroud.html
グレートオーク,Great Oak,3102806,y,黒衣森地方,Black Shroud,バウダウン,Bough Down,23439,,,,,○,Yes,,,,,,monster/nm/BlackShroud.html
グレートオーク,Great Oak,3102806,y,黒衣森地方,Black Shroud,バックハンドブロー,Backhand Blow,23445,,,後方範囲,rear cone,○,Yes,,,,,後方から攻撃時,monster/nm/BlackShroud.html
グレートオーク,Great Oak,3102806,y,黒衣森地方,Black Shroud,まつぼっくり爆弾,Pinecone Bomb,23450,,,遠隔単体,ranged single,○,Yes,,,睡眠,Sleep,,monster/nm/BlackShroud.html
ジャッカネイプス,Jackanapes,3100512,y,黒衣森地方,Black Shroud,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/BlackShroud.html
