class_jp,class_en,section_jp,section_en,name_jp,name_en_client,client_command_id,level,tp,cast,recast_time,effect_duration,equip_condition_jp,equip_condition_en,description_jp,source
槍術,Lancer,特性,trait,捨身リキャストタイム短縮,Swift Blood for Blood,27284,16,,,,,専用,class-exclusive,捨身のリキャストタイムを-15秒する。,class/action/~patch2.00_Lancer.html
槍術,Lancer,特性,trait,物理攻撃力アップII,Enhanced Physical Attack Power II,27289,20,,,,,専用,class-exclusive,物理攻撃力を+10する。,class/action/~patch2.00_Lancer.html
槍術,Lancer,特性,trait,物理クリティカル命中力アップI,Enhanced Physical Crit Accuracy,27287,24,,,,,専用,class-exclusive,物理クリティカル命中力を+10する。,class/action/~patch2.00_Lancer.html
槍術,Lancer,特性,trait,気合効果アップ,Enhanced Invigorate,27280,28,,,,,専用,class-exclusive,気合の効果時間を+15秒する。,class/action/~patch2.00_Lancer.html
槍術,Lancer,特性,trait,竜剣効果アップ,Enhanced Life Surge,27282,32,,,,,専用,class-exclusive,竜剣によるＨＰ吸収効果を+20%する。,class/action/~patch2.00_Lancer.html
槍術,Lancer,特性,trait,キーンフラーリ効果アップ,Enhanced Keen Flurry,27285,36,,,,,専用,class-exclusive,キーンフラーリによるWSのリキャストタイム短縮効果を-50％する。,class/action/~patch2.00_Lancer.html
槍術,Lancer,特性,trait,物理攻撃力アップIII,Enhanced Physical Attack Power III,27290,40,,,,,専用,class-exclusive,物理攻撃力を+12する。,class/action/~patch2.00_Lancer.html
槍術,Lancer,特性,trait,竜槍効果アップ,Enhanced Power Surge,27281,44,,,,,専用,class-exclusive,竜槍による効果を1.5倍にする。,class/action/~patch2.00_Lancer.html
槍術,Lancer,特性,trait,捨身効果アップ,Enhanced Blood for Blood,27283,48,,,,,専用,class-exclusive,捨身によるダメージアップ効果を+25％する。,class/action/~patch2.00_Lancer.html
弓術,Archer,ジョブ専用アクション,job-specific action,賢人のバラード,Ballad of Magi,27237,30,-,-,10秒,,ジョブ専用,job-exclusive,自身と周囲のパーティメンバーのＭＰを徐々に回復する歌。,class/action/~patch2.00_Archer.html
弓術,Archer,ジョブ専用アクション,job-specific action,厳命のメヌエット,Minuet of Rigor,27239,35,-,-,10秒,,ジョブ専用,job-exclusive,自身と周囲のパーティメンバーの物理命中と魔法命中をアップする歌。,class/action/~patch2.00_Archer.html
弓術,Archer,ジョブ専用アクション,job-specific action,軍神のパイオン,Paeon of War,27238,40,1000,-,10秒,,ジョブ専用,job-exclusive,ＴＰも消費して、自身と周囲のパーティメンバーのＴＰを徐々に上昇させる歌。,class/action/~patch2.00_Archer.html
弓術,Archer,ジョブ専用アクション,job-specific action,レインオブデス,Rain of Death,27232,45,3000,-,30秒,,ジョブ専用,job-exclusive,対象とその周囲の敵に物理攻撃。 コンボ条件：クイックノック ボーナス：追加効果「スタン」,class/action/~patch2.00_Archer.html
弓術,Archer,ジョブ専用アクション,job-specific action,バトルボイス,Battle Voice,27227,50,-,-,900秒,,ジョブ専用,job-exclusive,自身と周囲のパーティメンバーのＨＰmaxをアップさせ、かつ効果中は唱える歌の効果が増大する。,class/action/~patch2.00_Archer.html
弓術,Archer,アクション,action,投擲,Throw,22113,1,-,-,5秒,-,汎用,general,武器を投げつける。 [目標にダメージ] 投擲武器を装備する,class/action/~patch2.00_Archer.html
弓術,Archer,アクション,action,ヘヴィショット,Heavy Shot,27228,1,1000,-,10秒,-,ファイター専用,Disciples of War only,対象に物理攻撃。 コンボ成立射程：8m以上,class/action/~patch2.00_Archer.html
弓術,Archer,アクション,action,矢籠め,Refill,27258,1,-,-,-,-,専用,class-exclusive,矢筒に矢を籠める,class/action/~patch2.00_Archer.html
弓術,Archer,アクション,action,ショット,Light Shot,27259,1,-,-,4.5秒,-,専用,class-exclusive,目標に物理攻撃。,class/action/~patch2.00_Archer.html
弓術,Archer,アクション,action,デコイ,Decoy,27222,2,-,-,90秒,60秒,-,,ＭＰを消費して、1回のみ遠隔攻撃と魔法攻撃を避ける。,class/action/~patch2.00_Archer.html
弓術,Archer,アクション,action,ピアシングアロー,Piercing Arrow,27233,4,1000,-,20秒,-,ファイター専用,Disciples of War only,対象に物理攻撃。 コンボ成立射程：8m以上,class/action/~patch2.00_Archer.html
弓術,Archer,アクション,action,ホークアイ,Hawk's Eye,27220,6,-,-,90秒,15秒,-,,自身の物理命中力をアップする。,class/action/~patch2.00_Archer.html
弓術,Archer,アクション,action,レッデンアロー,Leaden Arrow,27229,10,1500,-,30秒,30秒,ファイター専用,Disciples of War only,対象に物理攻撃。 追加効果「ヘヴィ」 コンボ条件：ヘヴィショット ボーナス：ヘヴィ効果時間延長 部位損傷「」,class/action/~patch2.00_Archer.html
弓術,Archer,アクション,action,猛者の撃,Raging Strike,27225,14,-,-,60秒,-,専用,class-exclusive,効果中「ショット」が命中するたびに、弓による攻撃にダメージボーナス(Max：3段階）を得る代わりに敵視が上がりやすくなる。 弓による攻撃がミスすると効果がリセットされる。再発動で効果終了。,class/action/~patch2.00_Archer.html
弓術,Archer,アクション,action,影縫い,Shadowbind,27236,18,250,-,40秒,30秒,専用,class-exclusive,対象に物理攻撃。 追加効果「バインド」 コンボ条件：ピアシングアロー ボーナス：バインド効果時間延長,class/action/~patch2.00_Archer.html
弓術,Archer,アクション,action,静者の撃,Quelling Strike,27221,22,-,-,60秒,30秒,-,,次の攻撃の敵視上昇を抑え、かつ獲得TPにボーナスを得る。更に「猛者の撃」中は、「猛者の撃」の効果が終了する代わりに、その段階に応じたＴＰを得る。,class/action/~patch2.00_Archer.html
弓術,Archer,アクション,action,スウィフトソング,Swiftsong,27226,26,-,-,10秒,180秒,専用,class-exclusive,自身と周囲のパーティメンバーの移動速度をアップする歌。 敵対行動をした場合、およびされた場合に効果終了。,class/action/~patch2.00_Archer.html
弓術,Archer,アクション,action,グルームアロー,Gloom Arrow,27234,30,1000,-,10秒,30秒,ファイター専用,Disciples of War only,対象に物理攻撃。 コンボ条件：ピアシングアロー ボーナス：追加効果「暗闇」 部位損傷「」,class/action/~patch2.00_Archer.html
弓術,Archer,アクション,action,乱れ撃ち,Barrage,27224,34,-,-,90秒,60秒,専用,class-exclusive,次のショットを複数回攻撃にする。ただし、命中にペナルティ。,class/action/~patch2.00_Archer.html
弓術,Archer,アクション,action,クイックノック,Quick Nock,27231,38,1000,-,180秒,-,専用,class-exclusive,矢を5本消費して、対象に向かって前方扇範囲攻撃。射程が短い。 コンボ条件：ヘヴィショット ボーナス：ターゲットを単体化して5回攻撃,class/action/~patch2.00_Archer.html
弓術,Archer,アクション,action,カメレオン,Chameleon,27223,42,-,-,180秒,-,-,,自身の敵視を下げる。 DEXによって効果が上がる,class/action/~patch2.00_Archer.html
弓術,Archer,アクション,action,ブラッドレッター,Bloodletter,27235,46,1500,-,80秒,30秒,専用,class-exclusive,対象に物理攻撃。 追加効果「継続ダメージ」 コンボ条件：グルームアロー ボーナス：継続ダメージの効果終了時に大ダメージ。 部位損傷「」,class/action/~patch2.00_Archer.html
弓術,Archer,アクション,action,ワイドボレー,Wide Volley,27230,50,2000,-,80秒,-,専用,class-exclusive,対象とその周囲の敵に物理範囲攻撃。命中にペナルティ。 コンボ条件：レッデンアロー ボーナス：物理命中力アップ,class/action/~patch2.00_Archer.html
弓術,Archer,特性,trait,物理命中力アップI,Enhanced Physical Accuracy,27249,8,,,,,専用,class-exclusive,物理命中力を+8する。,class/action/~patch2.00_Archer.html
弓術,Archer,特性,trait,物理回避力アップI,Enhanced Physical Evasion,27248,12,,,,,専用,class-exclusive,物理回避力を+8する。,class/action/~patch2.00_Archer.html
弓術,Archer,特性,trait,デコイ効果アップ,Enhanced Decoy,27244,16,,,,,専用,class-exclusive,デコイで物理攻撃も避ける。,class/action/~patch2.00_Archer.html
弓術,Archer,特性,trait,物理クリティカル回避力アップI,Enhanced Physical Crit Evasion,27247,20,,,,,専用,class-exclusive,物理クリティカル回避力を+10する。,class/action/~patch2.00_Archer.html
弓術,Archer,特性,trait,物理命中力アップII,Enhanced Physical Accuracy II,27250,24,,,,,専用,class-exclusive,物理命中力を+10する。,class/action/~patch2.00_Archer.html
弓術,Archer,特性,trait,ホークアイ効果アップ,Enhanced Hawk's Eye,27240,28,,,,,専用,class-exclusive,ホークアイによる物理命中力アップ効果を+50％する。,class/action/~patch2.00_Archer.html
弓術,Archer,特性,trait,静者の撃効果アップ,Enhanced Quelling Strike,27241,32,,,,,専用,class-exclusive,静者の撃による獲得ＴＰ効果を+50%する。,class/action/~patch2.00_Archer.html
弓術,Archer,特性,trait,猛者の撃効果アップ,Enhanced Raging Strike,27243,36,,,,,専用,class-exclusive,猛者の撃による効果を1.5倍にする。,class/action/~patch2.00_Archer.html
弓術,Archer,特性,trait,物理クリティカル命中力アップI,Enhanced Physical Crit Accuracy,27246,40,,,,,専用,class-exclusive,物理クリティカル命中力を+10する。,class/action/~patch2.00_Archer.html
弓術,Archer,特性,trait,乱れ撃ち効果アップ,Enhanced Barrage,27242,44,,,,,専用,class-exclusive,乱れ撃ちによる攻撃回数を+1する。,class/action/~patch2.00_Archer.html
弓術,Archer,特性,trait,カメレオンリキャストタイム短縮,Swift Chameleon,27245,48,,,,,専用,class-exclusive,カメレオンのリキャストタイムを-60秒する。,class/action/~patch2.00_Archer.html
幻術,Conjurer,ジョブ専用アクション,job-specific action,神速魔,Presence of Mind,27344,30,-,-,300秒,,ジョブ専用,job-exclusive,次の魔法の詠唱時間とリキャストタイムを0にする。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,ジョブ専用アクション,job-specific action,リジェネ,Regen,27358,35,-,-,5秒,,ジョブ専用,job-exclusive,対象に「継続してＨＰ回復」の効果。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,ジョブ専用アクション,job-specific action,エスナ,Esuna,27357,40,-,-,10秒,,ジョブ専用,job-exclusive,対象にかかった弱体効果を解除する。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,ジョブ専用アクション,job-specific action,ホーリー,Holy,27359,45,,-,300秒,,ジョブ専用,job-exclusive,全ＭＰを消費して、自分の周囲の敵にダメージ。追加効果「バインド」,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,ジョブ専用アクション,job-specific action,ベネディクション,Benediction,27345,50,-,-,900秒,,ジョブ専用,job-exclusive,自身と周囲のパーティメンバーのＨＰを瞬時に回復する。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,アクション,action,投擲,Throw,22113,1,-,-,5秒,-,汎用,general,武器を投げつける。 [目標にダメージ] 投擲武器を装備する,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,アクション,action,ストーン,Stone,27355,1,-,2秒,6秒,-,-,,対象に土属性ダメージ。 追加効果「魔法回避－」,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,アクション,action,ケアル,Cure,27346,2,-,2秒,5秒,-,-,,対象のＨＰを小回復する。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,アクション,action,エアロ,Aero,27353,4,-,3秒,6秒,-,-,,対象に風属性ダメージ。 追加効果「継続ダメージ」,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,アクション,action,プロテス,Protect,27351,6,-,3秒,30秒,300秒,-,,対象とその周囲のパーティメンバーに対して、物理防御力アップの効果。 プロテス／シェルの効果は同時にかからず、あとからかけた効果が上書きされる,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,アクション,action,クルセードスタンス,Cleric Stance,27342,10,-,-,30秒,-,専用,class-exclusive,攻撃魔法の威力を20%アップする代わりに、回復魔法の威力を20%ダウンする。 再発動で効果終了。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,アクション,action,献身,Blissful Mind,27343,14,-,-,30秒,-,専用,class-exclusive,発動時にＨＰを消費して、徐々にＭＰを蓄積する。再発動で蓄積したＭＰが還元される。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,アクション,action,レイズ,Raise,27349,18,-,10秒,300秒,-,-,,対象を蘇生する。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,アクション,action,ストンラ,Stonera,27356,22,-,3秒,30秒,-,専用,class-exclusive,対象とその周囲の敵に土属性ダメージ。 追加効果「ヘヴィ」 コンボ条件：ストーン ボーナス：ターゲットを単体化してダメージアップ,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,アクション,action,ストンスキン,Stoneskin,27350,26,-,3秒,30秒,300秒,-,,対象に一定量のダメージを防ぐバリアをはる。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,アクション,action,ケアルラ,Cura,27347,30,-,2秒,5秒,-,専用,class-exclusive,対象のＨＰを大回復する。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,アクション,action,女神の慈悲,Sacred Prism,27340,34,-,-,90秒,60秒,-,,詠唱時間が延びる代わりに、次のケアル、ケアルラ、リジェネ、エスナ、および強化魔法を範囲化する。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,アクション,action,女神の加護,Shroud of Saints,27341,38,-,-,180秒,20秒,専用,class-exclusive,自身の敵視を一時的に半減させ、かつ効果中は徐々にＭＰが回復する。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,アクション,action,エアロラ,Aerora,27354,42,-,4秒,20秒,-,専用,class-exclusive,対象とその周囲の敵に風属性ダメージ＆強化エフェクトを1つ削除。 コンボ条件：エアロ ボーナス：ターゲットを単体化して魔法命中力アップ,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,アクション,action,ケアルガ,Curaga,27348,46,-,3秒,10秒,-,専用,class-exclusive,対象とその周囲のパーティメンバーに対して、ＨＰが減っているメンバーを優先的に回復する。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,アクション,action,リポーズ,Repose,27352,50,-,3秒,-,-,専用,class-exclusive,対象に「睡眠」の効果。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,特性,trait,回復魔法威力アップI,Greater Healing,27367,8,,,,,専用,class-exclusive,回復魔法威力を+8する。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,特性,trait,強化魔法威力アップI,Greater Enhancing Magic,27366,12,,,,,専用,class-exclusive,強化魔法威力を+8する。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,特性,trait,魔法命中力アップI,Enhanced Magic Accuracy,27369,16,,,,,専用,class-exclusive,魔法命中力を+8する。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,特性,trait,オートリフレシュ,Auto-refresh,27370,20,,,,,専用,class-exclusive,継続的にＭＰが徐々に回復する。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,特性,trait,プロテス効果アップ,Enhanced Protect,27365,24,,,,,専用,class-exclusive,プロテスで魔法防御力もアップする。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,特性,trait,回復魔法威力アップII,Greater Healing II,27368,28,,,,,専用,class-exclusive,回復魔法威力を+10する。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,特性,trait,献身効果アップ,Enhanced Blissful Mind,27362,32,,,,,専用,class-exclusive,献身の蓄積速度が速くなる。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,特性,trait,ストンスキン効果アップ,Enhanced Stoneskin,27364,36,,,,,専用,class-exclusive,ストンスキンの効果をアップする。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,特性,trait,女神の慈悲リキャストタイム短縮,Swift Sacred Prism,27360,40,,,,,専用,class-exclusive,女神の慈悲のリキャストタイムを-30秒する。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,特性,trait,女神の加護リキャストタイム短縮,Swift Shroud of Saints,27361,44,,,,,専用,class-exclusive,女神の加護のリキャストタイムを-60秒する。,class/action/~patch2.00_Conjurer.html
幻術,Conjurer,特性,trait,レイズ効果アップ,Enhanced Raise,27363,48,,,,,専用,class-exclusive,レイズによる蘇生時に「衰弱」しなくなる。,class/action/~patch2.00_Conjurer.html
呪術,Thaumaturge,ジョブ専用アクション,job-specific action,コンバート,Convert,27305,30,-,-,450秒,,ジョブ専用,job-exclusive,自身のＨＰとＭＰを入れ替える。,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,ジョブ専用アクション,job-specific action,フリーズ,Freeze,27319,35,-,-,120秒,,ジョブ専用,job-exclusive,対象に氷属性ダメージ。 追加効果「敵視ダウン」,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,ジョブ専用アクション,job-specific action,フレア,Flare,27318,40,-,-,120秒,,ジョブ専用,job-exclusive,自身の周囲の敵に火属性ダメージ。距離が近いほどダメージアップ。 追加効果「継続ダメージ」,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,ジョブ専用アクション,job-specific action,スリプガ,Sleepga,27317,45,-,-,-,,ジョブ専用,job-exclusive,対象とその周囲の敵に「睡眠」の効果。,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,ジョブ専用アクション,job-specific action,バースト,Burst,27316,50,-,-,900秒,,ジョブ専用,job-exclusive,対象に雷属性ダメージ。 コンボ条件：サンダラ ボーナス：自身の残りＨＰが少ないほどダメージアップ。,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,アクション,action,投擲,Throw,22113,1,-,-,5秒,-,汎用,general,武器を投げつける。 [目標にダメージ] 投擲武器を装備する,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,アクション,action,サンダー,Thunder,27313,1,-,2秒,6秒,-,-,,対象に雷属性ダメージ。,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,アクション,action,パーシモニー,Parsimony,27304,2,-,-,90秒,30秒,専用,class-exclusive,次の攻撃魔法のＭＰコストを半減し、かつ魔法発動時にＭＰを得る。,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,アクション,action,ブリザド,Blizzard,27308,4,-,3秒,10秒,30秒,専用,class-exclusive,対象に氷属性ダメージ。追加効果「ヘヴィ」,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,アクション,action,ネクロジェネシス,Necrogenesis,27303,6,-,-,90秒,30秒,-,,次の攻撃魔法使用時に自身のＨＰを回復する。,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,アクション,action,ファイア,Fire,27310,10,-,3秒,8秒,-,-,,対象とその周囲の敵に火属性ダメージ。,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,アクション,action,ダークシール,Dark Seal,27300,14,-,-,90秒,30秒,-,,次の魔法の魔法命中力をアップする。,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,アクション,action,サンダラ,Thundara,27314,18,-,-,30秒,4秒,専用,class-exclusive,対象に雷属性ダメージ。 追加効果「スタン」 コンボ条件：サンダー ボーナス：追加効果が発動しない代わりに、ダメージアップ＆リキャストタイム短縮,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,アクション,action,レゾナンス,Resonance,27301,22,-,-,90秒,30秒,-,,次の魔法の射程を延ばす。,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,アクション,action,ブリザラ,Blizzara,27309,26,-,-,40秒,30秒,専用,class-exclusive,自身の周囲の敵に氷属性ダメージ。追加効果「バインド」,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,アクション,action,ブラッドライト,Sanguine Rite,27307,30,-,-,60秒,20秒,-,,被ダメージ量に応じたＭＰを回復する。効果中は被ダメージによって詠唱中断されない。,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,アクション,action,ファイラ,Fira,27311,34,-,5秒,16秒,-,-,,対象とその周囲の敵に火属性ダメージ。 コンボ条件：ファイア ボーナス：詠唱時間短縮,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,アクション,action,エクスクルシエート,Excruciate,27302,38,-,-,90秒,30秒,専用,class-exclusive,魔法クリティカル発動力を徐々にアップ。1回でもクリティカルヒットが発動すると効果終了。,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,アクション,action,スリプル,Sleep,27306,42,-,3秒,-,60秒,専用,class-exclusive,対象に「睡眠」の効果。,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,アクション,action,サンダガ,Thundaga,27315,46,-,5秒,45秒,-,専用,class-exclusive,対象に雷属性ダメージ。 コンボ条件：サンダラ ボーナス：魔法クリティカルダメージアップ,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,アクション,action,ファイガ,Firaga,27312,50,-,8秒,7秒,-,専用,class-exclusive,対象とその周囲の敵に火属性ダメージ。 コンボ条件：ファイラ ボーナス：詠唱時間短縮,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,特性,trait,攻撃魔法威力アップI,Enhanced Magic Potency,27327,8,,,,,専用,class-exclusive,攻撃魔法威力を+8する。,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,特性,trait,弱体魔法威力アップI,Enhanced Enfeebling Magic,27325,12,,,,,専用,class-exclusive,弱体魔法威力を+8する。,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,特性,trait,パーシモニー効果アップ,Enhanced Parsimony,27323,16,,,,,専用,class-exclusive,パーシモニーによる獲得ＭＰを+25%する。,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,特性,trait,オートリフレシュ,Auto-refresh,27330,20,,,,,専用,class-exclusive,継続的にＭＰが徐々に回復する。,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,特性,trait,ネクロジェネシスリキャストタイム短縮,Swift Necrogenesis,27322,24,,,,,専用,class-exclusive,ネクロジェネシスのリキャストタイムを-30秒する。,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,特性,trait,攻撃魔法威力アップII,Enhanced Magic Potency II,27328,28,,,,,専用,class-exclusive,攻撃魔法威力を+10する。,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,特性,trait,弱体魔法威力アップII,Enhanced Enfeebling Magic II,27326,32,,,,,専用,class-exclusive,弱体魔法威力を+10する。,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,特性,trait,ダークシールリキャストタイム短縮,Swift Dark Seal,27320,36,,,,,専用,class-exclusive,ダークシールのリキャストタイムを-30秒する。,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,特性,trait,魔法クリティカル威力アップI,Enhanced Magic Crit Potency,27329,40,,,,,専用,class-exclusive,魔法クリティカル威力を+10する。,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,特性,trait,ブラッドライト効果アップ,Enhanced Sanguine Rite,27324,44,,,,,専用,class-exclusive,ブラッドライトにダメージ軽減効果を追加する。,class/action/~patch2.00_Thaumaturge.html
呪術,Thaumaturge,特性,trait,エクスクルシエート効果アップ,Enhanced Excruciate,27321,48,,,,,専用,class-exclusive,エクスクルシエートによる魔法クリティカル発動力をアップする。,class/action/~patch2.00_Thaumaturge.html
