city,camp_jp,leve_name_jp,leve_name_en_client,client_leve_id,objective_text,name_match_note
Ul'dah,ノフィカの井戸,ドードーの駆逐,A Drop in the Pond,11682,【 ドードー 3体PT】×3 倒すと【 ウィンドエレメンタル 1体】追加,
Ul'dah,ノフィカの井戸,駅馬車の積荷：アーリマンの血の調達,Volatile Vitals,11683,【 ヂッガ 3体PT】から アーリマンの血 3個,
Ul'dah,ノフィカの井戸,芋喰いドードーの一掃,Dodos and Popotoes,11684,【 ドードー 3体PT】×2 5体倒すと1体逃げ 【 アルドゴート・ナニー 2体PT】追加,
Ul'dah,ノフィカの井戸,炎使いの誅殺,Secret of the Sewers,11685,,
Ul'dah,ノフィカの井戸,魔物大全『光に牙剥く者の巻』の回収,Necrologos: The Light's Corrivals,11686,地面の光を調べて当たり探し×4 / / ハズレの場合【 ヂッガ 2体PT】が出現 / / 擦れた魔導書の紙片 4個を集めると【 ヒッポセルフ 3体PT】が出現,
Ul'dah,ノフィカの井戸,魔物大全『木々駆けし者の巻』の回収,Necrologos: Amongst Leaves Most Green,11687,地面の光を調べて当たり探し×6 / / ハズレの場合【 ボム 2体PT】が出現 / / 破れた魔導書の紙片 3個を集めると【 ガラゴ 2体PT】が出現 / / 焦げた魔導書の紙片 3個を集めると【 ガラゴ 2体PT】が出現,
Ul'dah,ノフィカの井戸,急募！魔物大全『閃光放ちし者の巻』の回収,Necrologos: Levinshower,11688,【 アルドゴート・ビリー 2体PT】から 擦れた魔導書の紙片 4個 / / 擦れた魔導書の紙片 4個を集めると【 ライトニングエレメンタル 2体PT】が出現,
Ul'dah,ナナワ銀山,プーク退治,Overtime in the Mines,12221,【 プーク 2体PT】×5,
Ul'dah,ナナワ銀山,駅馬車の積荷：ナットの触覚の調達,Tuning In,12222,【 ナット 2体PT】から ナットの触覚 5個,site 触覚 vs client 触角 (antenna)
Ul'dah,ナナワ銀山,駅馬車の積荷：魔白灰の調達,The Potter's Price,12223,【 ウィル・オ・ザ・ウィスプ 1体】と【 ウィル・オ・ザ・ウィスプ 2体PT】と【 ファイアエレメンタル 2体PT】から 魔白灰 4個,
Ul'dah,ナナワ銀山,ウィル・オ・ザ・ウィスプの追跡,Spirited Below,12224,【 ウィル・オ・ザ・ウィスプ 2体PT】×3 6体目戦闘中に1体逃げ 2体PT追加,
Ul'dah,ナナワ銀山,募集：アントリングワーカーの追跡者,Antling Invasion,12225,【 アントリング・ワーカー 2体PT】×3 5体倒すと1体逃げ 1体追加,site drops ・ in アントリング・ワーカー
Ul'dah,ナナワ銀山,脱獄囚デビレットAVYの処断,Corpus Adamance,12226,【 レディバグ 単体】の中から当たり探し×2 / / 当たりの場合【 デビレット 1体】に変化 / / 【 ウィル・オ・ザ・ウィスプ 2体PT】が落とす 魔白灰 でシステムメニューの「見破り」から見破り可能,
Ul'dah,ナナワ銀山,急募！魔物大全『大地刺す者の巻』の回収,Necrologos: Torn Asunder,12227,地面の光を調べて当たり探し×4 / / ハズレの場合【 テロック 2体PT】が出現 / / 破れた魔導書の紙片 4個を集めると【 ボッグヤーゾン 2体PT】が出現,
Ul'dah,ナナワ銀山,魔物大全『堅牢なる者の巻』の回収,Necrologos: Adamantine Wills,12228,【 コブラン 2体PT】から 破れた魔導書の紙片 5個 / / 破れた魔導書の紙片 5個を集めると【 メガロクラブ 2体PT】が出現,
Ul'dah,ハラタリ,ペイスト退治,Desert Defilement,11701,【 ペイスト 1体】×5,
Ul'dah,ハラタリ,駅馬車の積荷：ジャッカルの腿肉の調達,Cat Eat Dog,11702,【 モングレル 2体PT】から ジャッカルの腿肉 5個,
Ul'dah,ハラタリ,黄金の短剣の調達,Juggling Knives,11703,【 デスストローク・アサシン 1体 ベノムタン・アサシン 1体のPT】から 黄金の短剣 4個,
Ul'dah,ハラタリ,募集：ペイストの追跡者,Stalking the Stalkers,11704,【 ペイスト 1体】×3 3体目戦闘中に1体逃げ 1体×2追加,
Ul'dah,ハラタリ,風使いの捕殺,Secrets of the Sultanate,11705,【 ヘッジモール 2体PT】の中から当たり探し×2 / / 当たりの場合【 デビレット 1体 ウィンドエレメンタル 1体のPT】に変化,
Ul'dah,ハラタリ,魔物大全『死してなお彷徨う者の巻』の回収,Necrologos: All Things Must Die,11706,地面の光を調べて当たり探し×4 / / ハズレの場合【 テロック 2体PT】が出現 / / 焦げた魔導書の紙片 4個を集めると【 ゾンビー 3体PT】が出現,
Ul'dah,ハラタリ,オロボンを利用したアンブッシュ訓練,Bigger Fish to Fry,11707,"地面の光の場所（到達巡回地点）に行く / / 1,2,3箇所目で【 オロボン 1体】が出現 / / 4箇所目で【 オロボン 2体PT】が出現 倒すと【 ペイスト 1体】追加",
Ul'dah,ハラタリ,ゾンビーを利用したアンブッシュ訓練,Restless be the Damned,11708,"地面の光の場所（到達巡回地点）に行く / / 1,2箇所目で【 ゾンビー 2体PT】が出現 / / 3箇所目で【 ゾンビー 2体PT】が出現 倒すと【 ゾンビー 2体PT】追加",
Ul'dah,ハラタリ,急募！ ヂッガ駆除,Preventing the Plague,11709,地面の光を調べて当たり探し×3 / / 当たりの場合【 ヂッガ 3体PT】が出現 / / ハズレの場合【 ボム 1体】が出現,
Ul'dah,キャンプ・ブロークンウォーター,アルドゴートの駆除,A Terrible Thirst,11721,【 アルドゴート・ビリー 1体 コカトリス 1体のPT】×4,
Ul'dah,キャンプ・ブロークンウォーター,ヘッジモールの駆除,Hiding Under the Beds,11722,【 ヘッジモール 1体】×6 倒すと2体PT追加,
Ul'dah,キャンプ・ブロークンウォーター,駅馬車の積荷：コカトリスの石卵の調達,All Cracked Up,11723,【 コカトリス 2体PT】から コカトリスの石卵 30個,
Ul'dah,キャンプ・ブロークンウォーター,ナットの追跡,Netting the Gnats,11724,【 ナット 2体PT】×3 5体倒すと1体逃げ 2体PT追加,
Ul'dah,キャンプ・ブロークンウォーター,デビレットの捜索,A Devilet's Best Friend,11725,【 コブラン 2体PT】の中から当たり探し×2 / / 当たりの場合【 デビレット 1体 ファハン 1体のPT】に変化,
Ul'dah,キャンプ・ブロークンウォーター,魔物大全『貪欲なる者の巻』の回収,Necrologos: Ranine Reveries,11726,【 テロック 3体PT】から 焦げた魔導書の紙片 4個 / / 焦げた魔導書の紙片 4個を集めると【 ギガントード 1体】が出現,
Ul'dah,キャンプ・ブロークンウォーター,急募！ モングレルを利用したアンブッシュ訓練,Whipping the Curs,11727,"地面の光の場所（到達巡回地点）に行く / / 1,2箇所目で【 モングレル 1体】が出現 / / 3箇所目で【 モングレル 2体PT】が出現 / / 4箇所目で【 モングレル 2体PT】が出現 戦闘中に【 ペイスト 1体】追加",
Ul'dah,キャンプ・ブロークンウォーター,ヘッジモールを利用したアンブッシュ訓練,Thwack Ye Mole,11728,"地面の光の場所（到達巡回地点）に行く / / 1,2,3,4箇所目で【 ヘッジモール 1体】が出現 / / 5箇所目で【 ヘッジモール 1体】が出現 戦闘中に【 モングレル 2体PT】追加",
Ul'dah,キャンプ・ブロークンウォーター,ペイスト狩り,Dunesfolk for Dinner,11729,【 モングレル 2体PT】から ジャッカルの腿肉 / / ジャッカルの腿肉 を所持している状態で地面の光を調べて当たり探し×3 / / 当たりの場合【 ペイスト 1体】が出現 / / ハズレの場合【 ボム 1体】が出現,
